basisOfRecord	bibliographicCitation	catalogNumber	class	collectionCode	datasetID	decimalLatitude	decimalLongitude	eventDate	family	genus	institutionCode	kingdom	locality	modified	month	occurrenceID	occurrenceStatus	order	phylum	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	typeStatus	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	coordinatePrecision	coordinateUncertaintyInMeters	footprintWKT	sex	taxonRank
PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pallenopsis denticulata</i> Hedgpeth, 1944. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239612	sm_id_2109	Pycnogonida	WoRMS type localities	https://marineinfo.org/id/dataset/5184	-17.97	122.23	1932-06	Pallenopsidae	Pallenopsis	WoRMS Editorial Board	Animalia	Indian Ocean	2007-06-20 15:52:33	6	WoRMS Editorial Board:WoRMS type localities:sm_id_2109	present	Pantopoda	Arthropoda	http://www.marinespecies.org/aphia.php?p=specdetails&id=2109	Pallenopsis denticulata	Hedgpeth, 1944	urn:lsid:marinespecies.org:taxname:239612	denticulata	holotype	1932	2ca55f3d-0dc8-49aa-82c7-92c2b1a4e585	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	-1186099200000	-1184889600000	-1183593600000	1932	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis denticulata	1.0	2	1065	1274	1302	1358	379601	379609	236317	134593	239612	239612	Pallenopsis denticulata	['NO_DEPTH', 'ON_LAND']	-17	-382	27.45	34.8					
PreservedSpecimen		P.73408	Pycnogonida	co113		-20.24305	116.84569	1983-10-27	Pallenopsidae	Pallenopsis	AM	Animalia	North West Shelf, north north-west of Dampier	2017-03-02T12:40:52		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.73408	present	Pantopoda	Arthropoda		Pallenopsis denticulata		urn:lsid:marinespecies.org:taxname:239612	denticulata			6b7f8609-218d-4d25-8eff-2ad0713abd72	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	436060800000	436060800000	436060800000	1983	False	False	True	False		Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis denticulata		2	1065	1274	1302	1358	379601	379609	236317	134593	239612	239612	Pallenopsis denticulata	['NO_DEPTH']	41	12104	26.55	34.55	0.0896	10000	POINT (116.84569 -20.24305)	Male	species
PreservedSpecimen		P.45168	Pycnogonida	co113		-19.94499	117.89666	1983-08-26	Pallenopsidae	Pallenopsis	AM	Animalia	North West Shelf	2017-03-02T15:51:20		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.45168	present	Pantopoda	Arthropoda		Pallenopsis denticulata		urn:lsid:marinespecies.org:taxname:239612	denticulata			9ad6f855-e6bf-436f-8feb-a0564755b371	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	430704000000	430704000000	430704000000	1983	False	False	True	False		Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis denticulata		2	1065	1274	1302	1358	379601	379609	236317	134593	239612	239612	Pallenopsis denticulata	['NO_DEPTH']	43	52582	26.78	34.64	0.0896	10000	POINT (117.89666 -19.94499)		species
PreservedSpecimen		P.73388	Pycnogonida	co113		-19.93166	117.92999	1983-04-22	Pallenopsidae	Pallenopsis	AM	Animalia	North West Shelf	2017-03-02T12:40:48		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.73388	present	Pantopoda	Arthropoda		Pallenopsis denticulata		urn:lsid:marinespecies.org:taxname:239612	denticulata			e4f6035c-529f-46e3-959d-3249d36e9591	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	419817600000	419817600000	419817600000	1983	False	False	True	False		Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis denticulata		2	1065	1274	1302	1358	379601	379609	236317	134593	239612	239612	Pallenopsis denticulata	['NO_DEPTH']	42	51976	26.78	34.65	0.0896	10000	POINT (117.92999 -19.93166)		species
