associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181011.136962	Invertebrate Zoology: Crustacea	Brazil	21	-8.04166984558	-34.3833312988	observedindividualcount=1;	1967-02-21T12:00:00Z	Child, C. Allan	1.0	USNM	SE Of Recife	587	587	2	Alcohol (Ethanol)	Pallenopsis meinerti	Schimkewitsch	urn:lsid:marinespecies.org:taxname:239937	male	Recife	South Atlantic Ocean	1967	75c31b8d-7b75-415d-a5b0-488aee2b96d3	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	587.0	-90288000000	-90288000000	-90288000000	1967	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsidae	Pallenopsis	Pallenopsis meinerti	2	1065	1274	1302	1358	379601	379609	236317	134593	239937	239937	Pallenopsis (pallenopsis) meinerti	[]	1096	49657	27.51	36.67	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181055.137006	Invertebrate Zoology: Crustacea		11	-36.4500007629	-53.5166702271	observedindividualcount=3;	1971-03-11T12:00:00Z	Child, C. Allan	3.0	USNM	Argentine Slope, Off Rio De La Plata	518	497	3	Alcohol (Ethanol)	Pallenopsis meinerti	Schimkewitsch	urn:lsid:marinespecies.org:taxname:239937	male; female		South Atlantic Ocean	1971	a53ab0de-374c-4440-ac0e-55b91c4af67c	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	507.5	37497600000	37497600000	37497600000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsidae	Pallenopsis	Pallenopsis meinerti	2	1065	1274	1302	1358	379601	379609	236317	134593	239937	239937	Pallenopsis (pallenopsis) meinerti	[]	535	199728	16.41	33.49	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181056.137007	Invertebrate Zoology: Crustacea		11	-36.5433311462	-53.3833312988	observedindividualcount=3;	1971-03-11T12:00:00Z	Child, C. Allan	3.0	USNM	Argentine Slope, Off Rio De La Plata	1011	993	3	Alcohol (Ethanol)	Pallenopsis meinerti	Schimkewitsch	urn:lsid:marinespecies.org:taxname:239937	male;;		South Atlantic Ocean	1971	fc6ae383-9e98-43a7-a4ce-397bc3293b05	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1002.0	37497600000	37497600000	37497600000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsidae	Pallenopsis	Pallenopsis meinerti	2	1065	1274	1302	1358	379601	379609	236317	134593	239937	239937	Pallenopsis (pallenopsis) meinerti	[]	965	215272	17.29	34.03	; juvenile
