accessRights	basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	country	datasetName	day	decimalLatitude	decimalLongitude	disposition	endDayOfYear	eventDate	family	footprintWKT	genus	geodeticDatum	identifiedBy	individualCount	institutionCode	island	kingdom	language	license	locality	maximumDepthInMeters	minimumDepthInMeters	month	occurrenceID	occurrenceStatus	order	originalNameUsage	ownerInstitutionCode	phylum	preparations	rightsHolder	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	startDayOfYear	type	verbatimCoordinates	verbatimDepth	verbatimEventDate	verbatimLatitude	verbatimLocality	verbatimLongitude	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	datasetID	modified	references	typeStatus	superdomain	superdomainid	associatedReferences	dynamicProperties	recordedBy	sex
http://www.vertnet.org/resources/norms.html	PreservedSpecimen	12930	Pycnogonida	S	100	Northwestern Hawaiian Islands	Bishop Museum Marine Invertebrates Specimens	11	23.8667	-166.305	in collection	255	2000-09-11	Phoxichilidiidae	POINT (-166.30500 23.86670)	Anoplodactylus	WGS84	C. A. Child	1	BPBM	Northwestern Hawaiian Islands	Animalia	en	http://creativecommons.org/publicdomain/zero/1.0	French Frigate Shoals	10.0	5.0	9	0e81605a-7271-4c9d-b7e5-d8bd2d9ab86a	present	Pantopoda	Anoplodactylus marshallensis	BPBM	Arthropoda	1 alcoholic	Bernice Pauahi Bishop Museum	Anoplodactylus marshallensis	Child, 1982	urn:lsid:marinespecies.org:taxname:239527	marshallensis	255	PhysicalObject	"(23° 52' N, 166° 18' 16.8"" W)"	5.00-10.00	2000-09-11	23°52'N	"Pacific Ocean; North Subtropical Oceania; Northwestern Hawaiian Islands; Northwestern Hawaiian Islands; French Frigate Shoals (23° 52' N, 166° 18' 16.8"" W)"	"166°18'16.8""W"	Pacific Ocean	2000	310de69b-6339-43c3-9ccd-dd990883fbc5	10b213e6-a9c4-459e-a40c-ef9edc461b97	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	7.5	968630400000	968630400000	968630400000	2000	False	False	True	False	Chelicerata	Eupantopodida	Phoxichilidoidea	Anoplodactylus marshallensis	2	1065	1274	1302	1358	379601	379610	14469	134592	239527	239527	Anoplodactylus marshallensis	[]	9	1683	25.4	35.35											
http://www.vertnet.org/resources/norms.html	PreservedSpecimen	12935	Pycnogonida	S	100	Hawaiian Islands	Bishop Museum Marine Invertebrates Specimens	10	21.4398	-157.792	in collection	314	1999-11-10	Phoxichilidiidae	POINT (-157.79200 21.43980)	Anoplodactylus	WGS84	C. A. Child	1	BPBM	Oahu	Animalia	en	http://creativecommons.org/publicdomain/zero/1.0	Kaneohe Bay, Floating City	4.0	0.0	11	34de4f79-d565-4657-9893-ba0d85fc04ae	present	Pantopoda	Anoplodactylus marshallensis	BPBM	Arthropoda	1 alcoholic	Bernice Pauahi Bishop Museum	Anoplodactylus marshallensis	Child, 1982	urn:lsid:marinespecies.org:taxname:239527	marshallensis	314	PhysicalObject	"(21° 26' 23.1"" N, 157° 47' 30.2"" W)"	0.00-4.00	1999-11-10	"21°26'23.1""N"	"Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Kaneohe Bay, Floating City (21° 26' 23.1"" N, 157° 47' 30.2"" W)"	"157°47'30.2""W"	Pacific Ocean	1999	46664c8f-0406-40de-ac80-14cea54b605f	10b213e6-a9c4-459e-a40c-ef9edc461b97	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	2.0	942192000000	942192000000	942192000000	1999	False	False	True	False	Chelicerata	Eupantopodida	Phoxichilidoidea	Anoplodactylus marshallensis	2	1065	1274	1302	1358	379601	379610	14469	134592	239527	239527	Anoplodactylus marshallensis	[]	5	512	25.31	35.09											
	PreservedSpecimen	sm_id_1620	Pycnogonida	WoRMS type localities				12	11.363	162.353			1969-10-12	Phoxichilidiidae		Anoplodactylus				WoRMS Editorial Board		Animalia			Pacific Ocean	1.79999995231628	0.300000011920929	10	WoRMS Editorial Board:WoRMS type localities:sm_id_1620	present	Pantopoda			Arthropoda			Anoplodactylus marshallensis	Child, 1982	urn:lsid:marinespecies.org:taxname:239527	marshallensis										1969	7e5e18ce-6e77-40ac-829d-c581590b2ef3	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	1.0499999821186046	-6998400000	-6998400000	-6998400000	1969	False	False	True	False	Chelicerata	Eupantopodida	Phoxichilidoidea	Anoplodactylus marshallensis	2	1065	1274	1302	1358	379601	379610	14469	134592	239527	239527	Anoplodactylus marshallensis	[]	2	180	28.54	34.35	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Anoplodactylus marshallensis</i> Child, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239527	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	http://www.marinespecies.org/aphia.php?p=specdetails&id=1620	holotype	Biota	1.0				
http://www.vertnet.org/resources/norms.html	PreservedSpecimen	12922	Pycnogonida	S	100	Hawaiian Islands	Bishop Museum Marine Invertebrates Specimens	19	21.4436	-157.811	in collection	19	2000-01-19	Phoxichilidiidae	POINT (-157.81100 21.44360)	Anoplodactylus	WGS84	C. A. Child	2	BPBM	Oahu	Animalia	en	http://creativecommons.org/publicdomain/zero/1.0	Kaneohe Bay, Heeia Kea Pier	7.0	0.0	1	6a7adf27-b8a9-4483-ac2d-31d714e22f8a	present	Pantopoda	Anoplodactylus marshallensis	BPBM	Arthropoda	2 alcoholic	Bernice Pauahi Bishop Museum	Anoplodactylus marshallensis	Child, 1982	urn:lsid:marinespecies.org:taxname:239527	marshallensis	19	PhysicalObject	"(21° 26' 36.8"" N, 157° 48' 40.3"" W)"	0.00-7.00	2000-01-19	"21°26'36.8""N"	"Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Kaneohe Bay, Heeia Kea Pier (21° 26' 36.8"" N, 157° 48' 40.3"" W)"	"157°48'40.3""W"	Pacific Ocean	2000	a5d2f22c-66f1-4481-805b-0570c4dda489	10b213e6-a9c4-459e-a40c-ef9edc461b97	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	3.5	948240000000	948240000000	948240000000	2000	False	False	True	False	Chelicerata	Eupantopodida	Phoxichilidoidea	Anoplodactylus marshallensis	2	1065	1274	1302	1358	379601	379610	14469	134592	239527	239527	Anoplodactylus marshallensis	[]	-8	81	25.31	35.09											
	PreservedSpecimen	189278.145051	Pycnogonida	Invertebrate Zoology: Crustacea		Marshall Islands		12	11.3633298874	162.352783203			1969-10-12T12:00:00Z	Phoxichilidiidae		Anoplodactylus		Child, C. Allan	1.0	USNM		Animalia			Ralik Chain, Enewetak Atoll, Enewetak Island, Large Pier At N End Of Island	1.8	0.3	10			Pantopoda			Arthropoda	Alcohol (Ethanol)		Anoplodactylus marshallensis	Child	urn:lsid:marinespecies.org:taxname:239527										North Pacific Ocean	1969	f5de706f-751c-4901-91a1-e472f3b40f62	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1.05	-6998400000	-6998400000	-6998400000	1969	False	False	True	False	Chelicerata	Eupantopodida	Phoxichilidoidea	Anoplodactylus marshallensis	2	1065	1274	1302	1358	379601	379610	14469	134592	239527	239527	Anoplodactylus marshallensis	[]	2	151	28.54	34.35	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010				Holotype			National Museum of Natural History, Smithsonian Institution	observedindividualcount=1;	C. Child	male
