associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183818.139747	Invertebrate Zoology: Crustacea	Japan	13	34.6633300781	138.759994507	observedindividualcount=3;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	3.0	USNM	Honshu Island, Suruga Bay	85	75	7	Alcohol (Ethanol)	Cilunculus sekiguchii	Nakamura & Child	urn:lsid:marinespecies.org:taxname:239635	female	Shizuoka	Paratype	North Pacific Ocean	1969	87a6c6ea-2b3d-4ac6-b1f1-5e070ae6944e	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus sekiguchii	2	1065	1274	1302	1358	379601	379608	1562	134572	239635	239635	Cilunculus sekiguchii	[]	67	1016	20.46	34.04
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183814.139743	Invertebrate Zoology: Crustacea	Japan	17	35.0149993896	139.143325806	observedindividualcount=4;	1969-07-17T12:00:00Z	Nakamura, K., Child, C. Allan	4.0	USNM	Honshu Island, Sagami Bay	113	113	7	Alcohol (Ethanol)	Cilunculus sekiguchii	Nakamura & Child	urn:lsid:marinespecies.org:taxname:239635	male; female	Shizuoka	Paratype	North Pacific Ocean	1969	c41877a2-d61a-4a66-9170-c81527e7e3a1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	113	-14515200000	-14515200000	-14515200000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus sekiguchii	2	1065	1274	1302	1358	379601	379608	1562	134572	239635	239635	Cilunculus sekiguchii	[]	123	3271	20.11	33.51
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183815.139744	Invertebrate Zoology: Crustacea	Japan	1	34.9766693115	139.173324585	observedindividualcount=1;	1971-02-01T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM	Honshu Island, Sagami Bay	300	290	2	Alcohol (Ethanol)	Cilunculus sekiguchii	Nakamura & Child	urn:lsid:marinespecies.org:taxname:239635	female	Shizuoka	Paratype	North Pacific Ocean	1971	ca5dff09-2b9b-4634-9e0b-02e345c01c8c	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	295	34214400000	34214400000	34214400000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus sekiguchii	2	1065	1274	1302	1358	379601	379608	1562	134572	239635	239635	Cilunculus sekiguchii	[]	273	3278	20.23	33.5
