associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	country	modified	occurrenceID	stateProvince	fieldNumber	recordedBy	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	152764.285710	Invertebrate Zoology: Crustacea	20	-62.0750007629	-67.7416687012	observedindividualcount=9;	1962-08-20T12:00:00Z	Hedgpeth, J. W.	9.0	USNM	S Drake Passage	2818.0	2763.0	8	Alcohol (Ethanol)	Cilunculus acanthus	Fry & Hedgpeth	urn:lsid:marinespecies.org:taxname:172973	male; female	Paratype	Antarctic Ocean	1962	0ffe6f74-aa10-4061-9c03-6fcd9a0753ec	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2790.5	-232502400000.0	-232502400000.0	-232502400000.0	1962.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus acanthus	2	1065	1274	1302	1358	379601	379608	1562	134572	172973	172973	Cilunculus acanthus	[]	3711	280657	0.24	33.55							
	Occurrence	Larramendy, M.L. & Castellanos, Z., 1978. Sobre un nuevo picnogonido del Mar Argentino (Pycnogonida, Pallenidae). Neotropica, 24(72), 91-97.	CNP-MARINEINVER-674	CNP-MARINEINVER		-36.669998	-56.669998					CENPAT-CONICET	Cabo San Antonio					Cilunculus acanthus	Fry & Hedgpeth, 1969						151d6662-8dbd-44a8-9378-18d60370dc00	b1f8bc4c-5427-40c8-8728-aad4d463b944	['464a96d8-c17e-4bbb-b6b8-778e1fb687c4']						False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus acanthus	2	1065	1274	1302	1358	379601	379608	1562	134572	172973	172973	Cilunculus acanthus	['NO_DEPTH']	6	672	16.3	21.91	Argentina	2015-09-01T09:17:00	urn:catalog:CENPAT-CONICET:CNP-MARINEINVER:CNP-MARINEINVER-674	Buenos  Aires			
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	113003.284741	Invertebrate Zoology: Crustacea	20	-62.0750007629	-67.7416687012	observedindividualcount=1;	1962-08-20T12:00:00Z	Fry, W. G., Hedgpeth, J. W.	1.0	USNM	Drake Passage, S Drake Passage	2818.0	2763.0	8	Alcohol (Ethanol)	Cilunculus acanthus	Fry & Hedgpeth	urn:lsid:marinespecies.org:taxname:172973	male	Holotype	Antarctic Ocean	1962	2c6df8b7-eaaa-4a4d-9687-91c4a4d6ca1e	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2790.5	-232502400000.0	-232502400000.0	-232502400000.0	1962.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus acanthus	2	1065	1274	1302	1358	379601	379608	1562	134572	172973	172973	Cilunculus acanthus	[]	3711	280657	0.24	33.55	Antarctica						
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	1122795.942816	Invertebrate Zoology	4	-55.0250015259	-58.9000015259	observedindividualcount=1;	1962-12-04T12:00:00Z		1.0	USNM	south of Burdwood Bank		2452.0	12	Alcohol (Ethanol)	Cilunculus acanthus	Fry & Hedgpeth	urn:lsid:marinespecies.org:taxname:172973			South Atlantic Ocean	1962	321b0fbb-b0a4-420e-b6e3-c2c339eb2126	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2452.0	-223344000000.0	-223344000000.0	-223344000000.0	1962.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus acanthus	2	1065	1274	1302	1358	379601	379608	1562	134572	172973	172973	Cilunculus acanthus	[]	2686	234936	5.47	34.03					USARP/EL/6/350/USC	University of Southern California	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	1122808.942832	Invertebrate Zoology	9	-64.8722229004	-63.5444412231	observedindividualcount=1;	1973-03-09T12:00:00Z		1.0	USNM	Off Antarctic Peninsula	133.0	96.0	3	Alcohol (Ethanol)	Cilunculus acanthus	Fry & Hedgpeth	urn:lsid:marinespecies.org:taxname:172973			Antarctic Ocean	1973	577690f2-e228-40c7-95fe-55bbe1c8a502	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	114.5	100483200000.0	100483200000.0	100483200000.0	1973.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus acanthus	2	1065	1274	1302	1358	379601	379608	1562	134572	172973	172973	Cilunculus acanthus	['DEPTH_EXCEEDS_BATH']	-30	255	-0.61	33.16						University of Maine	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	1122807.942831	Invertebrate Zoology	21	-62.2916717529	-58.5766716003	observedindividualcount=1;	1971-12-21T12:00:00Z		1.0	USNM	South Shetland Islands, King George Island	78.0	55.0	12	Alcohol (Ethanol)	Cilunculus acanthus	Fry & Hedgpeth	urn:lsid:marinespecies.org:taxname:172973			Antarctic Ocean	1971	611ab86c-e5d9-4045-be18-9f4dffb71cf0	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	66.5	62121600000.0	62121600000.0	62121600000.0	1971.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus acanthus	2	1065	1274	1302	1358	379601	379608	1562	134572	172973	172973	Cilunculus acanthus	[]	83	3796	-0.53	34.02	Antarctica						
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	113004.284742	Invertebrate Zoology: Crustacea	20	-62.0750007629	-67.7416687012	observedindividualcount=1;	1962-08-20T12:00:00Z	Fry, W. G., Hedgpeth, J. W.	1.0	USNM	Southern Drake Passage, S Portion Of Passage	2818.0	2763.0	8	Alcohol (Ethanol)	Cilunculus acanthus	Fry & Hedgpeth	urn:lsid:marinespecies.org:taxname:172973	female	Allotype	Antarctic Ocean	1962	b4e87193-c31d-4b9a-ac6e-439d9faf0fb0	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2790.5	-232502400000.0	-232502400000.0	-232502400000.0	1962.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus acanthus	2	1065	1274	1302	1358	379601	379608	1562	134572	172973	172973	Cilunculus acanthus	[]	3711	280657	0.24	33.55	Antarctica						
	HumanObservation		22119	SOMBASE Pycnogonids		-55.0449981689	-58.9566001892					BAS		2450.0	2450.0			Cilunculus acanthus		urn:lsid:marinespecies.org:taxname:172973					cc2253e6-eda4-4e41-b022-cfae173eb823	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2450.0					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus acanthus	2	1065	1274	1302	1358	379601	379608	1562	134572	172973	172973	Cilunculus acanthus	[]	2890	236884	5.47	34.03							
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181069.137020	Invertebrate Zoology: Crustacea	27	-36.0866699219	-52.2983283997	observedindividualcount=18;	1971-03-27T12:00:00Z	Child, C. Allan	18.0	USNM	Argentine Basin, Off Rio De La Plata	2480.0	2440.0	3	Alcohol (Ethanol)	Cilunculus acanthus	Fry & Hedgpeth	urn:lsid:marinespecies.org:taxname:172973	male; female;;		South Atlantic Ocean	1971	ec8d3cec-c399-469d-9547-51cca2de047f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2460.0	38880000000.0	38880000000.0	38880000000.0	1971.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus acanthus	2	1065	1274	1302	1358	379601	379608	1562	134572	172973	172973	Cilunculus acanthus	[]	2547	228941	19.72	35.97							;; juvenile
