basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	subfamily	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	38019	SOMBASE Pycnogonids	-52.8283004761	43.8833007812	BAS	428	410	Colossendeis leniensis	urn:lsid:marinespecies.org:taxname:239651	21181272-3dc1-434b-964e-1c56aea3234a	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	419.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis leniensis	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239651	239651	Colossendeis leniensis	[]	369	780657	1.54	33.82
HumanObservation	38016	SOMBASE Pycnogonids	-53.1665992737	44.0816001892	BAS	400	385	Colossendeis leniensis	urn:lsid:marinespecies.org:taxname:239651	34e93e09-7550-4472-abd0-38dc3164237f	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	392.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis leniensis	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239651	239651	Colossendeis leniensis	[]	1273	818949	1.39	33.83
HumanObservation	38018	SOMBASE Pycnogonids	-52.726600647	44.0833015442	BAS	432	420	Colossendeis leniensis	urn:lsid:marinespecies.org:taxname:239651	3a17da6f-f2b4-428f-b2b1-ddea39de4fc8	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	426.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis leniensis	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239651	239651	Colossendeis leniensis	[]	357	779645	1.57	33.82
HumanObservation	38021	SOMBASE Pycnogonids	-52.8483009338	43.776599884	BAS	410	385	Colossendeis leniensis	urn:lsid:marinespecies.org:taxname:239651	5b2a64de-2486-4d17-99ae-a6e6f0c1c0cc	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	397.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis leniensis	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239651	239651	Colossendeis leniensis	['DEPTH_EXCEEDS_BATH']	277	778278	1.5	33.82
HumanObservation	38017	SOMBASE Pycnogonids	-53.0999984741	43.776599884	BAS	398	373	Colossendeis leniensis	urn:lsid:marinespecies.org:taxname:239651	78f36fd8-885f-4ef3-ad28-6544d24fa33f	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	385.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis leniensis	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239651	239651	Colossendeis leniensis	[]	1608	801249	1.4	33.83
HumanObservation	38022	SOMBASE Pycnogonids	-52.8400001526	43.7882995605	BAS	405	382	Colossendeis leniensis	urn:lsid:marinespecies.org:taxname:239651	91a9c75c-c9e0-4ed5-a7fd-99bd1ce6c318	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	393.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis leniensis	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239651	239651	Colossendeis leniensis	[]	340	777983	1.5	33.82
HumanObservation	38020	SOMBASE Pycnogonids	-52.823299408	43.875	BAS	410	405	Colossendeis leniensis	urn:lsid:marinespecies.org:taxname:239651	938dea47-dcb3-4bac-ab6a-827e93f9b324	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	407.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis leniensis	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239651	239651	Colossendeis leniensis	[]	335	779880	1.54	33.82
HumanObservation	37665	SOMBASE Pycnogonids	-52.75	44.2000007629	BAS	400	250	Colossendeis leniensis	urn:lsid:marinespecies.org:taxname:239651	de0f809a-6b04-4f40-b73a-c6d4e2af09c5	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	325.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis leniensis	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239651	239651	Colossendeis leniensis	['DEPTH_EXCEEDS_BATH']	136	786506	1.54	33.82
