basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	locality	scientificName	scientificNameAuthorship	scientificNameID	typeStatus	id	dataset_id	node_id	dropped	absence	marine	brackish	superdomain	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	eventDate	occurrenceID	occurrenceStatus	ownerInstitutionCode	references	date_start	date_mid	date_end	date_year	sst	sss
HumanObservation	67089	INDOBIS-DATASET1	12.5	92.75	NCL	Andaman Islands	Pallenopsis ovalis	Loman	urn:lsid:marinespecies.org:taxname:240100	Accepted	1f933934-e320-4c5b-89ae-1a85073b6232	d0d2a510-ba24-487b-80ca-afc86922cb1c	['310922b4-9d0c-4de1-92d7-9b442d34765b']	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsidae	Pallenopsis	Pallenopsis ovalis	1.0	2	1065	1274	1302	1358	379601	379609	236317	134593	240100	240100	Pallenopsis (rigona) ovalis	['NO_DEPTH', 'ON_LAND']	-156	-4663											
HumanObservation	67089		12.5	92.75	CMLRE	Andaman Islands	Pallenopsis ovalis		urn:lsid:marinespecies.org:taxname:240100		2e4e34c7-9188-4131-888c-6f8ba5a8e50e	248d4349-7c65-4291-b849-57127a20aec8	['1a3b0f1a-4474-4d73-9ee1-d28f92a83996']	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsidae	Pallenopsis	Pallenopsis ovalis		2	1065	1274	1302	1358	379601	379609	236317	134593	240100	240100	Pallenopsis (rigona) ovalis	['NO_DEPTH', 'ON_LAND']	-156	-4663	1908	11530	present	NIO	This dataset was transferred from National Institute of Oceanography (NIO) by Dr. Mohideen Wafar	-1956614400000.0	-1940889600000.0	-1925078400000.0	1908.0		
HumanObservation	36212	INDOBIS-DATASET1	10.0	93.0	NCL	Andaman & Nicobar Islands	Pallenopsis ovalis	Loman	urn:lsid:marinespecies.org:taxname:240100	Accepted	326ee866-9b02-44d7-8a44-f36c39f4a5e0	d0d2a510-ba24-487b-80ca-afc86922cb1c	['310922b4-9d0c-4de1-92d7-9b442d34765b']	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsidae	Pallenopsis	Pallenopsis ovalis	1.0	2	1065	1274	1302	1358	379601	379609	236317	134593	240100	240100	Pallenopsis ovalis	['NO_DEPTH']	1324	77172										28.91	32.43
HumanObservation	36212		10.0	93.0	CMLRE	Andaman & Nicobar Islands	Pallenopsis ovalis		urn:lsid:marinespecies.org:taxname:240100		87cbd9d8-e963-4bf8-9563-835e492964b8	248d4349-7c65-4291-b849-57127a20aec8	['1a3b0f1a-4474-4d73-9ee1-d28f92a83996']	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsidae	Pallenopsis	Pallenopsis ovalis		2	1065	1274	1302	1358	379601	379609	236317	134593	240100	240100	Pallenopsis ovalis	['NO_DEPTH']	1324	77172	1908	11522	present	NIO	This dataset was transferred from National Institute of Oceanography (NIO) by Dr. Mohideen Wafar	-1956614400000.0	-1940889600000.0	-1925078400000.0	1908.0	28.91	32.43
HumanObservation	37236	SOMBASE Pycnogonids	-35.4500007629	23.4899997711	BAS		Pallenopsis ovalis		urn:lsid:marinespecies.org:taxname:240100		d24acc61-dd2a-4949-972d-a7c7815a82ea	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsidae	Pallenopsis	Pallenopsis ovalis		2	1065	1274	1302	1358	379601	379609	236317	134593	240100	240100	Pallenopsis ovalis	['NO_DEPTH']	1798	149036										21.47	35.43
