associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183826.139755	Invertebrate Zoology: Crustacea	Japan	17	35.0149993896	139.143325806	observedindividualcount=2;	1969-07-17T12:00:00Z	Nakamura, K., Child, C. Allan	2.0	USNM	Honshu Island, Sagami Bay	113	113	7	Alcohol (Ethanol)	Anoplodactylus excelsus	Nakamura & Child	urn:lsid:marinespecies.org:taxname:240407	male	Shizuoka	Paratype	North Pacific Ocean	1969	05ed8862-a194-418b-a849-fc1e0f323715	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	113	-14515200000	-14515200000	-14515200000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Phoxichilidoidea	Phoxichilidiidae	Anoplodactylus	Anoplodactylus excelsus	2	1065	1274	1302	1358	379601	379610	14469	134592	240407	240407	Anoplodactylus excelsus	[]	123	3271	20.11	33.51								
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Anoplodactylus excelsus</i> Nakamura & Child, 1983. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240407	sm_id_1600	WoRMS type localities		13	34.66	138.76		1969-07-13			WoRMS Editorial Board	Pacific Ocean	75	85	7		Anoplodactylus excelsus	Nakamura & Child, 1983	urn:lsid:marinespecies.org:taxname:240407			holotype		1969	4e29d403-63fd-4747-afb2-e071e9552b0b	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	80	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Phoxichilidoidea	Phoxichilidiidae	Anoplodactylus	Anoplodactylus excelsus	2	1065	1274	1302	1358	379601	379610	14469	134592	240407	240407	Anoplodactylus excelsus	['MIN_DEPTH_EXCEEDS_MAX']	67	1113	20.46	34.04	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1600	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1600	excelsus	Biota	1.0
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183825.139754	Invertebrate Zoology: Crustacea	Japan	13	34.6633300781	138.759994507	observedindividualcount=22;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	22.0	USNM	Honshu Island, Suruga Bay	85	75	7	Alcohol (Ethanol)	Anoplodactylus excelsus	Nakamura & Child	urn:lsid:marinespecies.org:taxname:240407	male; female	Shizuoka	Paratype	North Pacific Ocean	1969	6a4c75ec-e88f-42ba-96ef-9cccd8a2521f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Phoxichilidoidea	Phoxichilidiidae	Anoplodactylus	Anoplodactylus excelsus	2	1065	1274	1302	1358	379601	379610	14469	134592	240407	240407	Anoplodactylus excelsus	[]	67	1016	20.46	34.04								
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183824.139753	Invertebrate Zoology: Crustacea	Japan	13	34.6633300781	138.759994507	observedindividualcount=1;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM	Honshu Island, Suruga Bay	85	75	7	Alcohol (Ethanol)	Anoplodactylus excelsus	Nakamura & Child	urn:lsid:marinespecies.org:taxname:240407	male	Shizuoka	Holotype	North Pacific Ocean	1969	aff6012f-7d6f-4794-b0bb-0f874918cb67	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Phoxichilidoidea	Phoxichilidiidae	Anoplodactylus	Anoplodactylus excelsus	2	1065	1274	1302	1358	379601	379610	14469	134592	240407	240407	Anoplodactylus excelsus	[]	67	1016	20.46	34.04								
