basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	country	decimalLatitude	decimalLongitude	eventDate	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	datasetID	day	month	references	scientificNameAuthorship	typeStatus	year	superdomain	superdomainid
PreservedSpecimen	P.77918	Pycnogonida	co113	10000	Australia	-54.483	158.95	1978-02-02	Ammotheidae	POINT (158.95000 -54.48300)	Tanystylum	AM	Animalia	Macquarie Island, Aerial Cove	2017-03-02T12:59:21	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.77918	present	Arthropoda	Tanystylum antipodum	urn:lsid:marinespecies.org:taxname:239983	Female	antipodum	species	0849c5d9-45af-4d6c-9b6b-c03b8c398a0f	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	255225600000	255225600000	255225600000	1978	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Tanystylum antipodum	2	1065	1274	1302	1358	379601	379608	1562	134577	239983	239983	Tanystylum antipodum	['NO_DEPTH']	285	573	5.26	33.92										
PreservedSpecimen	P.77911	Pycnogonida	co113	10000	Australia	-54.49899	158.95833	1977-11-29	Ammotheidae	POINT (158.95833 -54.49899)	Tanystylum	AM	Animalia	Macquarie Island, small bay south of Tern Rock	2017-03-02T12:59:20	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.77911	present	Arthropoda	Tanystylum antipodum	urn:lsid:marinespecies.org:taxname:239983	Female	antipodum	species	2af2dc24-b7e2-4a60-9c65-e581ca340414	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	249609600000	249609600000	249609600000	1977	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Tanystylum antipodum	2	1065	1274	1302	1358	379601	379608	1562	134577	239983	239983	Tanystylum antipodum	['NO_DEPTH']	183	850	5.26	33.92										
PreservedSpecimen	P.45033	Pycnogonida	co113	10000	Australia	-54.483	158.95	1977-12-08	Ammotheidae	POINT (158.95000 -54.48300)	Tanystylum	AM	Animalia	Macquarie Island, Anchor Rock	2017-03-02T15:50:55	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.45033	present	Arthropoda	Tanystylum antipodum	urn:lsid:marinespecies.org:taxname:239983	Female	antipodum	species	5364b7c2-7fb5-439e-82d2-6669708ab7dd	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	250387200000	250387200000	250387200000	1977	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Tanystylum antipodum	2	1065	1274	1302	1358	379601	379608	1562	134577	239983	239983	Tanystylum antipodum	['NO_DEPTH']	285	573	5.26	33.92										
PreservedSpecimen	P.63395	Pycnogonida	co113	10000	Australia	-54.5	158.883	1977-12-21	Ammotheidae	POINT (158.88300 -54.50000)	Tanystylum	AM	Animalia	Macquarie Island, Handspike Point	2017-03-02T15:11:43	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.63395	present	Arthropoda	Tanystylum antipodum	urn:lsid:marinespecies.org:taxname:239983		antipodum	species	72bfd433-7c4c-4712-bf0b-2a31cbdb25be	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	251510400000	251510400000	251510400000	1977	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Tanystylum antipodum	2	1065	1274	1302	1358	379601	379608	1562	134577	239983	239983	Tanystylum antipodum	['NO_DEPTH', 'ON_LAND']	-1	-191	5.22	33.91										
PreservedSpecimen	sm_id_2306	Pycnogonida	WoRMS type localities			-46.86	167.75	1963-01-19	Ammotheidae		Tanystylum	WoRMS Editorial Board	Animalia	Tasman Sea	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_2306	present	Arthropoda	Tanystylum antipodum	urn:lsid:marinespecies.org:taxname:239983		antipodum		e94b5745-81d4-4d75-a45c-1352c34ed88c	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	-219369600000	-219369600000	-219369600000	1963	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Tanystylum antipodum	2	1065	1274	1302	1358	379601	379608	1562	134577	239983	239983	Tanystylum antipodum	['NO_DEPTH']	-2	385	12.38	34.55	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Tanystylum antipodum</i> Clark, 1977. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239983	https://marineinfo.org/id/dataset/5184	19	1	http://www.marinespecies.org/aphia.php?p=specdetails&id=2306	Clark, 1977	holotype	1963	Biota	1.0
