basisOfRecord	catalogNumber	class	collectionCode	countryCode	day	decimalLatitude	decimalLongitude	eventDate	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	individualCount	institutionCode	kingdom	license	locality	modified	month	occurrenceID	order	phylum	recordedBy	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	typeStatus	waterBody	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	country	datasetID	maximumDepthInMeters	minimumDepthInMeters	occurrenceStatus	depth	superdomain	superdomainid
PreservedSpecimen	2007-4640	Pycnogonida	IU	FJ	13	-18.0	178.895172	1998-08-13T02:00Z	Pallenopsidae	MUSORSTOM 10/CP1361	POINT  (178.895172 -18)	Bathypallenopsis	WGS84	Bamber	1	MNHN	Animalia	CC_BY_4_0	SE Viti Levu	2015-10-17T16:16Z	8	440001165	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4640	Bathypallenopsis richeri	Bamber, 2000	urn:lsid:marinespecies.org:taxname:266416	richeri	SPECIES	HOLOTYPE	Pacific Ocean	1998	17fe1dde-ece8-461e-938c-6819be4e54df	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	902966400000.0	902966400000.0	902966400000.0	1998.0	False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Bathypallenopsis richeri	2	1065	1274	1302	1358	379601	379609	236317	236477	240195	240195	Pallenopsis richeri Bamber, R.N., 2000	['NO_DEPTH']	1136	14886	27.15	34.76									
Occurrence	44502	Pycnogonida	NewCaledonia			-18.0	178.889999389648		Pallenopsidae			Bathypallenopsis				IRD-MNHN	Animalia		Musorstom 10, CP1361	2013-06-11 14:46:43		urn:catalog:IRD-MNHN:NewCaledonia:44502:0xD388170001000600	Pantopoda	Arthropoda			Bathypallenopsis richeri		urn:lsid:marinespecies.org:taxname:266416						2a64cdcc-71dc-4406-8c04-8184a1a457e8	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']					False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Bathypallenopsis richeri	2	1065	1274	1302	1358	379601	379609	236317	236477	240195	240195	Pallenopsis richeri	[]	1140	14350	27.15	34.76	Bamber RN (2000). Musorstom 21(184): 611-625.	Fidji	https://marineinfo.org/id/dataset/3128	1091.0	1058.0	present	1074.5	Biota	1.0
PreservedSpecimen	2008-20516	Pycnogonida	IU	PG		-3.954333	153.810165		Pallenopsidae	BIOPAPUA/CP3762	POINT  (153.810165 -3.954333)	Bathypallenopsis	WGS84	Bamber R.	2	MNHN	Animalia	CC_BY_4_0	Au large de Feni Islands	2015-06-19T21:23Z		462403485	Pantopoda	Arthropoda	Samadi & Corbari	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20516	Bathypallenopsis richeri	(Bamber, 2000)	urn:lsid:marinespecies.org:taxname:240195	richeri	SPECIES		Pacific Ocean		a6dab24b-492f-4bb0-986f-ff195742047a	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']					False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Bathypallenopsis richeri	2	1065	1274	1302	1358	379601	379609	236317	236477	240195	240195	Bathypallenopsis richeri (Bamber, 2000)	['NO_DEPTH']	484	10264	29.68	34.73									
PreservedSpecimen	2007-4738	Pycnogonida	IU	SB		-6.921333	156.353668		Pallenopsidae	SALOMON 2/CP2241	POINT  (156.353668 -6.921333)	Bathypallenopsis	WGS84	Bamber R.	1	MNHN	Animalia	CC_BY_4_0	Sud Taylor  Reefs	2015-07-30T20:25Z		440013752	Pantopoda	Arthropoda	Bouchet, Warén & Samadi-IRD	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4738	Bathypallenopsis richeri	(Bamber, 2000)	urn:lsid:marinespecies.org:taxname:240195	richeri	SPECIES		Pacific Ocean		b55e68a5-a86b-45c3-963d-6873d223cd87	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']					False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Bathypallenopsis richeri	2	1065	1274	1302	1358	379601	379609	236317	236477	240195	240195	Bathypallenopsis richeri (Bamber, 2000)	['NO_DEPTH']	893	19985	29.44	34.48									
PreservedSpecimen	sm_id_2142	Pycnogonida	WoRMS type localities		13	-18.0	178.9	1998-08-13	Pallenopsidae			Bathypallenopsis				WoRMS Editorial Board	Animalia		Pacific Ocean	2007-06-20 15:52:33	8	WoRMS Editorial Board:WoRMS type localities:sm_id_2142	Pantopoda	Arthropoda		http://www.marinespecies.org/aphia.php?p=specdetails&id=2142	Bathypallenopsis richeri	(Bamber, 2000)	urn:lsid:marinespecies.org:taxname:240195	richeri		holotype		1998	c675650c-255b-4219-af52-a01f53245e6b	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	902966400000.0	902966400000.0	902966400000.0	1998.0	False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Bathypallenopsis richeri	2	1065	1274	1302	1358	379601	379609	236317	236477	240195	240195	Bathypallenopsis richeri	[]	1132	15387	27.15	34.76	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Bathypallenopsis richeri</i> (Bamber, 2000). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240195		https://marineinfo.org/id/dataset/5184	1091.0	1058.0	present	1074.5	Biota	1.0
