basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	subfamily	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	associatedSequences	collectionID	continent	country	countryCode	datasetID	datasetName	eventDate	eventID	eventRemarks	identifiedBy	institutionID	locationID	occurrenceID	occurrenceRemarks	occurrenceStatus	organismID	parentNameUsageID	recordNumber	samplingProtocol	scientificNameAuthorship	specificEpithet	taxonID	taxonRank	taxonomicStatus	waterBody	date_start	date_mid	date_end	date_year	coordinateUncertaintyInMeters	dateIdentified	day	footprintWKT	geodeticDatum	georeferenceSources	language	locality	modified	month	preparations	recordedBy	year
HumanObservation	37192	SOMBASE Pycnogonids	-60.2165985107	-44.1833000183	BAS	5474.0	5465	Colossendeis media	urn:lsid:marinespecies.org:taxname:173197	1cd62809-c062-4ba1-94e1-d1b231c94cea	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	5469.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis media	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173197	173197	Colossendeis media	[]	5312	50926	-0.72	33.82																																											
HumanObservation	34970	SOMBASE Pycnogonids	-34.1166000366	-73.9332962036	BAS	4069.0	4069	Colossendeis media	urn:lsid:marinespecies.org:taxname:173197	3f159f17-f4cd-4d32-af42-108324b2d1f5	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4069.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis media	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173197	173197	Colossendeis media	[]	3896	176498	14.97	34.1																																											
PreservedSpecimen	S12167	OGL	-51.0955009460449	161.977005004883	OGL		524	Colossendeis media	urn:lsid:marinespecies.org:taxname:173197	70281b1a-b01d-498d-82f9-8ab2bda21e1d	9d629feb-ba03-4a83-908c-794d94d30531	['b7c47783-a020-4173-b390-7b57c4fa1426']	524.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis media	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173197	173197	Colossendeis media	[]	766	274549	8.27	34.28	BOLD ID: 39913	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Antarctica	Antarctica	AQ	OGL_MSC_NortheasternUniversity	Ocean Genome Legacy Collection	2008-03-30	CE01925	Collection Event Notes: Collector name listed as R/VTANGAROA	Claudia Arango	8c116cac-9394-4c4e-be14-06184bdc62bd	CL01511	OGL_MSC_NortheasternUniversity_S12167	media-complex	present	S12167	134586	39913; 447	ND	Hoek, 1881	media	T02250	Species	accepted	Ross Sea	1206835200000.0	1206835200000.0	1206835200000.0	2008.0													
HumanObservation	23498	SOMBASE Pycnogonids	-47.2882995605	-47.7616004944	BAS	5798.0	5685	Colossendeis media	urn:lsid:marinespecies.org:taxname:173197	b656ad61-a54d-4f7d-8775-87b9d2f3a6cf	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	5741.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis media	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173197	173197	Colossendeis media	[]	5916	805315	11.13	34.49																																											
HumanObservation	23497	SOMBASE Pycnogonids	-57.9165992737	153.966598511	BAS	3422.0	3386	Colossendeis media	urn:lsid:marinespecies.org:taxname:173197	cb72e346-2e12-480c-9f5d-86492394e086	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3404.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis media	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173197	173197	Colossendeis media	[]	3591	458485	2.09	33.79																																											
HumanObservation	23495	SOMBASE Pycnogonids	-65.9332962036	-112.5	BAS	4795.0	4789	Colossendeis media	urn:lsid:marinespecies.org:taxname:173197	e4835b40-4353-4574-accd-0f6df892c6f1	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4792.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis media	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173197	173197	Colossendeis media	[]	4905	787764	-0.37	33.47																																											
HumanObservation	23494	SOMBASE Pycnogonids	-60.0499992371	-45.4165992737	BAS	5274.0	5259	Colossendeis media	urn:lsid:marinespecies.org:taxname:173197	ed764056-7fa9-42f9-95fc-8327bca5b877	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	5266.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis media	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173197	173197	Colossendeis media	[]	5396	46991	-0.58	33.84																																											
PreservedSpecimen	39913	NIWA	-51.0955	161.9765	NIWA Invertebrate Collection	524.0	462	Colossendeis media	urn:lsid:marinespecies.org:taxname:173197	f69ec75e-83f7-44ce-b2b3-e5731226123e	2c6db58f-ae91-4a17-9f0f-7db28506b94f	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	493.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis media	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173197	173197	Colossendeis media	[]	766	274584	8.27	34.28			Oceania	New Zealand			NIWA Invertebrate Collection	4/04/2008			Arango, Claudia		TAN0803/48	5d02fb80-fa36-11e2-96b3-aa6f927c92a3		present				Sled, epibenthic	Hoek, 1881	media									100	1/07/2009	4	LINESTRING (161.9765 -51.0955, 161.9836667 -51.0951667)	WGS84	GPS	en	Seamount 5 Eltanin, Macquarie Ridge. New Zealand EEZ	8/04/2022	4	Subsample(s), DNA subsample = 1; Specimen(s), Ethanol - no formalin = 1	Seamount	2008
HumanObservation	23496	SOMBASE Pycnogonids	-41.25	-78.6500015259	BAS	3639.0	3639	Colossendeis media	urn:lsid:marinespecies.org:taxname:173197	fee842ab-92f1-4fb8-95cf-66efa9700fc6	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3639.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis media	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173197	173197	Colossendeis media	[]	3688	386956	13.3	34.03																																											
