basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	datasetID	datasetName	day	decimalLatitude	decimalLongitude	eventDate	eventID	eventTime	family	fieldNumber	footprintSRS	genus	identifiedBy	kingdom	language	locality	maximumDepthInMeters	minimumDepthInMeters	modified	month	occurrenceID	occurrenceStatus	order	phylum	recordedBy	samplingProtocol	scientificName	scientificNameID	specificEpithet	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	habitat	identificationRemarks	identificationVerificationStatus	individualCount	institutionCode	occurrenceRemarks	references	scientificNameAuthorship	verbatimIdentification
HumanObservation	34674	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	36.0	-14.0	1969-08-01T00:00:00+00:00	Sanders epibenthic sledge_196981_DS/E-9_NA	00:00:00+00:00	Ascorhynchidae	DS/E-9	EPSG:4326	Ascorhynchus	STOCK Jan	Animalia	en	Atlantique nord	230	230	2022-01-18 09:29:51	8	Ifremer_bio_dba_34674	present	Pantopoda	Arthropoda	LE PICHON Xavier	Sanders epibenthic sledge	Ascorhynchus pudicus	urn:lsid:marinespecies.org:taxname:182990	pudicum	1969	26bf18d4-e433-4683-9425-eb61e760adc6	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	230.0	-13219200000	-13219200000	-13219200000	1969	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus pudicus	1	2	1065	1274	1302	1358	379601	379608	379788	134571	134623	134623	Ascorhynchus pudicum	[]	4655.8	381767	19.24	36.44									
PreservedSpecimen	24229	Pycnogonida	SeamountsOnline					36.69	-14.28	1987-10-04	SCSD_SeamountsOnline_Josephine_Seamount_537807		Ascorhynchidae	Station DW38		Ascorhynchus	Jan H. Stock	Animalia		Josephine Seamount	245	235			SeamountsOnline_urn:lsid:marinespecies.org:taxname:134623_24229	present	Pantopoda	Arthropoda			Ascorhynchus pudicus	urn:lsid:marinespecies.org:taxname:134623			6718ff39-cd24-4a39-b2fa-a36b7141a73b	4eaf3ab8-463a-4c8d-838a-9b9c6ca4bfd3	['b7c47783-a020-4173-b390-7b57c4fa1426']	240.0	560304000000	560304000000	560304000000	1987	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus pudicus	1	2	1065	1274	1302	1358	379601	379608	379788	134571	134623	134623	Ascorhynchus pudicus	[]	238.6	436207	18.93	36.38	benthic/near bottom	WoRMS Match Type: exact	Validated	1	SCSD	NA | NA	[Anon.] 2006 Electronic Dataset of Stations Sampled on the Seamount 1 Expedition Provided by Serge Gofas 3/2006	Stock, 1970	Ascorhynchus pudicus Stock, 1970
PreservedSpecimen	24228	Pycnogonida	SeamountsOnline					36.69	-14.29	1987-10-04	SCSD_SeamountsOnline_Josephine_Seamount_537806		Ascorhynchidae	Station DW37		Ascorhynchus	Jan H. Stock	Animalia		Josephine Seamount	270	255			SeamountsOnline_urn:lsid:marinespecies.org:taxname:134623_24228	present	Pantopoda	Arthropoda			Ascorhynchus pudicus	urn:lsid:marinespecies.org:taxname:134623			6a7521ef-f873-49cd-98c8-ad088340d1a3	4eaf3ab8-463a-4c8d-838a-9b9c6ca4bfd3	['b7c47783-a020-4173-b390-7b57c4fa1426']	262.5	560304000000	560304000000	560304000000	1987	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus pudicus	1	2	1065	1274	1302	1358	379601	379608	379788	134571	134623	134623	Ascorhynchus pudicus	[]	251.0	435826	18.93	36.38	benthic/near bottom	WoRMS Match Type: exact	Validated	1	SCSD	NA | NA	[Anon.] 2006 Electronic Dataset of Stations Sampled on the Seamount 1 Expedition Provided by Serge Gofas 3/2006	Stock, 1970	Ascorhynchus pudicus Stock, 1970
PreservedSpecimen	24231	Pycnogonida	SeamountsOnline					36.67	-14.26	1987-10-07	SCSD_SeamountsOnline_Josephine_Seamount_537822		Ascorhynchidae	Station DW61		Ascorhynchus	Jan H. Stock	Animalia		Josephine Seamount	205	200			SeamountsOnline_urn:lsid:marinespecies.org:taxname:134623_24231	present	Pantopoda	Arthropoda			Ascorhynchus pudicus	urn:lsid:marinespecies.org:taxname:134623			6c2ef372-3912-4475-bbd8-daa0246af807	4eaf3ab8-463a-4c8d-838a-9b9c6ca4bfd3	['b7c47783-a020-4173-b390-7b57c4fa1426']	202.5	560563200000	560563200000	560563200000	1987	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus pudicus	1	2	1065	1274	1302	1358	379601	379608	379788	134571	134623	134623	Ascorhynchus pudicus	[]	208.0	434969	18.93	36.38	benthic/near bottom	WoRMS Match Type: exact	Validated	1	SCSD	NA | NA	[Anon.] 2006 Electronic Dataset of Stations Sampled on the Seamount 1 Expedition Provided by Serge Gofas 3/2006	Stock, 1970	Ascorhynchus pudicus Stock, 1970
PreservedSpecimen	24232	Pycnogonida	SeamountsOnline					33.8	-14.37	1987-10-10	SCSD_SeamountsOnline_Seine_Seamount_537834		Ascorhynchidae	Station DE80		Ascorhynchus	Jan H. Stock	Animalia		Seine Seamount	256	250			SeamountsOnline_urn:lsid:marinespecies.org:taxname:134623_24232	present	Pantopoda	Arthropoda			Ascorhynchus pudicus	urn:lsid:marinespecies.org:taxname:134623			76735bf7-18d6-401e-b90d-32b34bc4ed75	4eaf3ab8-463a-4c8d-838a-9b9c6ca4bfd3	['b7c47783-a020-4173-b390-7b57c4fa1426']	253.0	560822400000	560822400000	560822400000	1987	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus pudicus	1	2	1065	1274	1302	1358	379601	379608	379788	134571	134623	134623	Ascorhynchus pudicus	[]	418.4	192708	20.01	36.64	benthic/near bottom	WoRMS Match Type: exact	Validated	1	SCSD	NA | NA	[Anon.] 2006 Electronic Dataset of Stations Sampled on the Seamount 1 Expedition Provided by Serge Gofas 3/2006	Stock, 1970	Ascorhynchus pudicus Stock, 1970
PreservedSpecimen	24227	Pycnogonida	SeamountsOnline					36.56	-11.5	1987-09-24	SCSD_SeamountsOnline_Gorringe_Ridge_537798		Ascorhynchidae	Station CP20		Ascorhynchus	Jan H. Stock	Animalia		Gorringe Ridge	320	305			SeamountsOnline_urn:lsid:marinespecies.org:taxname:134623_24227	present	Pantopoda	Arthropoda			Ascorhynchus pudicus	urn:lsid:marinespecies.org:taxname:134623			987ca5f0-57cb-43b4-b1ce-34bc0a4b32f7	4eaf3ab8-463a-4c8d-838a-9b9c6ca4bfd3	['b7c47783-a020-4173-b390-7b57c4fa1426']	312.5	559440000000	559440000000	559440000000	1987	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus pudicus	1	2	1065	1274	1302	1358	379601	379608	379788	134571	134623	134623	Ascorhynchus pudicus	[]	292.6	228682	18.91	36.32	benthic/near bottom	WoRMS Match Type: exact	Validated	2	SCSD	NA | NA	[Anon.] 2006 Electronic Dataset of Stations Sampled on the Seamount 1 Expedition Provided by Serge Gofas 3/2006	Stock, 1970	Ascorhynchus pudicus Stock, 1970
PreservedSpecimen	24230	Pycnogonida	SeamountsOnline					36.67	-14.27	1987-10-04	SCSD_SeamountsOnline_Josephine_Seamount_537808		Ascorhynchidae	Station DE39		Ascorhynchus	Jan H. Stock	Animalia		Josephine Seamount	222	207			SeamountsOnline_urn:lsid:marinespecies.org:taxname:134623_24230	present	Pantopoda	Arthropoda			Ascorhynchus pudicus	urn:lsid:marinespecies.org:taxname:134623			ef5e46bd-dfe5-4fe8-b7e0-7fd7a9cd5e7b	4eaf3ab8-463a-4c8d-838a-9b9c6ca4bfd3	['b7c47783-a020-4173-b390-7b57c4fa1426']	214.5	560304000000	560304000000	560304000000	1987	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus pudicus	1	2	1065	1274	1302	1358	379601	379608	379788	134571	134623	134623	Ascorhynchus pudicus	[]	220.6	434583	18.93	36.38	benthic/near bottom	WoRMS Match Type: exact	Validated	2	SCSD	NA | NA	[Anon.] 2006 Electronic Dataset of Stations Sampled on the Seamount 1 Expedition Provided by Serge Gofas 3/2006	Stock, 1970	Ascorhynchus pudicus Stock, 1970
HumanObservation	24816	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	35.0	-6.0	1984-06-01T00:00:00+00:00	Waren epibenthic sledge_198461_DW-43_NA	00:00:00+00:00	Ascorhynchidae	DW-43	EPSG:4326	Ascorhynchus	STOCK Jan	Animalia	en	Detroit de Gibraltar	150	150	2022-01-18 09:29:51	6	Ifremer_bio_dba_24816	present	Pantopoda	Arthropoda	BOUCHET Philippe	Waren epibenthic sledge	Ascorhynchus pudicus	urn:lsid:marinespecies.org:taxname:182990	pudicum	1984	fbb5e33c-b9b1-4d70-b83f-59aeeaf6d910	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	150.0	454896000000	454896000000	454896000000	1984	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus pudicus	1	2	1065	1274	1302	1358	379601	379608	379788	134571	134623	134623	Ascorhynchus pudicum	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-82.0	-21152											
