associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetName	footprintWKT	geodeticDatum	license	modified	occurrenceID	occurrenceStatus	recordedBy	samplingProtocol	specificEpithet	taxonRank	vernacularName	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183985.139914	Invertebrate Zoology: Crustacea	Japan	14	34.7233314514	139.031677246	observedindividualcount=2;	1969-07-14T12:00:00Z	Nakamura, K., Child, C. Allan	2.0	USNM	Honshu Island, Sagami Bay	120	120	7	Alcohol (Ethanol)	Pycnogonum tenue	Slater	urn:lsid:marinespecies.org:taxname:239663	male; female	Shizuoka	North Pacific Ocean	1969	29cd6e17-2f4e-41cb-995c-a41ed45dd774	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	120.0	-14774400000	-14774400000	-14774400000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum tenue	2	1065	1274	1302	1358	379601	379611	1567	134595	239663	239663	Pycnogonum tenue	[]	153	3056	20.46	33.93														
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183986.139915	Invertebrate Zoology: Crustacea	Japan	16	35.0099983215	139.14666748	observedindividualcount=1;	1969-07-16T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM	Honshu Island, Sagami Bay	120	120	7	Alcohol (Ethanol)	Pycnogonum tenue	Slater	urn:lsid:marinespecies.org:taxname:239663	male	Shizuoka	North Pacific Ocean	1969	a7b1dbbe-4cd7-47bb-a536-ddc7b702ef27	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	120.0	-14601600000	-14601600000	-14601600000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum tenue	2	1065	1274	1302	1358	379601	379611	1567	134595	239663	239663	Pycnogonum tenue	[]	123	3526	20.11	33.51														
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183984.139913	Invertebrate Zoology: Crustacea	Japan	13	34.6766700745	138.718322754	observedindividualcount=1;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM	Honshu Island, Suruga Bay	210	165	7	Alcohol (Ethanol)	Pycnogonum tenue	Slater	urn:lsid:marinespecies.org:taxname:239663	female	Shizuoka	North Pacific Ocean	1969	c2ec9286-7c75-4496-aff8-88b192ec6e72	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	187.5	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum tenue	2	1065	1274	1302	1358	379601	379611	1567	134595	239663	239663	Pycnogonum tenue	[]	153	2362	20.36	33.94														
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80544.273418	Invertebrate Zoology: Crustacea	Japan	9	32.533000946	128.547225952	observedindividualcount=1;	1906-08-09T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	Off Fukue Island	194	174	8	Alcohol (Ethanol)	Pycnogonum tenue	Slater	urn:lsid:marinespecies.org:taxname:239663	male		North Pacific Ocean	1906	c70e01ac-e2b9-45d1-bc3d-cfe623eb4656	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	184.0	-2000678400000	-2000678400000	-2000678400000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum tenue	2	1065	1274	1302	1358	379601	379611	1567	134595	239663	239663	Pycnogonum tenue	[]	200	10007	21.42	33.99														
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80545.273419	Invertebrate Zoology: Crustacea	Japan	9	32.5499992371	128.536117554	observedindividualcount=1;	1906-08-09T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	Kyushu Island, Off Fukue Island	174	174	8	Alcohol (Ethanol); Slide	Pycnogonum tenue	Slater	urn:lsid:marinespecies.org:taxname:239663	male		North Pacific Ocean	1906	cab509af-3e1c-4a20-9b28-a4d3ee5c2b11	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	174.0	-2000678400000	-2000678400000	-2000678400000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum tenue	2	1065	1274	1302	1358	379601	379611	1567	134595	239663	239663	Pycnogonum tenue	[]	169	9020	21.42	33.99														
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80550.273424	Invertebrate Zoology: Crustacea	Japan	16	30.9829998016	130.4972229	observedindividualcount=1;	1906-08-16T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	Kyushu Island, Off Kagoshima Gulf	278	278	8	Alcohol (Ethanol)	Pycnogonum tenue	Slater	urn:lsid:marinespecies.org:taxname:239663	female		North Pacific Ocean	1906	eb28cd41-0f62-4e31-b34f-fb8ff717bdee	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	278.0	-2000073600000	-2000073600000	-2000073600000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum tenue	2	1065	1274	1302	1358	379601	379611	1567	134595	239663	239663	Pycnogonum tenue	[]	265	15228	23.36	34.16														
	HumanObservation		00376	rinkai			34.655017	138.728633		2015-11-12	Yuki Tokuda, Asuka Sentoku		jambio	off South Izu	230	177			Pycnogonum tenue	Slater, 1879	urn:lsid:marinespecies.org:taxname:239663					efc1eb2c-6182-4c8f-9d33-fe7dea873021	9625bb4a-bbbb-4cde-946f-e74f973fdba4	['0d07a0ea-9c75-48e8-b3fd-c28d653f4270']	203.5	1447286400000	1447286400000	1447286400000	2015	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum tenue	2	1065	1274	1302	1358	379601	379611	1567	134595	239663	239663	Pycnogonum tenue	[]	204	3742	20.44	34.03	Regionally Integrated Marine Database (RINKAI), managed by JAMBIO, an association of Japanese university-based marine stations	LINESTRING(138.731883 34.654617,138.730950 34.655267,138.728633 34.655017,138.725767 34.655367,138.726033 34.656433)	WGS84	ccbync	2022-08-09T13:16:43.462+09:00	urn:catalog:jambio:rinkai:00376	Present	8th JAMBIO Coastal Organism Joint Survey	dredge (Shimoda Marine Research Center)	tenue	species	ヨロイウミグモ♀	Biota	1.0
