basisOfRecord	catalogNumber	class	collectionCode	coordinatePrecision	coordinateUncertaintyInMeters	decimalLatitude	decimalLongitude	eventDate	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	order	suborder	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	datasetID	day	minimumDepthInMeters	month	references	scientificNameAuthorship	typeStatus	year	depth	superdomain	superdomainid
PreservedSpecimen	P.88542	Pycnogonida	co113	0.0009	100	-29.24163	-177.87788	2011-05-20	Austrodecidae	POINT (-177.87788 -29.24163)	Austrodecus	AM	Animalia	Kermadec Islands, North Meyer Island, north-west corner	2017-03-02T10:36:44	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.88542	present	Arthropoda	Austrodecus gordonae	urn:lsid:marinespecies.org:taxname:240062	male	gordonae	species	284f94b3-ba30-4642-a015-3f670fa640f9	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	1305849600000	1305849600000	1305849600000	2011	False	False	True	False	Chelicerata	Pantopoda	Stiripasterida	Austrodecus gordonae	2	1065	1274	1302	1358	379600	22616	134579	240062	240062	Austrodecus (Austrodecus) gordonae	['NO_DEPTH']	149	40	21.26	35.69												
PreservedSpecimen	P.87358	Pycnogonida	co113	0.0009	100	-29.27777	-177.89527	2011-05-15	Austrodecidae	POINT (-177.89527 -29.27777)	Austrodecus	AM	Animalia	Kermadec Islands, Raoul Island, Boat Cove	2017-03-02T10:03:43	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.87358	present	Arthropoda	Austrodecus gordonae	urn:lsid:marinespecies.org:taxname:240062		gordonae	species	cbd518bc-74b9-4f13-b942-a55c3cd8c5f4	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	1305417600000	1305417600000	1305417600000	2011	False	False	True	False	Chelicerata	Pantopoda	Stiripasterida	Austrodecus gordonae	2	1065	1274	1302	1358	379600	22616	134579	240062	240062	Austrodecus (Austrodecus) gordonae	['NO_DEPTH']	-33	75	21.15	35.69												
PreservedSpecimen	P.88545	Pycnogonida	co113	0.0009	100	-29.24666	-177.88177	2011-05-12	Austrodecidae	POINT (-177.88177 -29.24666)	Austrodecus	AM	Animalia	Kermadec Islands, west side of South Meyer Island	2017-03-02T10:36:44	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.88545	present	Arthropoda	Austrodecus gordonae	urn:lsid:marinespecies.org:taxname:240062		gordonae	species	f1342c7e-09eb-419e-906d-b7c11332b2ed	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	1305158400000	1305158400000	1305158400000	2011	False	False	True	False	Chelicerata	Pantopoda	Stiripasterida	Austrodecus gordonae	2	1065	1274	1302	1358	379600	22616	134579	240062	240062	Austrodecus (Austrodecus) gordonae	['NO_DEPTH']	-8	82	21.26	35.69												
PreservedSpecimen	sm_id_1754	Pycnogonida	WoRMS type localities			-34.17	172.08	1915-01-05	Austrodecidae		Austrodecus	WoRMS Editorial Board	Animalia	Tasman Sea	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1754	present	Arthropoda	Austrodecus gordonae	urn:lsid:marinespecies.org:taxname:240062		gordonae		f4dcbbc4-99e3-4680-922e-f4392757d8bf	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	-1735344000000	-1735344000000	-1735344000000	1915	False	False	True	False	Chelicerata	Pantopoda	Stiripasterida	Austrodecus gordonae	2	1065	1274	1302	1358	379600	22616	134579	240062	240062	Austrodecus gordonae	['DEPTH_EXCEEDS_BATH']	15	765	17.68	35.47	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Austrodecus gordonae</i> Stock, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240062	https://marineinfo.org/id/dataset/5184	5	119.0	1	http://www.marinespecies.org/aphia.php?p=specdetails&id=1754	Stock, 1954	holotype	1915	119.0	Biota	1.0
