associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80588.273459	Invertebrate Zoology: Crustacea	Japan	10	38.1916694641	142.133331299	observedindividualcount=1;	1906-10-10T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	Honshu Island, Kinka San Light, NE Honshu Island	486.0	486	10	Alcohol (Ethanol)	Nymphon gunteri	Hedgpeth	urn:lsid:marinespecies.org:taxname:240354	female	Holotype	North Pacific Ocean	1906	71c6643e-df4e-42e6-a32b-5c9a3b6e840b	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	486	-1995321600000	-1995321600000	-1995321600000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon gunteri	2	1065	1274	1302	1358	379601	379609	1566	134591	240354	240354	Nymphon gunteri	[]	502	48725	15.64	33.65								
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon gunteri</i> Hedgpeth, 1949. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240354	sm_id_1996	WoRMS type localities		10	38.19	142.13		1906-10-10			WoRMS Editorial Board	Pacific Ocean		486	10		Nymphon gunteri	Hedgpeth, 1949	urn:lsid:marinespecies.org:taxname:240354		holotype		1906	a5fd9939-ab30-4ad2-8a05-937cac712c26	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	486	-1995321600000	-1995321600000	-1995321600000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon gunteri	2	1065	1274	1302	1358	379601	379609	1566	134591	240354	240354	Nymphon gunteri	[]	505	48477	15.64	33.65	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1996	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1996	gunteri	Biota	1.0
