associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181091.137044	Invertebrate Zoology: Crustacea	Brazil	21	-8.04166984558	-34.3833312988	observedindividualcount=1;	1967-02-21T12:00:00Z	Child, C. Allan	1.0	USNM	SE Of Recife	587	587	2	Alcohol (Ethanol)	Nymphon discorsicoxae	Child	urn:lsid:marinespecies.org:taxname:239857	male	Recife	Holotype	South Atlantic Ocean	1967	73a5eedc-aafa-498d-9e6b-4653950bfa84	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	587	-90288000000	-90288000000	-90288000000	1967	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon discorsicoxae	2	1065	1274	1302	1358	379601	379609	1566	134591	239857	239857	Nymphon discorsicoxae	[]	1096	49657	27.51	36.67	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181094.137047	Invertebrate Zoology: Crustacea		19	-8.03299999237	-34.0499992371	observedindividualcount=2;	1967-02-19T12:00:00Z	Child, C. Allan	2.0	USNM	Brazil Slope, Off Recife	1493	1493	2	Alcohol (Ethanol)	Nymphon discorsicoxae	Child	urn:lsid:marinespecies.org:taxname:239857	female;;		Paratype	South Atlantic Ocean	1967	9706e881-70c8-453c-8b40-009b9cb1f705	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1493	-90460800000	-90460800000	-90460800000	1967	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon discorsicoxae	2	1065	1274	1302	1358	379601	379609	1566	134591	239857	239857	Nymphon discorsicoxae	[]	1346	85633	27.6	36.45	; larvae V
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181092.137045	Invertebrate Zoology: Crustacea	Brazil	21	-8.04166984558	-34.3833312988	observedindividualcount=9;	1967-02-21T12:00:00Z	Child, C. Allan	9.0	USNM	SE Of Recife	587	587	2	Alcohol (Ethanol)	Nymphon discorsicoxae	Child	urn:lsid:marinespecies.org:taxname:239857	male;;	Recife	Paratype	South Atlantic Ocean	1967	99e40554-8d54-4236-b094-c035cbb7a179	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	587	-90288000000	-90288000000	-90288000000	1967	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon discorsicoxae	2	1065	1274	1302	1358	379601	379609	1566	134591	239857	239857	Nymphon discorsicoxae	[]	1096	49657	27.51	36.67	; juvenile
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181093.137046	Invertebrate Zoology: Crustacea	Brazil	20	-7.96667003632	-34.28332901	observedindividualcount=3;	1967-02-20T12:00:00Z	Child, C. Allan	3.0	USNM	Continental Slope, Off Recife	1007	943	2	Alcohol (Ethanol)	Nymphon discorsicoxae	Child	urn:lsid:marinespecies.org:taxname:239857	female;;	Pernambuco	Paratype	South Atlantic Ocean	1967	fc3b4b6c-cea9-40ce-9f20-f5ec1f5bced7	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	975	-90374400000	-90374400000	-90374400000	1967	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon discorsicoxae	2	1065	1274	1302	1358	379601	379609	1566	134591	239857	239857	Nymphon discorsicoxae	[]	986	59299	27.54	36.6	; juvenile
