associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	typeStatus
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234599.286908	Invertebrate Zoology: Crustacea	Antarctica	28	-74.6330032349	-175.533004761	observedindividualcount=1;	1967-01-28T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Off Ross Ice Shelf	2284	2273	1	Alcohol (Ethanol)	Austrodecus macrum	Child	urn:lsid:marinespecies.org:taxname:173021	Antarctic Ocean	1967	27463540-a61a-42b4-8b86-4a24503a856e	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2278.5	-92361600000.0	-92361600000.0	-92361600000.0	1967.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus macrum	2	1065	1274	1302	1358	379600	22616	134579	173021	173021	Austrodecus macrum	[]	2319	357377	-1.69	34.05	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234598.286907	Invertebrate Zoology: Crustacea	Antarctica	5	-67.0	163.550003052	observedindividualcount=1;	1967-02-05T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Victoria Land, Off Oates Coast	1444	1442	2	Alcohol (Ethanol)	Austrodecus macrum	Child	urn:lsid:marinespecies.org:taxname:173021	Antarctic Ocean	1967	6a779530-fd27-4567-b901-a0b31bb46d75	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1443.0	-91670400000.0	-91670400000.0	-91670400000.0	1967.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus macrum	2	1065	1274	1302	1358	379600	22616	134579	173021	173021	Austrodecus macrum	['DEPTH_EXCEEDS_BATH']	1215	13187	-1.67	33.91	Paratype
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234596.286905	Invertebrate Zoology: Crustacea	Antarctica	8	-74.0999984741	-175.082992554	observedindividualcount=1;	1968-02-08T12:00:00Z	Bowman, Thomas E.	1.0	USNM		2350	2350	2	Alcohol (Ethanol)	Austrodecus macrum	Child	urn:lsid:marinespecies.org:taxname:173021	Antarctic Ocean	1968	bf3e0458-9863-4f24-ac00-15f0854db462	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2350.0	-59875200000.0	-59875200000.0	-59875200000.0	1968.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus macrum	2	1065	1274	1302	1358	379600	22616	134579	173021	173021	Austrodecus macrum	[]	2326	418159	-1.69	34.03	Holotype
	HumanObservation		22573	SOMBASE Pycnogonids			-74.6333007812	-175.533294678					BAS		2284	2273			Austrodecus macrum		urn:lsid:marinespecies.org:taxname:173021			c4e01aa7-ac70-4fcd-a926-5d7f0f51a695	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2278.5					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus macrum	2	1065	1274	1302	1358	379600	22616	134579	173021	173021	Austrodecus macrum	[]	2319	357343	-1.69	34.05	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234597.286906	Invertebrate Zoology: Crustacea	Antarctica	8	-74.0999984741	-175.082992554	observedindividualcount=2;	1968-02-08T12:00:00Z	Bowman, Thomas E.	2.0	USNM		2350	2350	2	Alcohol (Ethanol)	Austrodecus macrum	Child	urn:lsid:marinespecies.org:taxname:173021	Antarctic Ocean	1968	d9e2e412-1c33-443b-a2fb-e4d861a9b779	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2350.0	-59875200000.0	-59875200000.0	-59875200000.0	1968.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus macrum	2	1065	1274	1302	1358	379600	22616	134579	173021	173021	Austrodecus macrum	[]	2326	418159	-1.69	34.03	Paratype
	HumanObservation		22575	SOMBASE Pycnogonids			-74.0999984741	-175.083297729					BAS		2350	2350			Austrodecus macrum		urn:lsid:marinespecies.org:taxname:173021			ec4136a9-b11b-45b7-88cf-3ef571813b13	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2350.0					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus macrum	2	1065	1274	1302	1358	379600	22616	134579	173021	173021	Austrodecus macrum	[]	2326	418157	-1.69	34.03	
	HumanObservation		22574	SOMBASE Pycnogonids			-67.0	163.550003052					BAS		1444	1442			Austrodecus macrum		urn:lsid:marinespecies.org:taxname:173021			f36bd801-ab54-435b-b872-ecb6aab39431	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1443.0					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus macrum	2	1065	1274	1302	1358	379600	22616	134579	173021	173021	Austrodecus macrum	['DEPTH_EXCEEDS_BATH']	1215	13187	-1.67	33.91	
