basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	datasetID	decimalLatitude	decimalLongitude	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	modified	occurrenceID	occurrenceStatus	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	superdomain	kingdom	phylum	subphylum	class	order	suborder	family	genus	subgenus	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	familyid	genusid	subgenusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	countryCode	fieldNumber	footprintWKT	geodeticDatum	identifiedBy	individualCount	license	recordedBy	references	scientificNameAuthorship	specificEpithet	taxonRank	verbatimLocality	waterBody	typeStatus	eventDate	eventID	identificationRemarks	identificationVerificationStatus	occurrenceRemarks	verbatimIdentification	date_start	date_mid	date_end	date_year
Occurrence	Stock JH (1991). Musorstom 8(151): 125-212.	21607	NewCaledonia	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	-22.7800006866455	167.229995727539	IRD-MNHN	Biocal, DW44	450.0	440.0	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21607:0x6D79170001000600	present	Austrodecus (Tubidecus) tuberculatum	urn:lsid:marinespecies.org:taxname:266344	0db12a55-52bd-424e-97c5-da9cf4e2845b	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	445.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus (Tubidecus)	Austrodecus (Tubidecus) tuberculatum	1.0	2	1065	1274	1302	1358	379600	22616	134579	236472	236476	236476	Austrodecus tuberculatum	[]	428	16678	24.32	35.25																									
PreservedSpecimen		2007-4562	IU			-23.639166	167.711334	MNHN	Ride de Norfolk			2013-09-25T12:08Z	440013186		Austrodecus (Tubidecus) tuberculatum	urn:lsid:marinespecies.org:taxname:266344	322b1da7-2917-4b7e-9e24-6a5f6ca2f0d7	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus (Tubidecus)	Austrodecus (Tubidecus) tuberculatum		2	1065	1274	1302	1358	379600	22616	134579	236472	236476	236476	Austrodecus tuberculatum Stock, J.H., 1991	['NO_DEPTH']	556	98589	24.31	35.33	NC	CHALCAL 2/DW77	POINT  (167.711334 -23.639166)	WGS84	Stock	1	CC_BY_4_0	Bouchet, Métivier & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4562	Stock, 1991	tuberculatum	SPECIES	Mont Stylaster	Pacific Ocean											
PreservedSpecimen		2007-4612	IU			-22.789167	167.241669	MNHN	S Ile des Pins			2015-06-19T21:23Z	439998145		Austrodecus (Tubidecus) tuberculatum	urn:lsid:marinespecies.org:taxname:266344	34c7c05d-d190-4034-b615-8b9bd32f4fbb	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus (Tubidecus)	Austrodecus (Tubidecus) tuberculatum		2	1065	1274	1302	1358	379600	22616	134579	236472	236476	236476	Austrodecus tuberculatum Stock, J.H., 1991	['NO_DEPTH']	442	16261	24.32	35.25	NC	BIOCAL/DW44	POINT  (167.241669 -22.789167)	WGS84	Stock	1	CC_BY_4_0	Bouchet, Métivier & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4612	Stock, 1991	tuberculatum	SPECIES		Pacific Ocean	HOLOTYPE										
Occurrence			NewCaledonia		https://marineinfo.org/id/dataset/3128	-23.6299991607666	167.710006713867	IRD-MNHN	Norfolk, Mt. Stylaster (Chalcal 2, DW77)	435.0	435.0	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia::0x1002900001000200	present	Austrodecus (Tubidecus) tuberculatum	urn:lsid:marinespecies.org:taxname:266344	3e689a8c-f3e7-4c78-9284-0be220630436	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	435.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus (Tubidecus)	Austrodecus (Tubidecus) tuberculatum	1.0	2	1065	1274	1302	1358	379600	22616	134579	236472	236476	236476	Austrodecus tuberculatum	[]	607	97561	24.31	35.33																									
Occurrence	Stock JH (1991). Musorstom 8(151): 125-212.	21609	NewCaledonia	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	-23.6299991607666	167.710006713867	IRD-MNHN	Chalcal 2, DW77	435.0	435.0	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21609:0x938A170001000700	present	Austrodecus (Tubidecus) tuberculatum	urn:lsid:marinespecies.org:taxname:266344	5c0127bb-b738-410c-9670-7a14286aec4d	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	435.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus (Tubidecus)	Austrodecus (Tubidecus) tuberculatum	1.0	2	1065	1274	1302	1358	379600	22616	134579	236472	236476	236476	Austrodecus tuberculatum	[]	607	97561	24.31	35.33																									
PreservedSpecimen		2007-4613	IU			-22.789167	167.241669	MNHN	S Ile des Pins			2015-06-19T21:23Z	440004213		Austrodecus (Tubidecus) tuberculatum	urn:lsid:marinespecies.org:taxname:266344	7445ec22-59f3-4be0-bd0e-3d96ff1a1f57	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus (Tubidecus)	Austrodecus (Tubidecus) tuberculatum		2	1065	1274	1302	1358	379600	22616	134579	236472	236476	236476	Austrodecus tuberculatum Stock, J.H., 1991	['NO_DEPTH']	442	16261	24.32	35.25	NC	BIOCAL/DW44	POINT  (167.241669 -22.789167)	WGS84	Stock	1	CC_BY_4_0	Bouchet, Métivier & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4613	Stock, 1991	tuberculatum	SPECIES		Pacific Ocean	PARATYPE										
HumanObservation		17138	SeamountsOnline			-23.63	167.71	SCSD	Stylaster Guyot	435.0	435.0		SeamountsOnline_urn:lsid:marinespecies.org:taxname:236476_17138	present	Austrodecus (Tubidecus) tuberculatum	urn:lsid:marinespecies.org:taxname:236476	874e61af-cfe3-4398-9572-ada70de63fee	4eaf3ab8-463a-4c8d-838a-9b9c6ca4bfd3	['b7c47783-a020-4173-b390-7b57c4fa1426']	435.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus (Tubidecus)	Austrodecus (Tubidecus) tuberculatum	1.0	2	1065	1274	1302	1358	379600	22616	134579	236472	236476	236476	Austrodecus (Tubidecus) tuberculatum	[]	607	97561	24.31	35.33		Station DW 77			NA				Richer de Forges, B. 2001 Electronic Database of ORSTOM Sampling on the Norfolk Ridge NA	Stock, 1991						1986-10-30	SCSD_SeamountsOnline_Stylaster_Guyot_534325	WoRMS Match Type: exact	Validated	NA | NA	Austrodecus tuberculatum	531014400000.0	531014400000.0	531014400000.0	1986.0
PreservedSpecimen		2011-5714	IU			-22.789167	167.241669	MNHN	S Ile des Pins			2015-07-30T20:25Z	442597366		Austrodecus (Tubidecus) tuberculatum	urn:lsid:marinespecies.org:taxname:266344	92686b07-4d8e-4bf6-b815-a696f7c31413	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus (Tubidecus)	Austrodecus (Tubidecus) tuberculatum		2	1065	1274	1302	1358	379600	22616	134579	236472	236476	236476	Austrodecus tuberculatum Stock, J.H., 1991	['NO_DEPTH']	442	16261	24.32	35.25	NC	BIOCAL/DW44	POINT  (167.241669 -22.789167)	WGS84	Stock	1	CC_BY_4_0	Bouchet, Métivier & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-5714	Stock, 1991	tuberculatum	SPECIES		Pacific Ocean	PARATYPE										
Occurrence	Stock JH (1991). Musorstom 8(151): 125-212.	21608	NewCaledonia	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	-22.8799991607666	167.279998779297	IRD-MNHN	Biocal, DW46	610.0	570.0	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21608:0x8120900001000400	present	Austrodecus (Tubidecus) tuberculatum	urn:lsid:marinespecies.org:taxname:266344	d4943603-6237-4433-bf4c-201ca13bc194	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	590.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus (Tubidecus)	Austrodecus (Tubidecus) tuberculatum	1.0	2	1065	1274	1302	1358	379600	22616	134579	236472	236476	236476	Austrodecus tuberculatum	[]	545	21825	24.35	35.27																									
