basisOfRecord	catalogNumber	class	collectionCode	collectionID	continent	country	county	day	decimalLatitude	decimalLongitude	eventDate	family	fieldNumber	genus	georeferenceProtocol	higherClassification	higherGeography	institutionCode	institutionID	kingdom	language	license	locality	locationID	month	nomenclaturalCode	occurrenceID	order	phylum	preparations	recordedBy	scientificName	scientificNameAuthorship	specificEpithet	startDayOfYear	stateProvince	taxonRank	type	verbatimEventDate	verbatimLatitude	verbatimLongitude	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	minimumDepthInMeters	scientificNameID	depth	coordinateUncertaintyInMeters	dateIdentified	identifiedBy	verbatimCoordinates	maximumDepthInMeters
PreservedSpecimen	137694	Pycnogonida	IZ	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	North America	United States	San Francisco County	1	37.8066666667	-122.4388888889	1971-11-01	Ammotheidae	060244	Achelia	MAP	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	North America, North Pacific Ocean, United States, California, San Francisco Estuary, San Francisco Bay	CAS	http://grscicoll.org/institution/california-academy-sciences	Animalia	en	https://creativecommons.org/publicdomain/zero/1.0/	off Marina Green	0659dadf-2598-11ed-aace-005056be1b7a	11	ICZN	urn:catalog:CAS:IZ:137694	Pantopoda	Arthropoda	Fluid-75% EtOH(1)	Resources and Ecology Projects, Inc.	Achelia alaskensis	(Cole, 1904)	alaskensis	305	California	species	Physical Object	01 Nov 1971	"37° 48' 24"" N"	"122° 26' 20"" W"	1971	00839e44-add6-4bbc-9cc3-341f6b5f188d	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	57801600000	57801600000	57801600000	1971	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Achelia alaskensis	1.0	2	1065	1274	1302	1358	379601	379608	1562	134568	239888	239888	Achelia alaskensis	['NO_DEPTH', 'ON_LAND']	-8	-56	12.54	32.01									
HumanObservation	5181	Pycnogonida	COL00					25	43.4199981689	-124.239997864	1999-08-25T12:00:00Z	Ammotheidae		Achelia				EMAP_NCA		Animalia					8			Pantopoda	Arthropoda			Achelia alaskensis										1999	032b0653-0866-4326-bbc2-a2e1aa4cc125	41a50544-957c-4193-8bbf-25a25f749e85	['310922b4-9d0c-4de1-92d7-9b442d34765b']	935539200000	935539200000	935539200000	1999	False	False	True	False		Chelicerata	Eupantopodida	Ascorhynchoidea	Achelia alaskensis		2	1065	1274	1302	1358	379601	379608	1562	134568	239888	239888	Achelia alaskensis	['ON_LAND']	-1	-102	11.43	31.75	USEPA'S EMAP	4.0	urn:lsid:marinespecies.org:taxname:239888	4.0					
PreservedSpecimen	142570	Pycnogonida	IZ	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	North America	United States			37.72501	-122.36376	1972-08	Ammotheidae	060484	Achelia		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	North America, North Pacific Ocean, United States	CAS	http://grscicoll.org/institution/california-academy-sciences	Animalia	en	https://creativecommons.org/publicdomain/zero/1.0/	San Francisco Estuary, San Francisco Bay, Hunters Point	0669aad5-2598-11ed-aace-005056be1b7a	8	ICZN	urn:catalog:CAS:IZ:142570	Pantopoda	Arthropoda	Fluid-75% EtOH(1)	C. Newcombe, S.F. Marine Research Center	Achelia alaskensis	(Cole, 1904)	alaskensis		California	species	Physical Object	Aug 1972	37.72501° N	-122.36376° W	1972	15491577-fd09-4bf9-9702-52774c2efea7	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	81475200000	82771200000	84067200000	1972	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Achelia alaskensis	1.0	2	1065	1274	1302	1358	379601	379608	1562	134568	239888	239888	Achelia alaskensis	['NO_DEPTH']	-1	5	12.55	31.94					3031	1972-08	P. Krammer, K. Myers		
HumanObservation	3183-9494	Pycnogonida	GHI			Canada		26	53.5499992371	-131.330001831	1985-09-26T12:00:00Z	Ammotheidae		Achelia				BIO		Animalia			Area B-The Shellground		9			Pantopoda	Arthropoda			Achelia alaskensis	Cole, 1904									1985	17c96aba-b1e8-4a48-9619-887b947f55d4	f070a9b6-b425-4dae-b7ca-d492b717dcc7	['310922b4-9d0c-4de1-92d7-9b442d34765b']	496540800000	496540800000	496540800000	1985	False	False	True	False		Chelicerata	Eupantopodida	Ascorhynchoidea	Achelia alaskensis		2	1065	1274	1302	1358	379601	379608	1562	134568	239888	239888	Achelia alaskensis	[]	20	39316	9.69	30.5	, Royal Ontario Museum Invertebrate Collection. 	29.0	urn:lsid:marinespecies.org:taxname:239888	29.0				slon: -131.330001831055, elon: -131.330001831055, slat: 53.5499992370605, elat: 53.5499992370605	
HumanObservation	294	Pycnogonida	COL99					4	46.5680007935	-123.922996521	1999-08-04T12:00:00Z	Ammotheidae		Achelia				EMAP_NCA		Animalia					8			Pantopoda	Arthropoda			Achelia alaskensis										1999	3654d4c7-68ae-4625-af97-09c200ce7179	41a50544-957c-4193-8bbf-25a25f749e85	['310922b4-9d0c-4de1-92d7-9b442d34765b']	933724800000	933724800000	933724800000	1999	False	False	True	False		Chelicerata	Eupantopodida	Ascorhynchoidea	Achelia alaskensis		2	1065	1274	1302	1358	379601	379608	1562	134568	239888	239888	Achelia alaskensis	[]	-10	145	11.53	25.75	USEPA's Environmental Monitoring and Assessment Program	2.0	urn:lsid:marinespecies.org:taxname:239888	2.0					
HumanObservation	3277	Pycnogonida	COL00					4	46.5600013733	-123.919998169	1999-08-04T12:00:00Z	Ammotheidae		Achelia				EMAP_NCA		Animalia					8			Pantopoda	Arthropoda			Achelia alaskensis										1999	58b9fd01-5097-49d5-bde3-5aa186212ce5	41a50544-957c-4193-8bbf-25a25f749e85	['310922b4-9d0c-4de1-92d7-9b442d34765b']	933724800000	933724800000	933724800000	1999	False	False	True	False		Chelicerata	Eupantopodida	Ascorhynchoidea	Achelia alaskensis		2	1065	1274	1302	1358	379601	379608	1562	134568	239888	239888	Achelia alaskensis	[]	2	360	11.53	25.75	USEPA'S EMAP	2.7	urn:lsid:marinespecies.org:taxname:239888	2.7					
HumanObservation	1475	Pycnogonida	COL99					25	43.4230003357	-124.246002197	1999-08-25T12:00:00Z	Ammotheidae		Achelia				EMAP_NCA		Animalia					8			Pantopoda	Arthropoda			Achelia alaskensis										1999	d206caf6-707d-4a99-9619-7809857247a1	41a50544-957c-4193-8bbf-25a25f749e85	['310922b4-9d0c-4de1-92d7-9b442d34765b']	935539200000	935539200000	935539200000	1999	False	False	True	False		Chelicerata	Eupantopodida	Ascorhynchoidea	Achelia alaskensis		2	1065	1274	1302	1358	379601	379608	1562	134568	239888	239888	Achelia alaskensis	[]	-1	142	11.43	31.75	USEPA's Environmental Monitoring and Assessment Program	4.0	urn:lsid:marinespecies.org:taxname:239888	4.0					
HumanObservation	801-11664	Pycnogonida	GHI			Canada			54.0999984741	-132.5	1878-07-02T12:00:00Z	Ammotheidae		Achelia				BIO		Animalia			Virago Sound					Pantopoda	Arthropoda			Achelia alaskensis	Cole, 1904									1878	de038b18-9b4e-46fb-adbe-818a58cb5f34	f070a9b6-b425-4dae-b7ca-d492b717dcc7	['310922b4-9d0c-4de1-92d7-9b442d34765b']	-2887488000000	-2887488000000	-2887488000000	1878	False	False	True	False		Chelicerata	Eupantopodida	Ascorhynchoidea	Achelia alaskensis		2	1065	1274	1302	1358	379601	379608	1562	134568	239888	239888	Achelia alaskensis	[]	17	3359	9.06	30.66	Notes on Pycnogonids, Schmitt, W.L.. 1934	14.6	urn:lsid:marinespecies.org:taxname:239888	21.015				slon: -132.5, elon: -132.5, slat: 54.0999984741211, elat: 54.0999984741211	27.43
