associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234570.186327	Invertebrate Zoology: Crustacea	Peru	6	-6.96700000763	-80.733001709	observedindividualcount=1;	1966-09-06T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Lobos De Afuera Island, Just S Of Isla	80	80	9	Alcohol (Ethanol)	Pallenopsis truncatula	Child	urn:lsid:marinespecies.org:taxname:240297	male	Holotype	South Pacific Ocean	1966	0491d760-f303-49f1-9c11-6551a593e94e	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80	-104803200000	-104803200000	-104803200000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsidae	Pallenopsis	Pallenopsis truncatula	2	1065	1274	1302	1358	379601	379609	236317	134593	240297	240297	Pallenopsis (pallenopsis) truncatula	[]	86	1902	19.52	34.77
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234571.186328	Invertebrate Zoology: Crustacea	Peru	6	-6.96700000763	-80.733001709	observedindividualcount=1;	1966-09-06T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Lobos De Afuera Island, Just S Of Isla	80	80	9	Alcohol (Ethanol)	Pallenopsis truncatula	Child	urn:lsid:marinespecies.org:taxname:240297	male	Paratype	South Pacific Ocean	1966	ddc820e8-48ce-4ccf-b47e-5642aac8ea86	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80	-104803200000	-104803200000	-104803200000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsidae	Pallenopsis	Pallenopsis truncatula	2	1065	1274	1302	1358	379601	379609	236317	134593	240297	240297	Pallenopsis (pallenopsis) truncatula	[]	86	1902	19.52	34.77
