basisOfRecord	class	coordinateUncertaintyInMeters	countryCode	day	decimalLatitude	decimalLongitude	eventDate	eventID	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	identifiedByID	institutionCode	institutionID	kingdom	language	maximumDepthInMeters	minimumDepthInMeters	month	occurrenceID	occurrenceStatus	order	organismQuantity	organismQuantityType	phylum	preparations	samplingProtocol	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	type	verbatimEventDate	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	subfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	associatedMedia	associatedOccurrences	catalogNumber
PreservedSpecimen	Pycnogonida	198	GS	25	-57.7063	-26.4886	2019-02-25	DY099	Colossendeidae	DY099_18	LINESTRING (-26.49095 -57.70762, -26.48633333 -57.70506667)	Colossendeis	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	NHMUK	urn:lsid:biocol.org:col:34665	Animalia	en	231.5	231.5	2	DY099_96	Present	Pantopoda	1	individuals	Arthropoda	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/dy099_research.pdf	Colossendeis bouvetensis	Dietz, Pieper, Seefeldt & Leese, 2015	urn:lsid:marinespecies.org:taxname:887373	bouvetensis	species	PhysicalObject	25/02/2019	2019	6d100ac2-d241-498d-b5a8-f7f24250e4b3	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	231.5	1551052800000	1551052800000	1551052800000	2019	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bouvetensis	1	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	887373	887373	Colossendeis bouvetensis	[]	373	6214	-0.82	33.64			
PreservedSpecimen	Pycnogonida	847	AQ	1	-70.8435	-10.5842	2011-04-01	PS77	Colossendeidae	PS77_PS77/301-1	LINESTRING (-10.587833 -70.851, -10.58066667 -70.836)	Colossendeis	EPSG:4326	Jana Domel		BAS	https://ror.org/01rhff309	Animalia	en	283.7	225.5	4	PS77_301-1.2.1	Present	Pantopoda	1	individuals	Arthropoda	96% ethanol	bottom trawl|https://epic.awi.de/id/eprint/30175/1/644-2012%20ANT27-3%20RKnust.pdf	Colossendeis bouvetensis	Dietz, Pieper, Seefeldt & Leese, 2015	urn:lsid:marinespecies.org:taxname:887373	bouvetensis	species	PhysicalObject	1/4/2011	2011	7148442e-5140-4175-b06a-92eee529a1c6	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	254.6	1301616000000	1301616000000	1301616000000	2011	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bouvetensis	1	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	887373	887373	Colossendeis bouvetensis	[]	221	14722	-1.72	33.77	http://v3.boldsystems.org/pics/DSPYC/_DSC1655+1318279320.JPG | http://v3.boldsystems.org/pics/DSPYC/_DSC1656+1318279366.JPG	"""same as"":""https://v3.boldsystems.org/index.php/API_Public/combined?ids=DSPYC036-11"""	PS77_301-1.2.1
PreservedSpecimen	Pycnogonida	461	AQ	23	-64.914	-60.6113	2011-02-23	PS77	Colossendeidae	PS77_PS77/226-7	LINESTRING (-60.621 -64.9145, -60.60166667 -64.9135)	Colossendeis	EPSG:4326	Jana Domel		BAS	https://ror.org/01rhff309	Animalia	en	233.0	182.5	2	PS77_226-7.2	Present	Pantopoda	1	individuals	Arthropoda	96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/30175/1/644-2012%20ANT27-3%20RKnust.pdf	Colossendeis bouvetensis	Dietz, Pieper, Seefeldt & Leese, 2015	urn:lsid:marinespecies.org:taxname:887373	bouvetensis	species	PhysicalObject	23/02/2011	2011	8ad52ac6-2e62-413e-9cce-38eeaebfc20d	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	207.75	1298419200000	1298419200000	1298419200000	2011	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bouvetensis	1	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	887373	887373	Colossendeis bouvetensis	[]	207	4419			http://v3.boldsystems.org/pics/DSPYC/_DSC1652+1318278720.JPG | http://v3.boldsystems.org/pics/DSPYC/_DSC1651+1318278632.JPG	"""same as"":""https://v3.boldsystems.org/index.php/API_Public/combined?ids=DSPYC018-11"""	PS77_226-7.2
PreservedSpecimen	Pycnogonida	198	GS	25	-57.7063	-26.4886	2019-02-25	DY099	Colossendeidae	DY099_18	LINESTRING (-26.49095 -57.70762, -26.48633333 -57.70506667)	Colossendeis	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	NHMUK	urn:lsid:biocol.org:col:34665	Animalia	en	231.5	231.5	2	DY099_181	Present	Pantopoda	1	individuals	Arthropoda	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/dy099_research.pdf	Colossendeis bouvetensis	Dietz, Pieper, Seefeldt & Leese, 2015	urn:lsid:marinespecies.org:taxname:887373	bouvetensis	species	PhysicalObject	25/02/2019	2019	9432a16c-dcbf-46c4-95ca-983124b93319	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	231.5	1551052800000	1551052800000	1551052800000	2019	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bouvetensis	1	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	887373	887373	Colossendeis bouvetensis	[]	373	6214	-0.82	33.64			
PreservedSpecimen	Pycnogonida	263	AQ	10	-60.3243	-46.7699	2016-03-10	JR15005	Colossendeidae	JR15005_68	LINESTRING (-46.76719 -60.32237, -46.77263 -60.32624)	Colossendeis	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	852.0	732.0	3	JR15005_1299	Present	Pantopoda	1	individuals	Arthropoda	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	Colossendeis bouvetensis	Dietz, Pieper, Seefeldt & Leese, 2015	urn:lsid:marinespecies.org:taxname:887373	bouvetensis	species	PhysicalObject	10/3/2016	2016	a7a54acd-f60d-459d-8889-613e8814eec0	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	792.0	1457568000000	1457568000000	1457568000000	2016	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bouvetensis	1	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	887373	887373	Colossendeis bouvetensis	[]	859	26170	-0.83	33.81			JR15005_1299
PreservedSpecimen	Pycnogonida	198	GS	25	-57.7063	-26.4886	2019-02-25	DY099	Colossendeidae	DY099_18	LINESTRING (-26.49095 -57.70762, -26.48633333 -57.70506667)	Colossendeis	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	NHMUK	urn:lsid:biocol.org:col:34665	Animalia	en	231.5	231.5	2	DY099_482	Present	Pantopoda	1	individuals	Arthropoda	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/dy099_research.pdf	Colossendeis bouvetensis	Dietz, Pieper, Seefeldt & Leese, 2015	urn:lsid:marinespecies.org:taxname:887373	bouvetensis	species	PhysicalObject	25/02/2019	2019	aa9fa489-0151-409c-a322-b25bcb99cb80	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	231.5	1551052800000	1551052800000	1551052800000	2019	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bouvetensis	1	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	887373	887373	Colossendeis bouvetensis	[]	373	6214	-0.82	33.64			
