basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	38208	SOMBASE Pycnogonids	-53.7000007629	-41.2165985107	BAS	153	132	Austropallene bucera	urn:lsid:marinespecies.org:taxname:173037	0211d0df-638f-4f01-9ef0-5253c78a8c1c	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	142.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Austropallene	Austropallene bucera	2	1065	1274	1302	1358	379601	379609	1564	173034	173037	173037	Austropallene bucera	[]	140	38791	1.99	33.78
HumanObservation	38221	SOMBASE Pycnogonids	-60.4832992554	-47.0666007996	BAS	315	285	Austropallene bucera	urn:lsid:marinespecies.org:taxname:173037	2c4e4c3e-b8fa-4fed-bf00-90d44066ce7c	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	300.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Austropallene	Austropallene bucera	2	1065	1274	1302	1358	379601	379609	1564	173034	173037	173037	Austropallene bucera	[]	300	22046	-0.89	33.79
HumanObservation	38222	SOMBASE Pycnogonids	-60.6833000183	-47.0499992371	BAS	326	270	Austropallene bucera	urn:lsid:marinespecies.org:taxname:173037	300b6ec4-3f6c-417a-a50b-5d6f7b8440f8	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	298.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Austropallene	Austropallene bucera	2	1065	1274	1302	1358	379601	379609	1564	173034	173037	173037	Austropallene bucera	[]	302	23064	-0.95	33.77
HumanObservation	38209	SOMBASE Pycnogonids	-53.6166000366	-41.0	BAS	180	147	Austropallene bucera	urn:lsid:marinespecies.org:taxname:173037	3c9844f0-3c9a-4406-b821-9311b87f0931	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	163.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Austropallene	Austropallene bucera	2	1065	1274	1302	1358	379601	379609	1564	173034	173037	173037	Austropallene bucera	['DEPTH_EXCEEDS_BATH']	50	52845	1.92	33.78
HumanObservation	38210	SOMBASE Pycnogonids	-53.6815986633	-41.2715988159	BAS	135	135	Austropallene bucera	urn:lsid:marinespecies.org:taxname:173037	4e10e5c5-3c20-44e1-9dcd-b382e6fe5212	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	135.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Austropallene	Austropallene bucera	2	1065	1274	1302	1358	379601	379609	1564	173034	173037	173037	Austropallene bucera	[]	138	34953	2.0	33.78
HumanObservation	38213	SOMBASE Pycnogonids	-53.6333007812	-41.0332984924	BAS	147	137	Austropallene bucera	urn:lsid:marinespecies.org:taxname:173037	6c8cd8a6-513f-447b-9b5f-99e0e3524316	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	142.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Austropallene	Austropallene bucera	2	1065	1274	1302	1358	379601	379609	1564	173034	173037	173037	Austropallene bucera	[]	96	50542	1.94	33.78
HumanObservation	38207	SOMBASE Pycnogonids	-53.6166000366	-41.1833000183	BAS	135	128	Austropallene bucera	urn:lsid:marinespecies.org:taxname:173037	6fec12aa-a475-4856-abf1-55005343ea25	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	131.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Austropallene	Austropallene bucera	2	1065	1274	1302	1358	379601	379609	1564	173034	173037	173037	Austropallene bucera	[]	80	40798	1.98	33.78
HumanObservation	37423	SOMBASE Pycnogonids	-67.5832977295	45.5833015442	BAS	280	280	Austropallene bucera	urn:lsid:marinespecies.org:taxname:173037	7210367a-be7a-4bc4-a81e-e32d29cdad08	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	280.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Austropallene	Austropallene bucera	2	1065	1274	1302	1358	379601	379609	1564	173034	173037	173037	Austropallene bucera	[]	287	11020	-1.77	33.61
HumanObservation	38212	SOMBASE Pycnogonids	-53.6333007812	-40.9500007629	BAS	160	155	Austropallene bucera	urn:lsid:marinespecies.org:taxname:173037	7eb19fd3-93c0-4243-afbe-14e513971069	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	157.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Austropallene	Austropallene bucera	2	1065	1274	1302	1358	379601	379609	1564	173034	173037	173037	Austropallene bucera	[]	108	56029	1.92	33.78
HumanObservation	38211	SOMBASE Pycnogonids	-53.6500015259	-41.1500015259	BAS	130	127	Austropallene bucera	urn:lsid:marinespecies.org:taxname:173037	ab3d7268-3be6-4c46-807c-e9b857e9c353	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	128.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Austropallene	Austropallene bucera	2	1065	1274	1302	1358	379601	379609	1564	173034	173037	173037	Austropallene bucera	[]	130	42806	1.96	33.78
