basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	datasetID	datasetName	day	decimalLatitude	decimalLongitude	eventDate	eventID	eventTime	family	fieldNumber	footprintSRS	genus	identifiedBy	kingdom	language	locality	maximumDepthInMeters	minimumDepthInMeters	modified	month	occurrenceID	occurrenceStatus	order	phylum	recordedBy	samplingProtocol	scientificName	scientificNameID	specificEpithet	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	accessRights	country	disposition	endDayOfYear	footprintWKT	geodeticDatum	individualCount	institutionCode	island	license	originalNameUsage	ownerInstitutionCode	preparations	rightsHolder	scientificNameAuthorship	startDayOfYear	type	verbatimCoordinates	verbatimDepth	verbatimEventDate	verbatimLatitude	verbatimLocality	verbatimLongitude	waterBody	sst	sss	eventRemarks
HumanObservation	25192	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	35.0	-6.0	1984-06-01T00:00:00+00:00	Rock sledge_198461_DR/D-42_NA	00:00:00+00:00	Rhynchothoracidae	DR/D-42	EPSG:4326	Rhynchothorax	STOCK Jan	Animalia	en	Detroit de Gibraltar	133	133	2022-01-18 09:29:51	6	Ifremer_bio_dba_25192	present	Pantopoda	Arthropoda	BOUCHET Philippe	Rock sledge	Rhynchothorax mediterraneus	urn:lsid:marinespecies.org:taxname:134750	mediterraneus	1984	3df58547-7c79-4f3d-8b99-7d4bbe67c42e	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	133.0	454896000000	454896000000	454896000000	1984	False	False	True	False	Biota	Chelicerata	Eupantopodida	Rhynchothoracoidea	Rhynchothorax mediterraneus	1.0	2	1065	1274	1302	1358	379601	379612	22618	134596	134750	134750	Rhynchothorax mediterraneus	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-82	-21152																											
PreservedSpecimen	12928	Pycnogonida	S	100		Bishop Museum Marine Invertebrates Specimens	11	23.8667	-166.305	2000-09-11			Rhynchothoracidae			Rhynchothorax	C. A. Child	Animalia	en	French Frigate Shoals	10	5		9	216f9b56-cf85-4c92-9681-9993ae3a1535	present	Pantopoda	Arthropoda			Rhynchothorax mediterraneus	urn:lsid:marinespecies.org:taxname:134750	mediterraneus	2000	4a5b3155-f2ee-430f-92c4-2c623df67176	10b213e6-a9c4-459e-a40c-ef9edc461b97	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	7.5	968630400000	968630400000	968630400000	2000	False	False	True	False		Chelicerata	Eupantopodida	Rhynchothoracoidea	Rhynchothorax mediterraneus		2	1065	1274	1302	1358	379601	379612	22618	134596	134750	134750	Rhynchothorax mediterraneus	[]	9	1683	http://www.vertnet.org/resources/norms.html	Northwestern Hawaiian Islands	in collection	255	POINT (-166.30500 23.86670)	WGS84	2	BPBM	Northwestern Hawaiian Islands	http://creativecommons.org/publicdomain/zero/1.0	Rhynchothorax mediterraneus	BPBM	2 alcoholic	Bernice Pauahi Bishop Museum	Costa, 1861	255	PhysicalObject	"(23° 52' N, 166° 18' 16.8"" W)"	5.00-10.00	2000-09-11	23°52'N	"Pacific Ocean; North Subtropical Oceania; Northwestern Hawaiian Islands; Northwestern Hawaiian Islands; French Frigate Shoals (23° 52' N, 166° 18' 16.8"" W)"	"166°18'16.8""W"	Pacific Ocean	25.4	35.35	
PreservedSpecimen	12929	Pycnogonida	S	100		Bishop Museum Marine Invertebrates Specimens	11	23.875	-166.295	2000-09-11			Rhynchothoracidae			Rhynchothorax	C. A. Child	Animalia	en	French Frigate Shoals	12	5		9	e34c877f-a723-4574-bff1-62a377877192	present	Pantopoda	Arthropoda			Rhynchothorax mediterraneus	urn:lsid:marinespecies.org:taxname:134750	mediterraneus	2000	5640d95b-a209-4c35-9f78-f9644381f1a8	10b213e6-a9c4-459e-a40c-ef9edc461b97	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	8.5	968630400000	968630400000	968630400000	2000	False	False	True	False		Chelicerata	Eupantopodida	Rhynchothoracoidea	Rhynchothorax mediterraneus		2	1065	1274	1302	1358	379601	379612	22618	134596	134750	134750	Rhynchothorax mediterraneus	[]	6	915	http://www.vertnet.org/resources/norms.html	Northwestern Hawaiian Islands	in collection	255	POINT (-166.29500 23.87500)	WGS84	3	BPBM	Northwestern Hawaiian Islands	http://creativecommons.org/publicdomain/zero/1.0	Rhynchothorax mediterraneus	BPBM	3 alcoholic	Bernice Pauahi Bishop Museum	Costa, 1861	255	PhysicalObject	"(23° 52' 30"" N, 166° 17' 40.8"" W)"	5.00-12.00	2000-09-11	"23°52'30""N"	"Pacific Ocean; North Subtropical Oceania; Northwestern Hawaiian Islands; Northwestern Hawaiian Islands; French Frigate Shoals (23° 52' 30"" N, 166° 17' 40.8"" W)"	"166°17'40.8""W"	Pacific Ocean	25.4	35.35	
PreservedSpecimen	12932	Pycnogonida	S	100		Bishop Museum Marine Invertebrates Specimens	12	23.8749	-166.251	2000-09-12			Rhynchothoracidae			Rhynchothorax	C. A. Child	Animalia	en	French Frigate Shoals	17	10		9	af58a9a3-3282-44c3-891e-d8e2102a5507	present	Pantopoda	Arthropoda			Rhynchothorax mediterraneus	urn:lsid:marinespecies.org:taxname:134750	mediterraneus	2000	61e0296f-326d-475a-977e-7dffce1d76de	10b213e6-a9c4-459e-a40c-ef9edc461b97	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	13.5	968716800000	968716800000	968716800000	2000	False	False	True	False		Chelicerata	Eupantopodida	Rhynchothoracoidea	Rhynchothorax mediterraneus		2	1065	1274	1302	1358	379601	379612	22618	134596	134750	134750	Rhynchothorax mediterraneus	[]	2	65	http://www.vertnet.org/resources/norms.html	Northwestern Hawaiian Islands	in collection	256	POINT (-166.25100 23.87490)	WGS84	2	BPBM	French Frigate Shoals	http://creativecommons.org/publicdomain/zero/1.0	Rhynchothorax mediterraneus	BPBM	2 alcoholic	Bernice Pauahi Bishop Museum	Costa, 1861	256	PhysicalObject	"(23° 52' 29.64"" N, 166° 15' 1.8"" W)"	10.00-17.00	2000-09-12	"23°52'29.64""N"	"Pacific Ocean; North Subtropical Oceania; Northwestern Hawaiian Islands; French Frigate Shoals (23° 52' 29.64"" N, 166° 15' 1.8"" W)"	"166°15'1.8""W"	Pacific Ocean	25.4	35.35	
PreservedSpecimen	15332	Pycnogonida	S	100		Bishop Museum Marine Invertebrates Specimens	11	23.875	-166.295	2000-09-11			Rhynchothoracidae			Rhynchothorax		Animalia	en	French Frigate Shoals	12	5	9/04/2012 0:00:00	9	6120a264-88ac-4bf0-8142-cf922caba254	present	Pantopoda	Arthropoda			Rhynchothorax mediterraneus	urn:lsid:marinespecies.org:taxname:134750	mediterraneus	2000	fd3bffb7-40b4-4348-ac51-771414b3128c	10b213e6-a9c4-459e-a40c-ef9edc461b97	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	8.5	968630400000	968630400000	968630400000	2000	False	False	True	False		Chelicerata	Eupantopodida	Rhynchothoracoidea	Rhynchothorax mediterraneus		2	1065	1274	1302	1358	379601	379612	22618	134596	134750	134750	Rhynchothorax mediterraneus	[]	6	915	http://www.vertnet.org/resources/norms.html	Northwestern Hawaiian Islands	in collection	255	POINT (-166.29500 23.87500)	WGS84	2	BPBM	French Frigate Shoals	http://creativecommons.org/publicdomain/zero/1.0	Rhynchothorax mediterraneus	BPBM	2 alcoholic	Bernice Pauahi Bishop Museum	Costa, 1861	255	PhysicalObject	(23° 52.5' N, 166° 17.68' W)	5.00-12.00	2000-09-11	23°52.5'N	Pacific Ocean; North Subtropical Oceania; Northwestern Hawaiian Islands; French Frigate Shoals (23° 52.5' N, 166° 17.68' W)	166°17.68'W	Pacific Ocean	25.4	35.35	shallows
