basisOfRecord	bibliographicCitation	catalogNumber	class	collectionCode	datasetID	day	decimalLatitude	decimalLongitude	eventDate	family	genus	institutionCode	kingdom	locality	modified	month	occurrenceID	occurrenceStatus	order	phylum	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	typeStatus	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	associatedReferences	coordinatePrecision	identifiedBy	maximumDepthInMeters	minimumDepthInMeters	occurrenceRemarks	verbatimDepth	waterBody	depth
PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ascorhynchus colei</i> Hedgpeth, 1943. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240009	sm_id_1685	Pycnogonida	WoRMS type localities	https://marineinfo.org/id/dataset/5184	2	24.63	-81.11	1872-04-02	Ascorhynchidae	Ascorhynchus	WoRMS Editorial Board	Animalia	Florida Strait	2007-06-20 15:52:33	4	WoRMS Editorial Board:WoRMS type localities:sm_id_1685	present	Pantopoda	Arthropoda	http://www.marinespecies.org/aphia.php?p=specdetails&id=1685	Ascorhynchus colei	Hedgpeth, 1943	urn:lsid:marinespecies.org:taxname:240009	colei	holotype	1872	0e50230f-d836-454f-9298-6c8dc7a508e3	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	-3084652800000.0	-3084652800000.0	-3084652800000.0	1872.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus colei	1	2	1065	1274	1302	1358	379601	379608	379788	134571	240009	240009	Ascorhynchus colei	['NO_DEPTH']	6	6466	26.94	36.05									
HumanObservation	Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/	Spp-43-005_C1	Pycnogonida	B89PII			23.0251464844	-82.887260437		Ascorhynchidae	Ascorhynchus	HRI	Animalia	ESE  Gulf of Mexico					Pantopoda	Arthropoda		Ascorhynchus colei	Hedgpeth,	urn:lsid:marinespecies.org:taxname:240009				22e092cb-28d2-4c8c-8559-d9c3893e1fbb	d1001fdc-d4a2-4d01-bcd2-2e122f2ca537	['310922b4-9d0c-4de1-92d7-9b442d34765b']					False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus colei	1	2	1065	1274	1302	1358	379601	379608	379788	134571	240009	240009	Ascorhynchus colei	['DEPTH_EXCEEDS_BATH']	126	466	27.69	35.98	Child, C. A. 2009. Pycnogonida and Xiphosura (Cheliceriformes) of the Gulf of Mexico, Pp. 815-820.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.	249350.0	Child, C. A.	293.0	0.0	Database description and disclaimer at: http://gulfbase.org/	0-293	Gulf of Mexico	146.5
HumanObservation	Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/	Spp-43-005_C3	Pycnogonida	B89PII			23.0265483856	-82.8923110962		Ascorhynchidae	Ascorhynchus	HRI	Animalia	ESE  Gulf of Mexico					Pantopoda	Arthropoda		Ascorhynchus colei	Hedgpeth,	urn:lsid:marinespecies.org:taxname:240009				41b8428d-6f98-40f6-84b5-95225726de5d	d1001fdc-d4a2-4d01-bcd2-2e122f2ca537	['310922b4-9d0c-4de1-92d7-9b442d34765b']					False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus colei	1	2	1065	1274	1302	1358	379601	379608	379788	134571	240009	240009	Ascorhynchus colei	['DEPTH_EXCEEDS_BATH']	109	644	27.69	35.98	Child, C. A. 2009. Pycnogonida and Xiphosura (Cheliceriformes) of the Gulf of Mexico, Pp. 815-820.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.	248810.0	Child, C. A.	293.0	0.0	Database description and disclaimer at: http://gulfbase.org/	0-293	Gulf of Mexico	146.5
HumanObservation	Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/	Spp-43-005_C4	Pycnogonida	B89PII			23.0369167328	-82.928817749		Ascorhynchidae	Ascorhynchus	HRI	Animalia	ESE  Gulf of Mexico					Pantopoda	Arthropoda		Ascorhynchus colei	Hedgpeth,	urn:lsid:marinespecies.org:taxname:240009				85144f9d-849a-42c1-a022-f49a67692a60	d1001fdc-d4a2-4d01-bcd2-2e122f2ca537	['310922b4-9d0c-4de1-92d7-9b442d34765b']					False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus colei	1	2	1065	1274	1302	1358	379601	379608	379788	134571	240009	240009	Ascorhynchus colei	[]	451	2084	27.7	35.97	Child, C. A. 2009. Pycnogonida and Xiphosura (Cheliceriformes) of the Gulf of Mexico, Pp. 815-820.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.	262350.0	Child, C. A.	293.0	0.0	Database description and disclaimer at: http://gulfbase.org/	0-293	Gulf of Mexico	146.5
HumanObservation	Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/	Spp-43-005_C2	Pycnogonida	B89PII			24.7805652618	-82.3406906128		Ascorhynchidae	Ascorhynchus	HRI	Animalia	ESE  Gulf of Mexico					Pantopoda	Arthropoda		Ascorhynchus colei	Hedgpeth,	urn:lsid:marinespecies.org:taxname:240009				a0e50cec-0c9a-4351-8ae9-85449852678b	d1001fdc-d4a2-4d01-bcd2-2e122f2ca537	['310922b4-9d0c-4de1-92d7-9b442d34765b']					False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus colei	1	2	1065	1274	1302	1358	379601	379608	379788	134571	240009	240009	Ascorhynchus colei	['DEPTH_EXCEEDS_BATH']	26	28843	26.37	36.14	Child, C. A. 2009. Pycnogonida and Xiphosura (Cheliceriformes) of the Gulf of Mexico, Pp. 815-820.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.	195770.0	Child, C. A.	293.0	0.0	Database description and disclaimer at: http://gulfbase.org/	0-293	Gulf of Mexico	146.5
