basisOfRecord	catalogNumber	class	collectionCode	coordinatePrecision	coordinateUncertaintyInMeters	decimalLatitude	decimalLongitude	eventDate	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	country	bibliographicCitation	datasetID	maximumDepthInMeters	minimumDepthInMeters	references	scientificNameAuthorship	typeStatus	depth	superdomain	superdomainid
PreservedSpecimen	P.13680	Pycnogonida	co113	0.0896	10000	-34.083	151.25	1898-03-11	Ammotheidae	POINT (151.25000 -34.08300)	Ammothella	AM	Animalia	3 - 4 km off Botany Bay	2017-03-02T11:16:17	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13680	present	Arthropoda	Ammothella thetidis	urn:lsid:marinespecies.org:taxname:239753	Female	thetidis	species	2503a514-b73a-4311-a4f9-4e787f585141	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-2266099200000.0	-2266099200000.0	-2266099200000.0	1898.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammothella thetidis	2	1065	1274	1302	1358	379601	379608	1562	134570	239753	239753	Ammothella thetidis	['NO_DEPTH']	104	5557	20.48	35.54											
PreservedSpecimen	P.59282	Pycnogonida	co113	0.0009	100	-33.96982	151.18599	1994-07-18	Ammotheidae	POINT (151.18599 -33.96982)	Ammothella	AM	Animalia	Botany Bay	2017-03-02T15:37:57	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.59282	present	Arthropoda	Ammothella thetidis	urn:lsid:marinespecies.org:taxname:239753		thetidis	species	31d5f1b0-087a-45f8-a615-6ce818b04436	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	774489600000.0	774489600000.0	774489600000.0	1994.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammothella thetidis	2	1065	1274	1302	1358	379601	379608	1562	134570	239753	239753	Ammothella thetidis	['NO_DEPTH']	1	296	20.31	35.53	Australia										
PreservedSpecimen	P.13679	Pycnogonida	co113	0.0896	10000	-34.166	151.183	1898-03-22	Ammotheidae	POINT (151.18300 -34.16600)	Ammothella	AM	Animalia	5.5 - 6.5 km off Wattamolla	2017-03-02T11:16:17	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13679	present	Arthropoda	Ammothella thetidis	urn:lsid:marinespecies.org:taxname:239753	Female	thetidis	species	6865af47-6851-428a-88f5-a1fcafadb957	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-2265148800000.0	-2265148800000.0	-2265148800000.0	1898.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammothella thetidis	2	1065	1274	1302	1358	379601	379608	1562	134570	239753	239753	Ammothella thetidis	['NO_DEPTH']	99	5950	20.37	35.54											
PreservedSpecimen	P.13678	Pycnogonida	co113	0.0896	10000	-34.166	151.183	1898-03-22	Ammotheidae	POINT (151.18300 -34.16600)	Ammothella	AM	Animalia	5.5 - 6.5 km off Wattamolla	2017-03-02T11:16:17	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13678	present	Arthropoda	Ammothella thetidis	urn:lsid:marinespecies.org:taxname:239753	Female	thetidis	species	a7d7933e-1431-4f1e-97b0-1f281899a1af	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-2265148800000.0	-2265148800000.0	-2265148800000.0	1898.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammothella thetidis	2	1065	1274	1302	1358	379601	379608	1562	134570	239753	239753	Ammothella thetidis	['NO_DEPTH']	99	5950	20.37	35.54											
PreservedSpecimen	sm_id_1553	Pycnogonida	WoRMS type localities			-33.97	151.17		Ammotheidae		Ammothella	WoRMS Editorial Board	Animalia	Tasman Sea	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1553	present	Arthropoda	Ammothella thetidis	urn:lsid:marinespecies.org:taxname:239753		thetidis		b06bd6d2-48dc-485a-9878-998cdb111104	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']					False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammothella thetidis	2	1065	1274	1302	1358	379601	379608	1562	134570	239753	239753	Ammothella thetidis	['DEPTH_EXCEEDS_BATH']	1	907	20.31	35.53		Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothella thetidis</i> Clark, 1963. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239753	https://marineinfo.org/id/dataset/5184	115.0	107.0	http://www.marinespecies.org/aphia.php?p=specdetails&id=1553	Clark, 1963	holotype	111.0	Biota	1.0
PreservedSpecimen	P.13677	Pycnogonida	co113	0.0896	10000	-34.166	151.183	1898-03-22	Ammotheidae	POINT (151.18300 -34.16600)	Ammothella	AM	Animalia	5.5 - 6.5 km off Wattamolla	2017-03-02T11:16:16	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13677	present	Arthropoda	Ammothella thetidis	urn:lsid:marinespecies.org:taxname:239753	Male	thetidis	species	ba66fc36-61d0-40db-bbbf-4cddfa5ee92b	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-2265148800000.0	-2265148800000.0	-2265148800000.0	1898.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammothella thetidis	2	1065	1274	1302	1358	379601	379608	1562	134570	239753	239753	Ammothella thetidis	['NO_DEPTH']	99	5950	20.37	35.54											
PreservedSpecimen	P.13681	Pycnogonida	co113	0.0896	10000	-34.05833	151.20833	1898-03-10	Ammotheidae	POINT (151.20833 -34.05833)	Ammothella	AM	Animalia	2 - 3 km off Port Hacking	2017-03-02T11:16:17	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13681	present	Arthropoda	Ammothella thetidis	urn:lsid:marinespecies.org:taxname:239753	Male	thetidis	species	dabfcedb-c612-40db-b7af-fef06c36d1e9	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-2266185600000.0	-2266185600000.0	-2266185600000.0	1898.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammothella thetidis	2	1065	1274	1302	1358	379601	379608	1562	134570	239753	239753	Ammothella thetidis	['NO_DEPTH']	24	1873	20.37	35.53	Australia										
