basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	subfamily	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	37198	SOMBASE Pycnogonids	-61.6166000366	-53.6833000183	BAS	435	400	Colossendeis enigmatica	urn:lsid:marinespecies.org:taxname:239966	af9eb822-19d1-4ec5-932e-1f9b6d1bcb4a	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	417.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis enigmatica	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239966	239966	Colossendeis enigmatica	[]	464	39668	-0.91	34.02
HumanObservation	37197	SOMBASE Pycnogonids	-60.7666015625	-53.9165992737	BAS	335	315	Colossendeis enigmatica	urn:lsid:marinespecies.org:taxname:239966	e3f4f0f8-a62f-4daf-ac67-ee0f7676633e	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	325.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis enigmatica	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239966	239966	Colossendeis enigmatica	[]	1740	40452	-0.51	34.01
