associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	typeStatus	superdomain	superdomainid	stateProvince	coordinatePrecision	occurrenceRemarks	verbatimDepth
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	154669.118084	Invertebrate Zoology: Crustacea	United States	15	24.466999054	-83.5	observedindividualcount=1;	1956-06-15T12:00:00Z	Child, C. Allan	1.0	USNM	Straits Of Florida, SW Of Dry Tortugas	402.0	402	6	Alcohol (Ethanol)	Anoplodactylus pharus	Stock	urn:lsid:marinespecies.org:taxname:239745	female	North Atlantic Ocean	1956	09de06a0-db70-4213-a8da-80f69aa678a8	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	402.0	-427507200000.0	-427507200000.0	-427507200000.0	1956.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Phoxichilidoidea	Phoxichilidiidae	Anoplodactylus	Anoplodactylus pharus	2	1065	1274	1302	1358	379601	379610	14469	134592	239745	239745	Anoplodactylus pharus	[]	370	60707	26.89	36.0													
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Anoplodactylus pharus</i> Stock, 1975. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239745	sm_id_749	WoRMS type localities		4	25.82	-79.99		1962-05-04			WoRMS Editorial Board	Florida Strait		256	5		Anoplodactylus pharus	Stock, 1975	urn:lsid:marinespecies.org:taxname:239745			1962	3ae0ed86-0ec2-4290-8381-bb48c8dd34ee	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	256.0	-241833600000.0	-241833600000.0	-241833600000.0	1962.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Phoxichilidoidea	Phoxichilidiidae	Anoplodactylus	Anoplodactylus pharus	2	1065	1274	1302	1358	379601	379610	14469	134592	239745	239745	Anoplodactylus pharus	[]	311	12997	27.24	36.01	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_749	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=749	pharus	holotype	Biota	1.0				
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	154808.118203	Invertebrate Zoology: Crustacea		11	16.6669998169	-82.8600006104	observedindividualcount=1;	1960-03-11T12:00:00Z	Child, C. Allan	1.0	USNM	Off Honduras, SW Of Explorer Tablemount	669.0	366	3	Alcohol (Ethanol)	Anoplodactylus pharus	Stock	urn:lsid:marinespecies.org:taxname:239745	male	North Atlantic Ocean	1960	41b370e0-7b8a-46f2-8e2e-2157fc101ba0	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	517.5	-309571200000.0	-309571200000.0	-309571200000.0	1960.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Phoxichilidoidea	Phoxichilidiidae	Anoplodactylus	Anoplodactylus pharus	2	1065	1274	1302	1358	379601	379610	14469	134592	239745	239745	Anoplodactylus pharus	['DEPTH_EXCEEDS_BATH']	215	85552	28.27	35.76													
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	149230.112746	Invertebrate Zoology: Crustacea	United States	4	25.8169994354	-79.983001709	observedindividualcount=1;	1962-05-04T12:00:00Z	Stock, Jan H.	1.0	USNM	Straits Of Florida, Off Mile	256.0	256	5	Alcohol (Ethanol); Slide	Anoplodactylus pharus	Stock	urn:lsid:marinespecies.org:taxname:239745	female	North Atlantic Ocean	1962	5981d445-8b96-4bc3-8ccc-5c47803d4740	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	256.0	-241833600000.0	-241833600000.0	-241833600000.0	1962.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Phoxichilidoidea	Phoxichilidiidae	Anoplodactylus	Anoplodactylus pharus	2	1065	1274	1302	1358	379601	379610	14469	134592	239745	239745	Anoplodactylus pharus	[]	303	13720	27.24	36.01							Holotype			Florida			
Child, C. A. 2009. Pycnogonida and Xiphosura (Cheliceriformes) of the Gulf of Mexico, Pp. 815-820.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.	HumanObservation	Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/	Spp-43-052_C4	B89PII			23.0369167328	-82.928817749			Child, C. A.		HRI	ESE  Gulf of Mexico	256.0	256			Anoplodactylus pharus	Stock,	urn:lsid:marinespecies.org:taxname:239745		Gulf of Mexico		5e6dd321-371c-439a-b7a6-1456c2e908e8	d1001fdc-d4a2-4d01-bcd2-2e122f2ca537	['310922b4-9d0c-4de1-92d7-9b442d34765b']	256.0					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Phoxichilidoidea	Phoxichilidiidae	Anoplodactylus	Anoplodactylus pharus	2	1065	1274	1302	1358	379601	379610	14469	134592	239745	239745	Anoplodactylus pharus	[]	451	2084	27.7	35.97								Biota	1.0		262350.0	Database description and disclaimer at: http://gulfbase.org/	256-256
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	222007.175961	Invertebrate Zoology: Crustacea	United States	25	27.5033302307	-79.8199996948	observedindividualcount=1;	1982-06-25T12:00:00Z	Child, C. Allan	1.0	USNM	Off Fort Pierce	318.0	318	6	Alcohol (Ethanol)	Anoplodactylus pharus	Stock	urn:lsid:marinespecies.org:taxname:239745	male	North Atlantic Ocean	1982	a321061b-4773-4407-b608-b3d2fa3d357c	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	318.0	393811200000.0	393811200000.0	393811200000.0	1982.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Phoxichilidoidea	Phoxichilidiidae	Anoplodactylus	Anoplodactylus pharus	2	1065	1274	1302	1358	379601	379610	14469	134592	239745	239745	Anoplodactylus pharus	[]	312	44612	26.73	36.04										Florida			
