basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	coordinateUncertaintyInMeters	datasetName	day	eventDate	eventID	fieldNumber	footprintWKT	geodeticDatum	individualCount	language	locality	modified	month	occurrenceID	occurrenceRemarks	occurrenceStatus	samplingProtocol	scientificNameAuthorship	specificEpithet	startDayOfYear	waterBody	year	date_start	date_mid	date_end	date_year
HumanObservation	34717	SOMBASE Pycnogonids	-62.1333007812	-58.4500007629	BAS	391	391	Achelia serratipalpis	urn:lsid:marinespecies.org:taxname:172863	0457a572-214f-48a7-a288-372650d3fdba	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	391.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Achelia	Achelia serratipalpis	2	1065	1274	1302	1358	379601	379608	1562	134568	172863	172863	Achelia serratipalpis	['DEPTH_EXCEEDS_BATH']	286	1691	-0.5	34.04																										
HumanObservation	39661	SOMBASE Pycnogonids	-62.9476013184	-60.6556015015	BAS	167	167	Achelia serratipalpis	urn:lsid:marinespecies.org:taxname:172863	1d75c61e-657a-43f1-92c4-4469b025389b	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	167.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Achelia	Achelia serratipalpis	2	1065	1274	1302	1358	379601	379608	1562	134568	172863	172863	Achelia serratipalpis	['DEPTH_EXCEEDS_BATH']	85	1671	-0.46	33.91																										
HumanObservation	Stn 195 Achelia serratipalpis	Discovery Reports	-62.1167	-58.475	NIWA	391	391	Achelia serratipalpis	urn:lsid:marinespecies.org:taxname:172863	27b715af-ca7f-454f-8d11-bf99c1634152	364e5a12-8028-4329-be50-fc548c2d6ce4	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	391.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Achelia	Achelia serratipalpis	2	1065	1274	1302	1358	379601	379608	1562	134568	172863	172863	Achelia serratipalpis	['DEPTH_EXCEEDS_BATH']	-15	702	-0.5	34.04	500	Discovery Expedition Biological Reports	30	1927-03-30	164	Stn 195	POINT (-58.475 -62.1167)	WGS84	7	en	Admiralty Bay, King George Island, South Shetlands	2019-03-15	3	5510	Large dredge, heavy pattern, 1.2m in length	present	Large dredge, heavy pattern, 1.2m in length	(Bouvier, 1911)	serratipalpis	89	Southern Ocean	1927	-1349395200000.0	-1349395200000.0	-1349395200000.0	1927.0
HumanObservation	39610	SOMBASE Pycnogonids	-62.7256011963	-60.451499939	BAS	56	56	Achelia serratipalpis	urn:lsid:marinespecies.org:taxname:172863	33e09bb2-f0a4-414b-8c78-b32f4967f59a	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	56.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Achelia	Achelia serratipalpis	2	1065	1274	1302	1358	379601	379608	1562	134568	172863	172863	Achelia serratipalpis	[]	139	1163	-0.42	33.94																										
HumanObservation	34388	SOMBASE Pycnogonids	-66.9000015259	142.666702271	BAS	45	45	Achelia serratipalpis	urn:lsid:marinespecies.org:taxname:172863	3718b77c-5983-406f-835d-e1171646b018	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	45.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Achelia	Achelia serratipalpis	2	1065	1274	1302	1358	379601	379608	1562	134568	172863	172863	Achelia serratipalpis	[]	137	6711	-1.67	33.97																										
HumanObservation	39663	SOMBASE Pycnogonids	-62.7352981567	-60.4616012573	BAS	80	80	Achelia serratipalpis	urn:lsid:marinespecies.org:taxname:172863	9ffe0005-c7a1-450d-b45a-00e0b40bcd73	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Achelia	Achelia serratipalpis	2	1065	1274	1302	1358	379601	379608	1562	134568	172863	172863	Achelia serratipalpis	[]	158	2241	-0.42	33.94																										
HumanObservation	39662	SOMBASE Pycnogonids	-62.6595001221	-60.6436004639	BAS	182	182	Achelia serratipalpis	urn:lsid:marinespecies.org:taxname:172863	e723faa6-74c5-4ad7-9906-b64fd9af5c92	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	182.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Achelia	Achelia serratipalpis	2	1065	1274	1302	1358	379601	379608	1562	134568	172863	172863	Achelia serratipalpis	['DEPTH_EXCEEDS_BATH']	117	1538	-0.38	33.94																										
HumanObservation	39660	SOMBASE Pycnogonids	-62.761100769	-60.5376014709	BAS	427	427	Achelia serratipalpis	urn:lsid:marinespecies.org:taxname:172863	eddb0dd0-13c6-48e2-8d2c-fe2848999c0d	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	427.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Achelia	Achelia serratipalpis	2	1065	1274	1302	1358	379601	379608	1562	134568	172863	172863	Achelia serratipalpis	[]	370	7050	-0.42	33.93																										
HumanObservation	34718	SOMBASE Pycnogonids	-8.67080020905	13.2292003632	BAS	65	64	Achelia serratipalpis	urn:lsid:marinespecies.org:taxname:172863	f5274e64-2759-4465-b1ff-3d598901e812	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	64.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Achelia	Achelia serratipalpis	2	1065	1274	1302	1358	379601	379608	1562	134568	172863	172863	Achelia serratipalpis	[]	61	10562	24.59	33.52																										
