basisOfRecord	catalogNumber	class	coordinateUncertaintyInMeters	countryCode	day	decimalLatitude	decimalLongitude	eventDate	eventID	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	identifiedByID	institutionCode	institutionID	kingdom	language	maximumDepthInMeters	minimumDepthInMeters	month	occurrenceID	occurrenceStatus	order	organismQuantity	organismQuantityType	phylum	preparations	samplingProtocol	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	type	verbatimEventDate	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
PreservedSpecimen	JR17003a_0332-3	Pycnogonida	286	AQ	6	-63.8083	-58.0679	2018-03-06	JR17003a	Pallenopsidae	JR17003a_046	LINESTRING (-58.06523 -63.80603, -58.07064 -63.81058)	Pallenopsis	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	870	844	3	JR17003a_0332-3	Present	Pantopoda	4	individuals	Arthropoda	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	Pallenopsis rotunda	Cano-Sánchez & López-González, 2019	urn:lsid:marinespecies.org:taxname:1442368	rotunda	species	PhysicalObject	6/3/2018	2018	0849bc6d-c024-4647-88cf-404a686c69f7	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	857	1520294400000	1520294400000	1520294400000	2018	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis rotunda	1	2	1065	1274	1302	1358	379601	379609	236317	134593	1442368	1442368	Pallenopsis rotunda	[]	844	3550	-1.41	33.39
PreservedSpecimen	JR17003a_0332-3a	Pycnogonida	286	AQ	6	-63.8083	-58.0679	2018-03-06	JR17003a	Pallenopsidae	JR17003a_046	LINESTRING (-58.06523 -63.80603, -58.07064 -63.81058)	Pallenopsis	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	870	844	3	JR17003a_0332-3a	Present	Pantopoda	1	individuals	Arthropoda	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	Pallenopsis rotunda	Cano-Sánchez & López-González, 2019	urn:lsid:marinespecies.org:taxname:1442368	rotunda	species	PhysicalObject	6/3/2018	2018	a1be68f5-9828-478e-bd4c-3e9564800587	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	857	1520294400000	1520294400000	1520294400000	2018	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis rotunda	1	2	1065	1274	1302	1358	379601	379609	236317	134593	1442368	1442368	Pallenopsis rotunda	[]	844	3550	-1.41	33.39
PreservedSpecimen	JR17003a_0332-8	Pycnogonida	286	AQ	6	-63.8083	-58.0679	2018-03-06	JR17003a	Pallenopsidae	JR17003a_046	LINESTRING (-58.06523 -63.80603, -58.07064 -63.81058)	Pallenopsis	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	870	844	3	JR17003a_0332-8	Present	Pantopoda	1	individuals	Arthropoda	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	Pallenopsis rotunda	Cano-Sánchez & López-González, 2019	urn:lsid:marinespecies.org:taxname:1442368	rotunda	species	PhysicalObject	6/3/2018	2018	ffbb870f-5c90-4e6c-98db-6d874be6b35e	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	857	1520294400000	1520294400000	1520294400000	2018	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis rotunda	1	2	1065	1274	1302	1358	379601	379609	236317	134593	1442368	1442368	Pallenopsis rotunda	[]	844	3550	-1.41	33.39
