associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234564.186321	Invertebrate Zoology: Crustacea	Ecuador	10	-3.31699991226	-80.7170028687	observedindividualcount=1;	1966-09-10T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Outer Gulf	80	80	9	Alcohol (Ethanol)	Prototrygaeus contrarius	Child	urn:lsid:marinespecies.org:taxname:240052	male	Holotype	South Pacific Ocean	1966	133243b4-43a4-4249-851a-1aa35521fda1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80	-104457600000	-104457600000	-104457600000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Prototrygaeus	Prototrygaeus contrarius	2	1065	1274	1302	1358	379601	379608	1562	236276	240052	240052	Prototrygaeus contrarius	[]	84	31600	24.1	34.02	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234565.186322	Invertebrate Zoology: Crustacea	Ecuador	10	-3.31699991226	-80.7170028687	observedindividualcount=1;	1966-09-10T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Outer Gulf	80	80	9	Alcohol (Ethanol)	Prototrygaeus contrarius	Child	urn:lsid:marinespecies.org:taxname:240052		Paratype	South Pacific Ocean	1966	ae7145d7-1de5-4655-90c5-76ccd51a793e	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80	-104457600000	-104457600000	-104457600000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Prototrygaeus	Prototrygaeus contrarius	2	1065	1274	1302	1358	379601	379608	1562	236276	240052	240052	Prototrygaeus contrarius	[]	84	31600	24.1	34.02	juvenile
