associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234679.186404	Invertebrate Zoology: Crustacea	Argentina	16	-51.8670005798	-66.8330001831	observedindividualcount=1;	1960-05-16T12:00:00Z	Child, C. Allan	1.0	USNM	Tierra Del Fuego	101	101	5	Alcohol (Ethanol)	Nymphon arcuatum	Child	urn:lsid:marinespecies.org:taxname:240166	female	Tierra del Fuego	Paratype	South Atlantic Ocean	1960	342eae9c-73df-47ab-a985-a1d2fc8623c3	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	101	-303868800000.0	-303868800000.0	-303868800000.0	1960.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon arcuatum	2	1065	1274	1302	1358	379601	379609	1566	134591	240166	240166	Nymphon arcuatum	[]	105	115500	7.49	34.06
	HumanObservation		23001	SOMBASE Pycnogonids			-53.6549987793	-70.9233016968					BAS		42	38			Nymphon arcuatum		urn:lsid:marinespecies.org:taxname:240166						4abba027-446a-4385-b623-a4cbf5c4e992	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	40					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon arcuatum	2	1065	1274	1302	1358	379601	379609	1566	134591	240166	240166	Nymphon arcuatum	[]	100	1216	7.07	33.79
	HumanObservation		23000	SOMBASE Pycnogonids			-55.1199989319	-66.4882965088					BAS		71	71			Nymphon arcuatum		urn:lsid:marinespecies.org:taxname:240166						b41455c7-cef4-43a6-b65c-6ab257e9ff66	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	71					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon arcuatum	2	1065	1274	1302	1358	379601	379609	1566	134591	240166	240166	Nymphon arcuatum	[]	65	6237	7.1	33.88
	HumanObservation		22999	SOMBASE Pycnogonids			-50.8833007812	-62.5833015442					BAS		157	157			Nymphon arcuatum		urn:lsid:marinespecies.org:taxname:240166						be380ea9-eb22-4679-a431-4d655be09a02	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	157					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon arcuatum	2	1065	1274	1302	1358	379601	379609	1566	134591	240166	240166	Nymphon arcuatum	[]	175	79854	7.52	34.04
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234678.186403	Invertebrate Zoology: Crustacea	Argentina	16	-51.8670005798	-66.8330001831	observedindividualcount=1;	1960-05-16T12:00:00Z	Child, C. Allan	1.0	USNM	Tierra Del Fuego	101	101	5	Alcohol (Ethanol)	Nymphon arcuatum	Child	urn:lsid:marinespecies.org:taxname:240166	male	Tierra del Fuego	Holotype	South Atlantic Ocean	1960	c3d6dd10-e0a6-46c1-8315-dea567187196	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	101	-303868800000.0	-303868800000.0	-303868800000.0	1960.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon arcuatum	2	1065	1274	1302	1358	379601	379609	1566	134591	240166	240166	Nymphon arcuatum	[]	105	115500	7.49	34.06
	HumanObservation		22998	SOMBASE Pycnogonids			-51.8666000366	-67.0166015625					BAS		101	101			Nymphon arcuatum		urn:lsid:marinespecies.org:taxname:240166						ea4be593-a509-4955-a775-17ca0b587192	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	101					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon arcuatum	2	1065	1274	1302	1358	379601	379609	1566	134591	240166	240166	Nymphon arcuatum	[]	102	104378	7.49	34.08
	HumanObservation		23002	SOMBASE Pycnogonids			-53.7000007629	-66.3165969849					BAS		81	81			Nymphon arcuatum		urn:lsid:marinespecies.org:taxname:240166						f1ce715f-c9a7-4479-842e-4b7fbd36e962	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	81					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon arcuatum	2	1065	1274	1302	1358	379601	379609	1566	134591	240166	240166	Nymphon arcuatum	[]	88	67659	7.05	33.97
