basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	21858	SOMBASE Pycnogonids	-52.7165985107	75.1333007812	BAS	380	380	Ammothea armentis	urn:lsid:marinespecies.org:taxname:240214	43a05ef6-dac4-4163-9ae3-fb93b3ab375f	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	380	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea armentis	2	1065	1274	1302	1358	379601	379608	1562	134569	240214	240214	Ammothea armentis	[]	343	94698	2.07	33.79
HumanObservation	21857	SOMBASE Pycnogonids	-52.5	74.9000015259	BAS	230	230	Ammothea armentis	urn:lsid:marinespecies.org:taxname:240214	79fa8ab0-122c-4700-be6b-5ce8127c2917	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	230	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea armentis	2	1065	1274	1302	1358	379601	379608	1562	134569	240214	240214	Ammothea armentis	[]	230	96231	2.15	33.79
