basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	38748	SOMBASE Pycnogonids	-66.5333023071	92.0167007446	BAS	35	35	Nymphon adareanum	urn:lsid:marinespecies.org:taxname:173360	18ff37ea-92a7-4f95-8097-79b5c21fc542	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	35	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adareanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173360	173360	Nymphon adareanum	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-91	-2483		
HumanObservation	37389	SOMBASE Pycnogonids	-46.9566001892	37.903301239	BAS	150	150	Nymphon adareanum	urn:lsid:marinespecies.org:taxname:173360	224d2fb2-5ab9-457c-b1ff-5448d04ef3bd	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	150	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adareanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173360	173360	Nymphon adareanum	[]	904	2385	5.6	33.81
HumanObservation	38989	SOMBASE Pycnogonids	-66.5419998169	92.5597000122	BAS	44	44	Nymphon adareanum	urn:lsid:marinespecies.org:taxname:173360	25cdfb2e-e162-4a96-90ad-04478b3509ae	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	44	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adareanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173360	173360	Nymphon adareanum	[]	415	488	-1.56	33.71
HumanObservation	38876	SOMBASE Pycnogonids	-66.5333023071	92.9832992554	BAS	27	27	Nymphon adareanum	urn:lsid:marinespecies.org:taxname:173360	2e0eb250-1f09-4287-9248-221b1c0e3994	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	27	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adareanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173360	173360	Nymphon adareanum	[]	388	205	-1.56	33.71
HumanObservation	38877	SOMBASE Pycnogonids	-66.5333023071	92.9832992554	BAS	35	35	Nymphon adareanum	urn:lsid:marinespecies.org:taxname:173360	35477781-2688-4ea6-afc3-f56770a4dcf9	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	35	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adareanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173360	173360	Nymphon adareanum	[]	388	205	-1.56	33.71
HumanObservation	38985	SOMBASE Pycnogonids	-66.5333023071	92.9832992554	BAS	39	39	Nymphon adareanum	urn:lsid:marinespecies.org:taxname:173360	3c815e1a-1fcc-4d93-a2a0-ba913b851983	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	39	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adareanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173360	173360	Nymphon adareanum	[]	388	205	-1.56	33.71
HumanObservation	34426	SOMBASE Pycnogonids	-71.2833023071	170.233306885	BAS	91	91	Nymphon adareanum	urn:lsid:marinespecies.org:taxname:173360	3e5a2ef8-bea3-4651-8589-d7dfc950455b	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	91	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adareanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173360	173360	Nymphon adareanum	[]	61	752	-1.68	34.02
HumanObservation	22994	SOMBASE Pycnogonids	-62.3166007996	-59.0233001709	BAS	44	44	Nymphon adareanum	urn:lsid:marinespecies.org:taxname:173360	4006783f-a05a-45c4-a7a3-2147f0405a4c	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	44	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adareanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173360	173360	Nymphon adareanum	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-269	-2441		
HumanObservation	22996	SOMBASE Pycnogonids	-54.8432998657	-37.3965988159	BAS	227	223	Nymphon adareanum	urn:lsid:marinespecies.org:taxname:173360	408a2363-7fb8-4987-87f1-41687c837a91	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	225	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adareanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173360	173360	Nymphon adareanum	[]	226	41327	1.63	33.77
HumanObservation	22993	SOMBASE Pycnogonids	-62.9449996948	-60.8265991211	BAS	109	109	Nymphon adareanum	urn:lsid:marinespecies.org:taxname:173360	4259f8d0-eb0e-46fe-a45a-ceee553090fd	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	109	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adareanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173360	173360	Nymphon adareanum	[]	138	3716	-0.44	33.89
