basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	datasetID	decimalLatitude	decimalLongitude	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	modified	occurrenceID	occurrenceStatus	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	superdomain	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	countryCode	day	eventDate	fieldNumber	footprintWKT	geodeticDatum	identifiedBy	individualCount	license	month	recordedBy	references	scientificNameAuthorship	specificEpithet	taxonRank	typeStatus	verbatimLocality	waterBody	year	date_start	date_mid	date_end	date_year
Occurrence	Stock JH (1997). Musorstom 18(176): 389-409.	21585	NewCaledonia	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	-23.3700008392334	167.860000610352	IRD-MNHN	Bathus 3, CP823	1000.0	980.0	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21585:0x9203900001000300	present	Cilunculus scaurus	urn:lsid:marinespecies.org:taxname:239579	1845a354-b2e8-4dca-83f0-216c59eaa8e8	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	990.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus scaurus	1.0	2	1065	1274	1302	1358	379601	379608	1562	134572	239579	239579	Cilunculus scaurus	[]	990	73782	24.47	35.29																							
Occurrence	Bamber RN (2004). Tropical Deep Sea Benthos 23(191): 73-83.	45370	NewCaledonia	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	-24.7199993133545	170.110000610352	IRD-MNHN	Bathus 3, DW778	760.0	750.0	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:45370:0x2315900001000100	present	Cilunculus scaurus	urn:lsid:marinespecies.org:taxname:239579	91bbe422-b335-4952-bf5a-19adfb82e5ea	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	755.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus scaurus	1.0	2	1065	1274	1302	1358	379601	379608	1562	134572	239579	239579	Cilunculus scaurus	[]	781	262787	23.76	35.43																							
PreservedSpecimen		2007-4650	IU			-23.379333	167.860001	MNHN	Ride de Norfolk			2015-10-17T16:35Z	440004222		Cilunculus scaurus	urn:lsid:marinespecies.org:taxname:239579	b91b2dda-e142-46ba-999a-d62bd4f46c79	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus scaurus		2	1065	1274	1302	1358	379601	379608	1562	134572	239579	239579	Cilunculus scaurus Stock, 1997	['NO_DEPTH']	957	74734	24.47	35.29	NC	29	1993-11-29T01:00Z	BATHUS 3/CP823	POINT  (167.860001 -23.379333)	WGS84	Stock	1	CC_BY_4_0	11	Bouchet, Richer de Forges-IRD & Warén coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4650	Stock, 1997	scaurus	SPECIES	HOLOTYPE	Nord Brachiopode	Pacific Ocean	1993	754531200000.0	754531200000.0	754531200000.0	1993.0
PreservedSpecimen		2007-4651	IU			-23.379333	167.860001	MNHN	Ride de Norfolk			2015-10-17T17:00Z	440004223		Cilunculus scaurus	urn:lsid:marinespecies.org:taxname:239579	f3205c96-33d8-47b2-a7c5-45c4831d3ae1	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus scaurus		2	1065	1274	1302	1358	379601	379608	1562	134572	239579	239579	Cilunculus scaurus Stock, 1997	['NO_DEPTH']	957	74734	24.47	35.29	NC	29	1993-11-29T01:00Z	BATHUS 3/CP823	POINT  (167.860001 -23.379333)	WGS84	Stock	1	CC_BY_4_0	11	Bouchet, Richer de Forges-IRD & Warén coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4651	Stock, 1997	scaurus	SPECIES	ALLOTYPE	Nord Brachiopode	Pacific Ocean	1993	754531200000.0	754531200000.0	754531200000.0	1993.0
PreservedSpecimen		2007-4742	IU			-25.329666	168.956161	MNHN	Banc Porthos			2015-06-19T21:23Z	440016781		Cilunculus scaurus	urn:lsid:marinespecies.org:taxname:239579	fc3c9171-a54c-44ab-a564-59555590b987	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus scaurus		2	1065	1274	1302	1358	379601	379608	1562	134572	239579	239579	Cilunculus scaurus Stock, 1997	['NO_DEPTH']	1681	302237	23.45	35.49	NC	26	2003-10-26T02:00Z	NORFOLK 2/DW2068	POINT  (168.956161 -25.329666)	WGS84	Bamber R.	1	CC_BY_4_0	10	Lozouet, Samadi & Richer-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4742	Stock, 1997	scaurus	SPECIES			Pacific Ocean	2003	1067126400000.0	1067126400000.0	1067126400000.0	2003.0
