associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	collectionID	countryCode	eventID	occurrenceID	occurrenceStatus	lifeStage	coordinatePrecision	occurrenceRemarks	verbatimDepth	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	213516.168276	Invertebrate Zoology: Crustacea	United States	3	27.6170005798	-84.2170028687	observedindividualcount=1;	1967-06-03T12:00:00Z	Child, C. Allan	1.0	USNM	78 Mile W Of Egmont Key	73.2	73.2	6	Alcohol (Ethanol)	Ascorhynchus crenatus	Child	urn:lsid:marinespecies.org:taxname:240174	male	Florida	Holotype	North Atlantic Ocean	1967	0ef24dec-c22a-4e3b-84ed-e52779d7b15f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	73.2	-81475200000.0	-81475200000.0	-81475200000.0	1967.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus crenatus	2	1065	1274	1302	1358	379601	379608	379788	134571	240174	240174	Ascorhynchus crenatum	[]	67	137325	25.28	35.84											
	PreservedSpecimen		39433	FSBC I			27.616667	-84.216667		1966-12-02					73.0	73.0			Ascorhynchus crenatus		urn:lsid:marinespecies.org:taxname:240174						3ceb6609-17bb-4c0f-b81c-885e3eb3f7ba	e84e4864-bb77-486d-9940-d784014dd2fc	['b7c47783-a020-4173-b390-7b57c4fa1426']	73.0	-97286400000.0	-97286400000.0	-97286400000.0	1966.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus crenatus	2	1065	1274	1302	1358	379601	379608	379788	134571	240174	240174	Ascorhynchus crenatus	[]	67	137300	25.28	35.84	56bf7b66-ed07-4b91-9f0d-1f00de11fab8	US	150e3fff-cc19-46eb-ab7f-e81d8d45c631	e0c840fb-dfb4-49cd-881a-7d5c9a319975	Present						
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	213518.168278	Invertebrate Zoology: Crustacea	United States	1	27.6170005798	-84.2170028687	observedindividualcount=1;	1967-09-01T12:00:00Z	Child, C. Allan	1.0	USNM	78 Mile W Of Egmont Key	73.2	73.2	9	Alcohol (Ethanol)	Ascorhynchus crenatus	Child	urn:lsid:marinespecies.org:taxname:240174	female	Florida	Paratype	North Atlantic Ocean	1967	97b9bd9d-9304-4741-8baf-0b5ff701cea2	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	73.2	-73699200000.0	-73699200000.0	-73699200000.0	1967.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus crenatus	2	1065	1274	1302	1358	379601	379608	379788	134571	240174	240174	Ascorhynchus crenatum	[]	67	137325	25.28	35.84						ovigerous					
Child, C. A. 2009. Pycnogonida and Xiphosura (Cheliceriformes) of the Gulf of Mexico, Pp. 815-820.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.	HumanObservation	Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/	Spp-43-006_B2	B89PII			27.3017368317	-83.2079162598			Child, C. A.		HRI	ENE Gulf of Mexico	76.0	55.0			Ascorhynchus crenatus	Child,	urn:lsid:marinespecies.org:taxname:240174				Gulf of Mexico		a028d256-bddb-4447-b29c-d76fd7e8a995	d1001fdc-d4a2-4d01-bcd2-2e122f2ca537	['310922b4-9d0c-4de1-92d7-9b442d34765b']	65.5					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus crenatus	2	1065	1274	1302	1358	379601	379608	379788	134571	240174	240174	Ascohrynchus crenatum	[]	34	52419	24.91	35.99							313160.0	Database description and disclaimer at: http://gulfbase.org/	55-76	Biota	1.0
	PreservedSpecimen		39434	FSBC I			27.616667	-84.216667		1967-02-06					73.0	73.0			Ascorhynchus crenatus		urn:lsid:marinespecies.org:taxname:240174						b5172e36-26bc-4591-a529-24165146bda3	e84e4864-bb77-486d-9940-d784014dd2fc	['b7c47783-a020-4173-b390-7b57c4fa1426']	73.0	-91584000000.0	-91584000000.0	-91584000000.0	1967.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus crenatus	2	1065	1274	1302	1358	379601	379608	379788	134571	240174	240174	Ascorhynchus crenatus	[]	67	137300	25.28	35.84	56bf7b66-ed07-4b91-9f0d-1f00de11fab8	US	161f46c6-549d-4df9-bbf9-be0c442fe7ed	0d4bfce8-8e47-40be-9cf4-6823c6f3f024	Present						
Child, C. A. 2009. Pycnogonida and Xiphosura (Cheliceriformes) of the Gulf of Mexico, Pp. 815-820.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.	HumanObservation	Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/	Spp-43-006_B3	B89PII			26.9666690826	-84.1912689209			Child, C. A.		HRI	ENE Gulf of Mexico	76.0	55.0			Ascorhynchus crenatus	Child,	urn:lsid:marinespecies.org:taxname:240174				Gulf of Mexico		cc82869b-bbe8-454e-bf34-235a4ef00c06	d1001fdc-d4a2-4d01-bcd2-2e122f2ca537	['310922b4-9d0c-4de1-92d7-9b442d34765b']	65.5					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus crenatus	2	1065	1274	1302	1358	379601	379608	379788	134571	240174	240174	Ascohrynchus crenatum	[]	121	156242	25.82	35.95							234990.0	Database description and disclaimer at: http://gulfbase.org/	55-76	Biota	1.0
	PreservedSpecimen		29179	FSBC I			27.616667	-83.966667		1967-09-01					55.0	55.0			Ascorhynchus crenatus		urn:lsid:marinespecies.org:taxname:240174						ed298d98-8242-4532-8d9e-5bed1d79060b	e84e4864-bb77-486d-9940-d784014dd2fc	['b7c47783-a020-4173-b390-7b57c4fa1426']	55.0	-73699200000.0	-73699200000.0	-73699200000.0	1967.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus crenatus	2	1065	1274	1302	1358	379601	379608	379788	134571	240174	240174	Ascorhynchus crenatus	[]	57	113283	25.13	35.87	56bf7b66-ed07-4b91-9f0d-1f00de11fab8	US	310bad4a-ec95-43a2-916a-a5105ff69afc	ea190d1e-337e-4c0f-ab5a-8f8f7f4763fc	Present						
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	213517.168277	Invertebrate Zoology: Crustacea	United States	2	27.6170005798	-84.2170028687	observedindividualcount=2;	1966-12-02T12:00:00Z	Child, C. Allan	2.0	USNM	78 Mile W Of Egmont Key	73.2	73.2	12	Alcohol (Ethanol)	Ascorhynchus crenatus	Child	urn:lsid:marinespecies.org:taxname:240174	male; female	Florida	Paratype	North Atlantic Ocean	1966	fb4ee723-cf8c-49c0-a948-4d857054620e	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	73.2	-97286400000.0	-97286400000.0	-97286400000.0	1966.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus crenatus	2	1065	1274	1302	1358	379601	379608	379788	134571	240174	240174	Ascorhynchus crenatum	[]	67	137325	25.28	35.84											
