basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	datasetID	decimalLatitude	decimalLongitude	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	modified	occurrenceID	occurrenceStatus	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	superdomain	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	countryCode	fieldNumber	footprintWKT	geodeticDatum	identifiedBy	individualCount	license	recordedBy	references	scientificNameAuthorship	specificEpithet	taxonRank	typeStatus	waterBody	day	eventDate	month	year	date_start	date_mid	date_end	date_year
Occurrence	Stock JH (1991). Musorstom 8(151): 125-212.	21698	NewCaledonia	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	-22.7800006866455	167.229995727539	IRD-MNHN	Biocal, DW44	450.0	440.0	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21698:0x6387170001000100	present	Nymphon parum	urn:lsid:marinespecies.org:taxname:239530	20142eb9-d92b-4f47-9476-460575275e2e	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	445.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon parum	1.0	2	1065	1274	1302	1358	379601	379609	1566	134591	239530	239530	Nymphon parum	[]	428	16678	24.32	35.25																						
Occurrence	Stock JH (1991). Musorstom 8(151): 125-212.	21699	NewCaledonia	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	-18.8999996185303	163.309997558594	IRD-MNHN	Musorstom 4, DW156	530.0	530.0	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21699:0x0583170001000600	present	Nymphon parum	urn:lsid:marinespecies.org:taxname:239530	5c5e6b3c-43af-4fbc-8f5d-502759e6b965	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	530.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon parum	1.0	2	1065	1274	1302	1358	379601	379609	1566	134591	239530	239530	Nymphon parum	['DEPTH_EXCEEDS_BATH']	301	51756	26.35	34.99																						
PreservedSpecimen		2007-4621	IU			-22.789167	167.241669	MNHN	S Ile des Pins			2015-06-19T21:23Z	440010160		Nymphon parum	urn:lsid:marinespecies.org:taxname:239530	5f22a6aa-dd77-49ed-8665-338945f74d46	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon parum		2	1065	1274	1302	1358	379601	379609	1566	134591	239530	239530	Nymphon parum Stock, J.H., 1991	['NO_DEPTH']	442	16261	24.32	35.25	NC	BIOCAL/DW44	POINT  (167.241669 -22.789167)	WGS84	Stock	5	CC_BY_4_0	Bouchet, Métivier & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4621	Stock, 1991	parum	SPECIES	PARATYPE	Pacific Ocean								
PreservedSpecimen		2007-4620	IU			-22.789167	167.241669	MNHN	S Ile des Pins			2015-06-19T21:23Z	439998146		Nymphon parum	urn:lsid:marinespecies.org:taxname:239530	b5018fdc-8e84-44a3-b38c-fc9a5b60795c	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon parum		2	1065	1274	1302	1358	379601	379609	1566	134591	239530	239530	Nymphon parum Stock, J.H., 1991	['NO_DEPTH']	442	16261	24.32	35.25	NC	BIOCAL/DW44	POINT  (167.241669 -22.789167)	WGS84	Stock	1	CC_BY_4_0	Bouchet, Métivier & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4620	Stock, 1991	parum	SPECIES	HOLOTYPE	Pacific Ocean								
PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon parum</i> Stock, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239530	sm_id_2047	WoRMS type localities		https://marineinfo.org/id/dataset/5184	-22.79	167.24	WoRMS Editorial Board	Pacific Ocean	450.0	440.0	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_2047	present	Nymphon parum	urn:lsid:marinespecies.org:taxname:239530	d9011933-420f-4d69-811d-a9240e8e79f0	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	445.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon parum	1.0	2	1065	1274	1302	1358	379601	379609	1566	134591	239530	239530	Nymphon parum	[]	438	16454	24.32	35.25									http://www.marinespecies.org/aphia.php?p=specdetails&id=2047	Stock, 1991	parum		holotype		30	1985-08-30	8	1985	494208000000.0	494208000000.0	494208000000.0	1985.0
