basisOfRecord	catalogNumber	class	collectionCode	continent	country	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	family	genus	higherGeography	institutionCode	kingdom	locality	locationID	modified	occurrenceID	order	phylum	preparations	recordedBy	scientificName	specificEpithet	stateProvince	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	collectionID	county	day	eventRemarks	fieldNumber	higherClassification	identifiedBy	institutionID	language	license	minimumDepthInMeters	month	nomenclaturalCode	occurrenceRemarks	scientificNameAuthorship	startDayOfYear	taxonRank	type	verbatimEventDate	verbatimLatitude	verbatimLongitude	year	depth	geodeticDatum	georeferenceSources	dateIdentified	habitat	maximumDepthInMeters
PreservedSpecimen	3481-Arthropoda	Pycnogonida	Invertebrate Zoology	North America	USA	47.83333	-122.43333	project=DigIn	1982-03-01	Nymphonidae	Nymphon	USA, Washington	UF	Animalia	South Puget Sound, Fox Island	ed5f9d95-07cb-11e6-90fb-946024916d6e	2021-04-27 17:50:57	8D3080BC-963B-4262-957D-B26C85E4FA5C	Pantopoda	Arthropoda	75% ethanol - 1	Royland; Paulay, Gustav	Nymphon pixellae	pixellae	Washington	01510275-a808-4903-983d-77c5187c4820	c5687a17-e454-40f9-9a4b-d04b2c812d74	['b7c47783-a020-4173-b390-7b57c4fa1426']	383788800000	383788800000	383788800000	1982	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon pixellae	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239872	239872	Nymphon pixellae	['NO_DEPTH']	164	4063	10.19	24.13																												
PreservedSpecimen	29191	Pycnogonida	IZ	North America	United States	36.3458333	-122.1041667		1935-11-12	Nymphonidae	Nymphon	North America, North Pacific Ocean, United States, California	CAS	Animalia	Point Sur	17d74966-6238-4755-97cb-9e8318125a38	2024-04-18 17:19:56	urn:catalog:CAS:IZ:29191	Pantopoda	Arthropoda	Fluid-75% EtOH(1)	R.L. Bolin	Nymphon pixellae	solitarium	California	1b567e06-f274-49b6-8288-83a03b029c33	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	-1077321600000	-1077321600000	-1077321600000	1935	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon pixellae	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239872	239872	Nymphon solitarium	[]	389	17550	12.85	32.99	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	Monterey County	12	Data transcribed from catalogue card by Notes from Nature volunteers via Zooniverse.	107109	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Nymphonoidea, Nymphonidae	J.W. Hedgepeth	http://grscicoll.org/institution/california-academy-sciences	en	https://creativecommons.org/publicdomain/zero/1.0/	380.39	11	ICZN	EX: San Francisco State College.	Exline, 1936	316	species	Physical Object	12 Nov 1935	"36° 20' 45"" N"	"122° 6' 15"" W"	1935	380.39					
PreservedSpecimen	45237-Arthropoda	Pycnogonida	Invertebrate Zoology	North America	USA	48.5695633	-123.039145	project=DigIn	2016-08-05	Nymphonidae	Nymphon	USA, Washington, San Juan County	UF	Animalia	San Juan Island, N of Pt Caution	36a675ca-575a-4306-a239-e0d6425dc38b	2022-01-25 09:23:18	4c0c0501-dba5-49a8-a109-1670a4c532da	Pantopoda	Arthropoda	75% ethanol	Marine Biodiversity Class	Nymphon pixellae	pixellae	Washington	1cad7bc7-2d46-45d9-afe1-3956854c17cb	c5687a17-e454-40f9-9a4b-d04b2c812d74	['b7c47783-a020-4173-b390-7b57c4fa1426']	1470355200000	1470355200000	1470355200000	2016	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon pixellae	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239872	239872	Nymphon pixellae	['NO_DEPTH']	93	410	9.71	25.45		San Juan County			BMBM-0824																			WGS84	GPS			
PreservedSpecimen	151876	Pycnogonida	IZ	North America	United States	36.4186111111	-120.9611111111		1971-07-21	Nymphonidae	Nymphon	North America, United States, California	CAS	Animalia	2-3 naut. mi. SW of Soberanes Point.	05ad40bb-2598-11ed-aace-005056be1b7a		urn:catalog:CAS:IZ:151876	Pantopoda	Arthropoda	Fluid-75% EtOH(2)	"R/V ""Searcher"""	Nymphon pixellae	pixellae	California	30d6e3f1-1214-4551-979f-bc6d08b6a93b	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	48902400000	48902400000	48902400000	1971	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon pixellae	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239872	239872	Nymphon pixellae	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-553	-67296			https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	Monterey County	21	Time: 1106 to 1121.	017441	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Nymphonoidea, Nymphonidae	K.C. Myers	http://grscicoll.org/institution/california-academy-sciences	en	https://creativecommons.org/publicdomain/zero/1.0/	182.88	7	ICZN		Scott, 1912	202	species	Physical Object	21 Jul 1971	"36 25'07""N"	"120 58'20""W"	1971	182.88			1972-09	gravel, sand, shell	
PreservedSpecimen	401709	Pycnogonida	IZ	North America	United States	32.838333	-117.35		1916-07-02	Nymphonidae	Nymphon	North America, North Pacific Ocean, United States	CAS	Animalia	off La Jolla	d982e2d2-768e-4ef8-b8ae-386c0d7a3464	2022-11-15 12:38:51	urn:catalog:CAS:IZ:401709	Pantopoda	Arthropoda	Fluid-75% EtOH(1)		Nymphon pixellae	pixellae	California	3311d66b-032d-43e9-ad7a-2e0c917edb00	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	-1688342400000	-1688342400000	-1688342400000	1916	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon pixellae	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239872	239872	Nymphon pixellae	['DEPTH_EXCEEDS_BATH']	91	6335	17.81	33.25	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470		2	DIGIN ENTRY. Data imported incomplete. Replace this text and initial once record is complete for all tables.	154824	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Nymphonoidea, Nymphonidae	J.W. Hedgpeth	http://grscicoll.org/institution/california-academy-sciences	en	https://creativecommons.org/publicdomain/zero/1.0/	330.0	7	ICZN	"""PMS Accession No. 1183,"" ""Scripps 1186"" ""PC-03-30"""	Scott, 1912	184	species	Physical Object	2 Jul 1916	32° 50.3' N	117° 21' W	1916	347.5					365.0
PreservedSpecimen	19414-Arthropoda	Pycnogonida	Invertebrate Zoology	North America	USA	48.4525	-122.9622222	project=DigIn	2009-06-24	Nymphonidae	Nymphon	USA, Washington, San Juan County	UF	Animalia	San Juan Island, Cattle Point	cd962f77-d17d-4dfb-be5f-86cb386d835f	2021-04-27 19:04:33	1C21C650-A2AE-4B17-B304-9F22D1CE4CAD	Pantopoda	Arthropoda	75% ethanol - 9999; DNA subsample - 1	Paulay, Gustav	Nymphon pixellae	pixellae	Washington	84ae1fc6-83bc-4ab6-bd7f-5861871e370f	c5687a17-e454-40f9-9a4b-d04b2c812d74	['b7c47783-a020-4173-b390-7b57c4fa1426']	1245801600000	1245801600000	1245801600000	2009	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon pixellae	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239872	239872	Nymphon pixellae	['NO_DEPTH']	-7	23	9.64	25.34		San Juan County			BFHL-0693																			WGS84	Google Earth			
PreservedSpecimen	229347	Pycnogonida	IZ	North America	United States	36.3458333333	-122.1041666667		1935-11-12	Nymphonidae	Nymphon	North America, United States, California	CAS	Animalia	Off Point Sur	06f49da8-2598-11ed-aace-005056be1b7a		urn:catalog:CAS:IZ:229347	Pantopoda	Arthropoda	Fluid-75% EtOH(1)	R.L. Bolin	Nymphon pixellae	pixellae	California	8ba71e9e-fff8-4367-8d05-23d855990569	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	-1077321600000	-1077321600000	-1077321600000	1935	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon pixellae	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239872	239872	Nymphon pixellae	['NO_DEPTH']	389	17550	12.85	32.99	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	Monterey County	12		092891	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Nymphonoidea, Nymphonidae	J.W. Hedgpeth	http://grscicoll.org/institution/california-academy-sciences	en	https://creativecommons.org/publicdomain/zero/1.0/		11	ICZN		Scott, 1912	316	species	Physical Object	12 Nov 1935	"36° 20' 45"" N"	"122° 6' 15"" W"	1935				1935		
PreservedSpecimen	19417-Arthropoda	Pycnogonida	Invertebrate Zoology	North America	USA	48.4525	-122.9622222	project=DigIn	2009-06-24	Nymphonidae	Nymphon	USA, Washington, San Juan County	UF	Animalia	San Juan Island, Cattle Point	cd962f77-d17d-4dfb-be5f-86cb386d835f	2021-04-27 19:04:33	B3615D54-60D4-43D8-873A-669016A08DFB	Pantopoda	Arthropoda	75% ethanol - 9999; DNA subsample - 1	Paulay, Gustav	Nymphon pixellae	pixellae	Washington	c4addc2c-3c57-4df8-b450-ce1defa1bb27	c5687a17-e454-40f9-9a4b-d04b2c812d74	['b7c47783-a020-4173-b390-7b57c4fa1426']	1245801600000	1245801600000	1245801600000	2009	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon pixellae	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239872	239872	Nymphon pixellae	['NO_DEPTH']	-7	23	9.64	25.34		San Juan County			BFHL-0696																			WGS84	Google Earth			
