basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	38054	SOMBASE Pycnogonids	-46.373298645	49.6465988159	BAS	298	295	Nymphon microgracilipes	urn:lsid:marinespecies.org:taxname:239782	3be0bec3-f71b-4d8d-a24b-6f04a6c68909	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	296.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon microgracilipes	2	1065	1274	1302	1358	379601	379609	1566	134591	239782	239782	Nymphon microgracilipes	['DEPTH_EXCEEDS_BATH']	134	50084	5.55	33.75
HumanObservation	38062	SOMBASE Pycnogonids	-46.0666007996	51.3300018311	BAS	309	300	Nymphon microgracilipes	urn:lsid:marinespecies.org:taxname:239782	3d2faf46-7472-4338-a42d-5f8fa6678777	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	304.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon microgracilipes	2	1065	1274	1302	1358	379601	379609	1566	134591	239782	239782	Nymphon microgracilipes	[]	1766	41546	5.46	33.74
HumanObservation	37862	SOMBASE Pycnogonids	-46.0433006287	49.4082984924	BAS	270	255	Nymphon microgracilipes	urn:lsid:marinespecies.org:taxname:239782	4b383213-8ca0-415a-9e96-4c3f375cb478	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	262.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon microgracilipes	2	1065	1274	1302	1358	379601	379609	1566	134591	239782	239782	Nymphon microgracilipes	[]	229	58632	5.68	33.73
HumanObservation	37855	SOMBASE Pycnogonids	-45.8965988159	50.2316017151	BAS	168	168	Nymphon microgracilipes	urn:lsid:marinespecies.org:taxname:239782	755d8f99-1305-413c-8ab9-f556cf32fc24	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	168.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon microgracilipes	2	1065	1274	1302	1358	379601	379609	1566	134591	239782	239782	Nymphon microgracilipes	[]	221	14216	5.72	33.73
HumanObservation	38060	SOMBASE Pycnogonids	-46.0499992371	50.5365982056	BAS	193	150	Nymphon microgracilipes	urn:lsid:marinespecies.org:taxname:239782	7b210204-162a-4add-8e37-07780e7426b4	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	171.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon microgracilipes	2	1065	1274	1302	1358	379601	379609	1566	134591	239782	239782	Nymphon microgracilipes	['DEPTH_EXCEEDS_BATH']	59	12548	5.63	33.74
HumanObservation	37874	SOMBASE Pycnogonids	-45.7316017151	50.25	BAS	173	173	Nymphon microgracilipes	urn:lsid:marinespecies.org:taxname:239782	8e57c37f-a2ac-4a3f-9209-31446d6d4a8f	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	173.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon microgracilipes	2	1065	1274	1302	1358	379601	379609	1566	134591	239782	239782	Nymphon microgracilipes	[]	339	26997	5.75	33.73
HumanObservation	38049	SOMBASE Pycnogonids	-45.9066009521	49.7400016785	BAS	215	215	Nymphon microgracilipes	urn:lsid:marinespecies.org:taxname:239782	a1bcbfd4-e569-4d9c-a79a-d2f38f6af12a	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	215.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon microgracilipes	2	1065	1274	1302	1358	379601	379609	1566	134591	239782	239782	Nymphon microgracilipes	[]	217	38491	5.82	33.72
HumanObservation	38053	SOMBASE Pycnogonids	-46.198299408	49.5149993896	BAS	261	251	Nymphon microgracilipes	urn:lsid:marinespecies.org:taxname:239782	acd460a4-4c8b-4276-95eb-207d6bad114c	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	256.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon microgracilipes	2	1065	1274	1302	1358	379601	379609	1566	134591	239782	239782	Nymphon microgracilipes	[]	234	51387	5.6	33.73
HumanObservation	38048	SOMBASE Pycnogonids	-46.0483016968	49.9165992737	BAS	217	217	Nymphon microgracilipes	urn:lsid:marinespecies.org:taxname:239782	cd3012c2-ab91-4460-9f51-2b20997da3df	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	217.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon microgracilipes	2	1065	1274	1302	1358	379601	379609	1566	134591	239782	239782	Nymphon microgracilipes	[]	304	19713	5.73	33.73
HumanObservation	38052	SOMBASE Pycnogonids	-45.9315986633	49.9132995605	BAS	204	203	Nymphon microgracilipes	urn:lsid:marinespecies.org:taxname:239782	fabe315c-cc01-42f9-9457-6c94665527fb	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	203.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon microgracilipes	2	1065	1274	1302	1358	379601	379609	1566	134591	239782	239782	Nymphon microgracilipes	['DEPTH_EXCEEDS_BATH']	130	25778	5.77	33.72
