associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181095.137048	Invertebrate Zoology: Crustacea	Brazil	20	-7.96667003632	-34.28332901	observedindividualcount=1;	1967-02-20T12:00:00Z	Child, C. Allan	1.0	USNM	Continental Slope, Off Recife	1007	943	2	Alcohol (Ethanol)	Elassorhis laterospinata	Child	urn:lsid:marinespecies.org:taxname:239545	male	Pernambuco	Holotype	South Atlantic Ocean	1967	47458911-e873-4460-9ed3-4d1f8cef8b11	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	975	-90374400000	-90374400000	-90374400000	1967	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Elassorhis	Elassorhis laterospinata	2	1065	1274	1302	1358	379601	379608	1562	236266	239545	239545	Elassorhis laterspinata	[]	986	59299	27.54	36.6
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181096.137049	Invertebrate Zoology: Crustacea	Brazil	20	-7.96667003632	-34.28332901	observedindividualcount=1;	1967-02-20T12:00:00Z	Child, C. Allan	1.0	USNM	Continental Slope, Off Recife	1007	943	2	Alcohol (Ethanol)	Elassorhis laterospinata	Child	urn:lsid:marinespecies.org:taxname:239545	male	Pernambuco	Paratype	South Atlantic Ocean	1967	55542cf4-d626-47d9-a72a-5794be8d0d31	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	975	-90374400000	-90374400000	-90374400000	1967	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Elassorhis	Elassorhis laterospinata	2	1065	1274	1302	1358	379601	379608	1562	236266	239545	239545	Elassorhis laterspinata	[]	986	59299	27.54	36.6
