basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	scientificName	scientificNameID	id	dataset_id	node_id	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	associatedSequences	collectionID	continent	country	countryCode	datasetID	datasetName	eventDate	eventID	eventRemarks	identifiedBy	institutionID	locality	locationID	locationRemarks	minimumDepthInMeters	occurrenceID	occurrenceStatus	organismID	parentNameUsageID	recordNumber	recordedBy	samplingProtocol	scientificNameAuthorship	specificEpithet	taxonID	taxonRank	taxonomicStatus	waterBody	depth	date_start	date_mid	date_end	date_year
HumanObservation	38121	SOMBASE Pycnogonids	-54.2915992737	-35.8115997314	BAS	Austrodecus kelpi	urn:lsid:marinespecies.org:taxname:173020	acd5c0be-c5c6-444f-a23c-7f7924546d6c	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus kelpi	2	1065	1274	1302	1358	379600	22616	134579	173020	173020	Austrodecus kelpi	['NO_DEPTH']	228	24172	1.71	33.76																																		
PreservedSpecimen	S10455	OGL	-53.6279983520508	-40.9070014953613	OGL	Austrodecus kelpi	urn:lsid:marinespecies.org:taxname:173020	c6116181-6161-4209-9f57-39f4eca769d3	9d629feb-ba03-4a83-908c-794d94d30531	['b7c47783-a020-4173-b390-7b57c4fa1426']	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus kelpi	2	1065	1274	1302	1358	379600	22616	134579	173020	173020	Austrodecus kelpi	[]	196	58888	1.9	33.78	BOLD ID: P-SR-EBS-4S-1	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Antarctica	Antarctica	AQ	OGL_MSC_NortheasternUniversity	Ocean Genome Legacy Collection	2006-04-11	CE01984	Contact Person: Linse, Katrin	Tomas Munilla	8c116cac-9394-4c4e-be14-06184bdc62bd	SR-EBS-4	CL01580	E off Shag Rocks	206.0	OGL_MSC_NortheasternUniversity_S10455	present	S10455	134579	P-SR-EBS-4S-1	Katrin Linse	ND	Pushkin, 1977	kelpi	T02171	Species	accepted	Scotia Sea, Shag Rocks	206.0	1144713600000.0	1144713600000.0	1144713600000.0	2006.0
PreservedSpecimen	S10456	OGL	-53.6279983520508	-40.9070014953613	OGL	Austrodecus kelpi	urn:lsid:marinespecies.org:taxname:173020	d0af6471-0819-4980-890f-924775f07eb2	9d629feb-ba03-4a83-908c-794d94d30531	['b7c47783-a020-4173-b390-7b57c4fa1426']	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus kelpi	2	1065	1274	1302	1358	379600	22616	134579	173020	173020	Austrodecus kelpi	[]	196	58888	1.9	33.78	BOLD ID: P-SR-EBS-4S-2	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Antarctica	Antarctica	AQ	OGL_MSC_NortheasternUniversity	Ocean Genome Legacy Collection	2006-04-11	CE01984	Contact Person: Linse, Katrin	Tomas Munilla	8c116cac-9394-4c4e-be14-06184bdc62bd	SR-EBS-4	CL01580	E off Shag Rocks	206.0	OGL_MSC_NortheasternUniversity_S10456	present	S10456	134579	P-SR-EBS-4S-2	Katrin Linse	ND	Pushkin, 1977	kelpi	T02171	Species	accepted	Scotia Sea, Shag Rocks	206.0	1144713600000.0	1144713600000.0	1144713600000.0	2006.0
PreservedSpecimen	S10457	OGL	-53.6279983520508	-40.9070014953613	OGL	Austrodecus kelpi	urn:lsid:marinespecies.org:taxname:173020	e55564e0-14a0-44af-9104-188dea32921a	9d629feb-ba03-4a83-908c-794d94d30531	['b7c47783-a020-4173-b390-7b57c4fa1426']	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus kelpi	2	1065	1274	1302	1358	379600	22616	134579	173020	173020	Austrodecus kelpi	[]	196	58888	1.9	33.78	BOLD ID: P-SR-EBS-4S-3	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Antarctica	Antarctica	AQ	OGL_MSC_NortheasternUniversity	Ocean Genome Legacy Collection	2006-04-11	CE01984	Contact Person: Linse, Katrin	Tomas Munilla	8c116cac-9394-4c4e-be14-06184bdc62bd	SR-EBS-4	CL01580	E off Shag Rocks	206.0	OGL_MSC_NortheasternUniversity_S10457	present	S10457	134579	P-SR-EBS-4S-3	Katrin Linse	ND	Pushkin, 1977	kelpi	T02171	Species	accepted	Scotia Sea, Shag Rocks	206.0	1144713600000.0	1144713600000.0	1144713600000.0	2006.0
