associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	stateProvince	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	subfamily	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	recordedBy	sex	typeStatus	verbatimCoordinates
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	77068.271088	Invertebrate Zoology: Crustacea	United States	7	32.733001709	-117.800003052	observedindividualcount=12;	1904-04-07T12:00:00Z	Hilton, W. A.	12.0	USNM	Santa Barbara Channel	448.0	448	4	Alcohol (Ethanol)	Hedgpethia californica	(Hedgpeth)	urn:lsid:marinespecies.org:taxname:239454	California	North Pacific Ocean	1904	0a9dbcee-9372-45dd-91e8-ab3162d29b19	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	448	-2074464000000	-2074464000000	-2074464000000	1904	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia californica	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239454	239454	Hedgpethia californicum	[]	372	49517	17.6	33.39				
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	78022.271363	Invertebrate Zoology: Crustacea	United States	2	32.4855613708	-117.40222168	observedindividualcount=1;	1916-07-02T12:00:00Z	Hedgpeth, J. W.	1.0	USNM		330.0	330	7	Alcohol (Ethanol)	Hedgpethia californica	Hedgpeth	urn:lsid:marinespecies.org:taxname:379389	California	North Pacific Ocean	1916	1082b7cc-5958-41d7-b7a7-4af0fbd7c096	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	330	-1688342400000	-1688342400000	-1688342400000	1916	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia californica	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239454	239454	Colossendeis californica	[]	826	10566	17.5	33.22	Scripps Institution of Oceanography	male	Holotype	
	HumanObservation	"""Complex investigations of the continental slope in the Gulf of Alaska region. Bases on the data of the 45th cruise of the R/V """"Vityaz""""., Academy of Sciences of the USSR. 1973"""	2999-29290	GHI	Canada	22	55.3699989319	-134.779998779		1969-05-22T12:00:00Z			BIO			532	5		Hedgpethia californica	(Hedgpeth, 1939)	urn:lsid:marinespecies.org:taxname:239454			1969	6873ac29-e381-4602-a13c-321a87ed65b1	f070a9b6-b425-4dae-b7ca-d492b717dcc7	['310922b4-9d0c-4de1-92d7-9b442d34765b']	532	-19353600000	-19353600000	-19353600000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia californica	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239454	239454	Hedgpethia californica	[]	517	55861	9.28	31.65				slon: -134.779998779297, elon: -134.779998779297, slat: 55.3699989318848, elat: 55.3699989318848
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	78021.271362	Invertebrate Zoology: Crustacea	United States	2	32.4855613708	-117.40222168	observedindividualcount=1;	1916-07-02T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	Off S California	330.0	330	7	Alcohol (Ethanol)	Hedgpethia californica	Hedgpeth	urn:lsid:marinespecies.org:taxname:379389	California	North Pacific Ocean	1916	df7f1364-f200-4ddc-9918-9c3b366433e6	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	330	-1688342400000	-1688342400000	-1688342400000	1916	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia californica	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239454	239454	Colossendeis californica	[]	826	10566	17.5	33.22	Scripps Institution of Oceanography	male	Paratype	
