basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	continent	coordinateUncertaintyInMeters	country	datasetName	day	eventDate	footprintWKT	geodeticDatum	language	locality	locationID	modified	month	occurrenceID	occurrenceStatus	preparations	recordedBy	samplingProtocol	scientificNameAuthorship	sex	specificEpithet	year
HumanObservation	23171	SOMBASE Pycnogonids	-73.3165969849	-174.883300781	BAS	2907	2897.0	Nymphon longicollum	urn:lsid:marinespecies.org:taxname:173436	000da635-1c8f-4fc5-976e-984b43bbad1a	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2902	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon longicollum	2	1065	1274	1302	1358	379601	379609	1566	134591	173436	173436	Nymphon longicollum	[]	2961	480246	-1.68	34.0																						
HumanObservation	23168	SOMBASE Pycnogonids	-62.0999984741	-56.0	BAS	1180	1180.0	Nymphon longicollum	urn:lsid:marinespecies.org:taxname:173436	19ab6fe5-5388-4dd1-b2b2-0ebc45280dce	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1180	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon longicollum	2	1065	1274	1302	1358	379601	379609	1566	134591	173436	173436	Nymphon longicollum	[]	1364	39111	-0.86	33.96																						
HumanObservation	23169	SOMBASE Pycnogonids	-58.7966003418	-36.401599884	BAS	1719	1701.0	Nymphon longicollum	urn:lsid:marinespecies.org:taxname:173436	53119dd1-ab66-4f19-860d-24d96e794901	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1710	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon longicollum	2	1065	1274	1302	1358	379601	379609	1566	134591	173436	173436	Nymphon longicollum	[]	1643	432994	-0.6	33.69																						
HumanObservation	23167	SOMBASE Pycnogonids	-75.0	163.978302002	BAS	508	508.0	Nymphon longicollum	urn:lsid:marinespecies.org:taxname:173436	a314e0c4-899f-405f-ba4c-7c4223ec072f	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	508	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon longicollum	2	1065	1274	1302	1358	379601	379609	1566	134591	173436	173436	Nymphon longicollum	[]	637	7408	-1.62	33.93																						
HumanObservation	23172	SOMBASE Pycnogonids	-73.4732971191	-30.448299408	BAS	3111	3111.0	Nymphon longicollum	urn:lsid:marinespecies.org:taxname:173436	b11dd6fc-9967-44c0-8526-194eb806fec6	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3111	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon longicollum	2	1065	1274	1302	1358	379601	379609	1566	134591	173436	173436	Nymphon longicollum	[]	3084	158355	-1.75	34.07																						
HumanObservation	23173	SOMBASE Pycnogonids	-61.8333015442	-48.8333015442	BAS	3301	3301.0	Nymphon longicollum	urn:lsid:marinespecies.org:taxname:173436	b812c05f-a630-4361-bb48-55cf5313cb6a	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3301	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon longicollum	2	1065	1274	1302	1358	379601	379609	1566	134591	173436	173436	Nymphon longicollum	[]	3281	180614	-1.31	33.67																						
HumanObservation	34953	SOMBASE Pycnogonids	-34.1166000366	-73.9332962036	BAS	4069	4069.0	Nymphon longicollum	urn:lsid:marinespecies.org:taxname:173436	d01951b9-ebc6-48ca-90d8-cee76c4f1b64	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4069	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon longicollum	2	1065	1274	1302	1358	379601	379609	1566	134591	173436	173436	Nymphon longicollum	[]	3896	176498	14.97	34.1																						
PreservedSpecimen	9298	NIWA	-75.0	163.9783333	NIWA Invertebrate Collection	508		Nymphon longicollum	urn:lsid:marinespecies.org:taxname:173436	e7050784-f482-43b8-8b75-b92a496896f9	2c6db58f-ae91-4a17-9f0f-7db28506b94f	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	508	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon longicollum	2	1065	1274	1302	1358	379601	379609	1566	134591	173436	173436	Nymphon longicollum	[]	637	7409	-1.62	33.93	Antarctica	500	Ross Dependency	NIWA Invertebrate Collection	5	5/02/1961	POINT (163.9783333 -75)	WGS84	en	Terra Nova Bay	A625	8/04/2022	2	5cc9e0c0-fa36-11e2-96b3-aa6f927c92a3	present	Specimen(s), None = 1	NZOI	Grab,  Hayward Orange Peel	Hoek, 1881	female	longicollum	1961
HumanObservation	23170	SOMBASE Pycnogonids	-45.1833000183	175.183303833	BAS	2612	2612.0	Nymphon longicollum	urn:lsid:marinespecies.org:taxname:173436	f1ffc2aa-fb1b-4f71-be57-eaf4b1ac595b	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2612	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon longicollum	2	1065	1274	1302	1358	379601	379609	1566	134591	173436	173436	Nymphon longicollum	['DEPTH_EXCEEDS_BATH']	1228	222898	10.63	34.32																						
