associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	coordinateUncertaintyInMeters	datasetID	datasetName	dateIdentified	fieldNumber	lifeStage	modified	occurrenceID	occurrenceStatus	otherCatalogNumbers	specificEpithet	typeStatus	superdomain	superdomainid	continent
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	180175.136131	Invertebrate Zoology: Crustacea	Ivory Coast	21	5.117000103	-3.367000103	observedindividualcount=1;	1963-10-21T12:00:00Z	Hart, C. W. Jr., Chace, Fenner A. Jr.	1.0	USNM	Off Abidjan	20.0	20.0	10	Alcohol (Ethanol)	Nymphon adami	Giltay	urn:lsid:marinespecies.org:taxname:239607	male	North Atlantic Ocean	1963	33f0976f-621b-47cf-9a81-94f37846f4f6	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	20.0	-195609600000	-195609600000	-195609600000	1963	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adami	2	1065	1274	1302	1358	379601	379609	1566	134591	239607	239607	Nymphon adami	[]	24	2706	27.04	34.05															
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	180174.136130	Invertebrate Zoology: Crustacea	Ghana	5	4.94999980927	-2.73300004005	observedindividualcount=2;	1963-10-05T12:00:00Z	Hart, C. W. Jr., Chace, Fenner A. Jr.	2.0	USNM	Off E Siama	20.0	20.0	10	Alcohol (Ethanol)	Nymphon adami	Giltay	urn:lsid:marinespecies.org:taxname:239607	female	North Atlantic Ocean	1963	53f1058e-0369-4070-b383-5c6ac2f0e135	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	20.0	-196992000000	-196992000000	-196992000000	1963	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adami	2	1065	1274	1302	1358	379601	379609	1566	134591	239607	239607	Nymphon adami	[]	15	7235	27.15	33.88															
	PreservedSpecimen		INV.69125	urn:catalog:RBINS:Pycnogonida	Senegal	14	14.666667	-16.25		1935-11-14	Giltay L.B. (Dr.)		RBINS-Scientific Heritage				11	container type: vial; preservation method: alcohol	Nymphon adami	Giltay, 1937	urn:lsid:marinespecies.org:taxname:239607	male		1935	84b344e6-16c3-439a-bf75-4eb8fb8f116a	d8634135-090e-455b-8d98-c319bfd7aaed	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']		-1077148800000	-1077148800000	-1077148800000	1935	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adami	2	1065	1274	1302	1358	379601	379609	1566	134591	239607	239607	Nymphon adami Giltay, 1937	['NO_DEPTH', 'ON_LAND']	-16	-78757			1000.0	be_rbins_invertebrates_cheliceratamarine	Royal Belgian Institute of Natural Sciences marine Chelicerata collection	1936-01	10910	adult	2015-09-24 14:17:58	http://collections.naturalsciences.be/specimen/299006	present	urn:catalog:RBINS:IG:10910	adami	cotype	Biota	1.0	
	PreservedSpecimen		INV.69051	urn:catalog:RBINS:Pycnogonida	Senegal	13	14.6971872203	-17.3817443219		1935-11-13	Giltay L.B. (Dr.)		RBINS-Scientific Heritage				11	container type: tray; preservation method: dry	Nymphon adami	Giltay, 1937	urn:lsid:marinespecies.org:taxname:239607	female		1935	90628087-25b2-4227-ba9a-753083fdc139	d8634135-090e-455b-8d98-c319bfd7aaed	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']		-1077235200000	-1077235200000	-1077235200000	1935	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adami	2	1065	1274	1302	1358	379601	379609	1566	134591	239607	239607	Nymphon adami Giltay, 1937	['NO_DEPTH']	17	3448	24.06	34.95	6000.0	be_rbins_invertebrates_cheliceratamarine	Royal Belgian Institute of Natural Sciences marine Chelicerata collection	1936-01	10910/Dakar	unknown	2017-10-16 14:46:53	http://collections.naturalsciences.be/specimen/347836	present	urn:catalog:RBINS:IG:10910	adami	Type	Biota	1.0	
	PreservedSpecimen		INV.69126	urn:catalog:RBINS:Pycnogonida	Namibia	19	-26.35	15.1		1937-01-19	Stock Jan Hendrik		RBINS-Scientific Heritage				1	container type: vial; preservation method: alcohol	Nymphon adami	Giltay, 1937	urn:lsid:marinespecies.org:taxname:239607	unknown		1937	97ea61c2-41d4-4209-80a6-3653232e7fa3	d8634135-090e-455b-8d98-c319bfd7aaed	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']		-1039824000000	-1039824000000	-1039824000000	1937	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adami	2	1065	1274	1302	1358	379601	379609	1566	134591	239607	239607	Nymphon adami Giltay, 1937	['NO_DEPTH', 'ON_LAND']	-216	-5031			1000.0	be_rbins_invertebrates_cheliceratamarine	Royal Belgian Institute of Natural Sciences marine Chelicerata collection		11204	unknown	2020-05-05 12:37:31	http://collections.naturalsciences.be/specimen/370492	present	urn:catalog:RBINS:IG:11204	adami	holotype	Biota	1.0	
	PreservedSpecimen		INV.69052	urn:catalog:RBINS:Pycnogonida	Senegal	14	14.6598906475	-17.2988024275		1935-11-14	Giltay L.B. (Dr.)		RBINS-Scientific Heritage				11	container type: tray; preservation method: dry	Nymphon adami	Giltay, 1937	urn:lsid:marinespecies.org:taxname:239607	female		1935	f772a878-034c-44be-b301-308f1fd9434e	d8634135-090e-455b-8d98-c319bfd7aaed	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']		-1077148800000	-1077148800000	-1077148800000	1935	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon adami	2	1065	1274	1302	1358	379601	379609	1566	134591	239607	239607	Nymphon adami Giltay, 1937	['NO_DEPTH']	24	5916	24.0	34.92	6000.0	be_rbins_invertebrates_cheliceratamarine	Royal Belgian Institute of Natural Sciences marine Chelicerata collection	1936-01	10910/Rufisque	ovigerous	2017-10-16 14:46:13	http://collections.naturalsciences.be/specimen/350867	present	urn:catalog:RBINS:IG:10910	adami	Type	Biota	1.0	Atlantic ocean  ; Océan Atlantique ; Atlantische Oceaan
