associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	preparations	recordedBy	scientificName	scientificNameAuthorship	scientificNameID	stateProvince	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	day	month	lifeStage	sex	typeStatus
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234511.186268	Invertebrate Zoology: Crustacea	United States	36.8266716003	-121.846672058	observedindividualcount=350;	1988-07-02T00:00:00Z	Bowman, Thomas E.	350.0	USNM	Monterey Bay	70	50	Alcohol (Ethanol)	R. Jordan	Prototrygaeus jordanae	Child	urn:lsid:marinespecies.org:taxname:240060	California	North Pacific Ocean	1988	05cbf734-1099-4c28-8c59-ea8e3a00e1d9	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	60	583804800000	583804800000	583804800000	1988	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Prototrygaeus	Prototrygaeus jordanae	2	1065	1274	1302	1358	379601	379608	1562	236276	240060	240060	Prototrygaeus jordanae	[]	56	4023	12.78	32.86					
	HumanObservation	USEPA'S EMAP	36111	CAL03		33.6030006409	-117.898002625		2003-09-03T12:00:00Z			EMAP_NCA		4	4			Prototrygaeus jordanae		urn:lsid:marinespecies.org:taxname:240060			2003	31fc39fe-5464-4424-b360-58539240fb07	41a50544-957c-4193-8bbf-25a25f749e85	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4	1062547200000	1062547200000	1062547200000	2003	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Prototrygaeus	Prototrygaeus jordanae	2	1065	1274	1302	1358	379601	379608	1562	236276	240060	240060	Prototrygaeus jordanae	['ON_LAND']	-2	-405	17.34	33.44	3	9			
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234510.186267	Invertebrate Zoology: Crustacea	United States	36.8266716003	-121.846672058	observedindividualcount=2;	1988-07-02T00:00:00Z	Bowman, Thomas E.	2.0	USNM	Monterey Bay	70	50	Alcohol (Ethanol)	R. Jordan	Prototrygaeus jordanae	Child	urn:lsid:marinespecies.org:taxname:240060	California	North Pacific Ocean	1988	329ddb3c-b98b-445b-86ee-d2071cde7a18	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	60	583804800000	583804800000	583804800000	1988	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Prototrygaeus	Prototrygaeus jordanae	2	1065	1274	1302	1358	379601	379608	1562	236276	240060	240060	Prototrygaeus jordanae	[]	56	4023	12.78	32.86			; juvenile	female;;	Paratype
	HumanObservation	USEPA'S EMAP	30412	CAL03		33.6599998474	-118.130996704		2003-08-19T12:00:00Z			EMAP_NCA		29	29			Prototrygaeus jordanae		urn:lsid:marinespecies.org:taxname:240060			2003	519cf532-45a1-4bb7-9eb7-893d8233c0a5	41a50544-957c-4193-8bbf-25a25f749e85	['310922b4-9d0c-4de1-92d7-9b442d34765b']	29	1061251200000	1061251200000	1061251200000	2003	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Prototrygaeus	Prototrygaeus jordanae	2	1065	1274	1302	1358	379601	379608	1562	236276	240060	240060	Prototrygaeus jordanae	[]	29	7036	17.1	33.44	19	8			
	HumanObservation	USEPA'S EMAP	35142	CAL03		33.6010017395	-117.891998291		2003-09-02T12:00:00Z			EMAP_NCA		4	4			Prototrygaeus jordanae		urn:lsid:marinespecies.org:taxname:240060			2003	61421dc9-2fdd-4ae9-a460-d193c33fdfcc	41a50544-957c-4193-8bbf-25a25f749e85	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4	1062460800000	1062460800000	1062460800000	2003	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Prototrygaeus	Prototrygaeus jordanae	2	1065	1274	1302	1358	379601	379608	1562	236276	240060	240060	Prototrygaeus jordanae	['ON_LAND']	-2	-404	17.34	33.44	2	9			
	HumanObservation	USEPA'S EMAP	15325	CAL03		32.5509986877	-117.198997498		2003-07-21T12:00:00Z			EMAP_NCA		34	34			Prototrygaeus jordanae		urn:lsid:marinespecies.org:taxname:240060			2003	7d6ff11b-bee9-4748-977f-91c7fd8378ac	41a50544-957c-4193-8bbf-25a25f749e85	['310922b4-9d0c-4de1-92d7-9b442d34765b']	34	1058745600000	1058745600000	1058745600000	2003	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Prototrygaeus	Prototrygaeus jordanae	2	1065	1274	1302	1358	379601	379608	1562	236276	240060	240060	Prototrygaeus jordanae	[]	33	6356	17.45	33.15	21	7			
	HumanObservation	USEPA'S EMAP	22350	CAL03		33.5	-117.751998901		2003-07-24T12:00:00Z			EMAP_NCA		21	21			Prototrygaeus jordanae		urn:lsid:marinespecies.org:taxname:240060			2003	880ed878-5341-4f25-b05b-16d15058ab78	41a50544-957c-4193-8bbf-25a25f749e85	['310922b4-9d0c-4de1-92d7-9b442d34765b']	21	1059004800000	1059004800000	1059004800000	2003	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Prototrygaeus	Prototrygaeus jordanae	2	1065	1274	1302	1358	379601	379608	1562	236276	240060	240060	Prototrygaeus jordanae	[]	27	497	17.53	33.44	24	7			
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234509.186265	Invertebrate Zoology: Crustacea	United States	36.8266716003	-121.846672058	observedindividualcount=1;	1988-07-02T00:00:00Z	Bowman, Thomas E.	1.0	USNM	Monterey Bay	70	50	Alcohol (Ethanol)	R. Jordan	Prototrygaeus jordanae	Child	urn:lsid:marinespecies.org:taxname:240060	California	North Pacific Ocean	1988	c183036e-8b12-486c-8583-cb54b9fc2a22	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	60	583804800000	583804800000	583804800000	1988	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Prototrygaeus	Prototrygaeus jordanae	2	1065	1274	1302	1358	379601	379608	1562	236276	240060	240060	Prototrygaeus jordanae	[]	56	4023	12.78	32.86				male	Holotype
