basisOfRecord	catalogNumber	class	collectionCode	countryCode	decimalLatitude	decimalLongitude	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	individualCount	institutionCode	kingdom	license	locality	modified	occurrenceID	order	phylum	recordedBy	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	typeStatus	waterBody	id	dataset_id	node_id	dropped	absence	marine	brackish	subphylum	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	country	datasetID	maximumDepthInMeters	minimumDepthInMeters	occurrenceStatus	depth	superdomain	superdomainid	day	eventDate	month	year	date_start	date_mid	date_end	date_year
PreservedSpecimen	2007-4583	Pycnogonida	IU	NC	-18.9	163.313339	Ammotheidae	MUSORSTOM 4/DW156	POINT  (163.313339 -18.9)	Proboehmia	WGS84	Stock	1	MNHN	Animalia	CC_BY_4_0	Grand Passage	2015-10-17T16:08Z	440010384	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4583	Proboehmia tubirostris	Stock, 1991	urn:lsid:marinespecies.org:taxname:240321	tubirostris	SPECIES	HOLOTYPE	Pacific Ocean	43ff3035-0100-45eb-b9fe-2ef367e13b86	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Proboehmia tubirostris	2	1065	1274	1302	1358	379601	379608	1562	236275	240321	240321	Proboehmia tubirostris Stock, J.H., 1991	['NO_DEPTH']	217	51915	26.35	34.99																	
PreservedSpecimen	2007-4584	Pycnogonida	IU	NC	-18.9	163.313339	Ammotheidae	MUSORSTOM 4/DW156	POINT  (163.313339 -18.9)	Proboehmia	WGS84	Stock	1	MNHN	Animalia	CC_BY_4_0	Grand Passage	2015-10-17T16:08Z	439998135	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4584	Proboehmia tubirostris	Stock, 1991	urn:lsid:marinespecies.org:taxname:240321	tubirostris	SPECIES	PARATYPE	Pacific Ocean	64302059-d709-4077-b5ac-db8a7a54ba98	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Proboehmia tubirostris	2	1065	1274	1302	1358	379601	379608	1562	236275	240321	240321	Proboehmia tubirostris Stock, J.H., 1991	['NO_DEPTH']	217	51915	26.35	34.99																	
Occurrence	21599	Pycnogonida	NewCaledonia		-18.8999996185303	163.309997558594	Ammotheidae			Proboehmia				IRD-MNHN	Animalia		Musorstom 4, DW156	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21599:0xD369170001000300	Pantopoda	Arthropoda			Proboehmia tubirostris		urn:lsid:marinespecies.org:taxname:240321					66c2f2e8-71f4-4bba-965e-52914ad35893	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Proboehmia tubirostris	2	1065	1274	1302	1358	379601	379608	1562	236275	240321	240321	Proboehmia tubirostris	['DEPTH_EXCEEDS_BATH']	301	51756	26.35	34.99	Stock JH (1991). Musorstom 8(151): 125-212.	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	530.0	530.0	present	530.0	Biota	1.0								
PreservedSpecimen	sm_id_2174	Pycnogonida	WoRMS type localities		-18.9	163.31	Ammotheidae			Proboehmia				WoRMS Editorial Board	Animalia		Pacific Ocean	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_2174	Pantopoda	Arthropoda		http://www.marinespecies.org/aphia.php?p=specdetails&id=2174	Proboehmia tubirostris	Stock, 1991	urn:lsid:marinespecies.org:taxname:240321	tubirostris		holotype		a5224b80-20d9-4595-9018-2f9a6f0dc5a0	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Proboehmia tubirostris	2	1065	1274	1302	1358	379601	379608	1562	236275	240321	240321	Proboehmia tubirostris	['DEPTH_EXCEEDS_BATH']	217	51756	26.35	34.99	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Proboehmia tubirostris</i> Stock, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240321		https://marineinfo.org/id/dataset/5184		530.0	present	530.0	Biota	1.0	15	1985-09-15	9	1985	495590400000.0	495590400000.0	495590400000.0	1985.0
PreservedSpecimen	2008-20688	Pycnogonida	IU	NC	-18.9	163.313339	Ammotheidae	MUSORSTOM 4/DW156	POINT  (163.313339 -18.9)	Proboehmia	WGS84	Stock	1	MNHN	Animalia	CC_BY_4_0	Grand Passage	2013-12-13T16:55Z	442597588	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20688	Proboehmia tubirostris	Stock, 1991	urn:lsid:marinespecies.org:taxname:240321	tubirostris	SPECIES	PARATYPE	Pacific Ocean	b8421ed0-6345-4c65-abd2-d6169847aaaf	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Proboehmia tubirostris	2	1065	1274	1302	1358	379601	379608	1562	236275	240321	240321	Proboehmia tubirostris Stock, J.H., 1991	['NO_DEPTH']	217	51915	26.35	34.99																	
