associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	lifeStage	locality	maximumDepthInMeters	month	preparations	recordedBy	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	minimumDepthInMeters	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	typeStatus	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228553.180714	Invertebrate Zoology: Crustacea	Philippines	28	9.07361030579	123.150001526	observedindividualcount=2;	1979-04-28T12:00:00Z	Child, C. Allan	2.0	USNM	; juvenile	Negros Island, Port Siyt, Just S Of Zamboanguita	1.5	4	Alcohol (Ethanol)	C. Child	Propallene curtipalpus	Child	urn:lsid:marinespecies.org:taxname:240369	female;;	Negros Oriental	North Pacific Ocean	1979	353b07b0-1ad3-4e7d-9d39-7cdbbf64d37d	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1.5	294105600000	294105600000	294105600000	1979	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Propallene	Propallene curtipalpus	2	1065	1274	1302	1358	379601	379609	1564	205358	240369	240369	Propallene curtipalpus	[]	-8	23	28.45	32.6										
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228551.180712	Invertebrate Zoology: Crustacea	Philippines	18	9.3277797699	123.31388855	observedindividualcount=2;	1978-06-18T12:00:00Z	Child, C. Allan	2.0	USNM	; juvenile	Negros Island, Bantayan, Silliman University Lab Beach	2.0	6	Alcohol (Ethanol)	Smithsonian Oceanographic Sorting Center	Propallene curtipalpus	Child	urn:lsid:marinespecies.org:taxname:240369	female;;	Negros Oriental	North Pacific Ocean	1978	61ab95ca-5a9a-4441-8406-1c60df1eddee	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1.5	266976000000	266976000000	266976000000	1978	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Propallene	Propallene curtipalpus	2	1065	1274	1302	1358	379601	379609	1564	205358	240369	240369	Propallene curtipalpus	[]	-2	336	28.45	32.75	1.0									
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Propallene curtipalpus</i> Child, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240369	sm_id_1312	WoRMS type localities		14	9.23	123.48		1979-05-14			WoRMS Editorial Board		Bohol Sea		5			Propallene curtipalpus	Child, 1988	urn:lsid:marinespecies.org:taxname:240369				1979	699a9ece-c232-4a09-821c-d13d71a240da	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	0.5	295488000000	295488000000	295488000000	1979	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Propallene	Propallene curtipalpus	2	1065	1274	1302	1358	379601	379609	1564	205358	240369	240369	Propallene curtipalpus	[]	68	970	28.42	32.78	0.5	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1312	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1312	curtipalpus	holotype	Biota	1.0
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228552.180713	Invertebrate Zoology: Crustacea	Philippines	26	9.3277797699	123.31388855	observedindividualcount=3;	1978-06-26T12:00:00Z	Child, C. Allan	3.0	USNM	; juvenile	Negros Island, Bantayan, Silliman University Lab Beach	2.0	6	Alcohol (Ethanol)	Smithsonian Oceanographic Sorting Center	Propallene curtipalpus	Child	urn:lsid:marinespecies.org:taxname:240369	female;;	Negros Oriental	North Pacific Ocean	1978	8665aa4a-4337-4990-9aa4-ceb68767a415	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2.0	267667200000	267667200000	267667200000	1978	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Propallene	Propallene curtipalpus	2	1065	1274	1302	1358	379601	379609	1564	205358	240369	240369	Propallene curtipalpus	[]	-2	336	28.45	32.75	2.0									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228554.180715	Invertebrate Zoology: Crustacea	Philippines	8	9.83300018311	123.370826721	observedindividualcount=7;	1979-05-08T12:00:00Z	Child, C. Allan	7.0	USNM	juvenile	Cebu Island, Tanon Strait, Santa Filomina Barrio, S Of Badian Point	1.0	5	Alcohol (Ethanol)	C. Child	Propallene curtipalpus	Child	urn:lsid:marinespecies.org:taxname:240369		Cebu	North Pacific Ocean	1979	e67b17a4-2e64-413f-bd06-50e2050b86a1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	0.75	294969600000	294969600000	294969600000	1979	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Propallene	Propallene curtipalpus	2	1065	1274	1302	1358	379601	379609	1564	205358	240369	240369	Propallene curtipalpus	[]	-7	217	28.57	32.82	0.5									
