associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228134.180353	Invertebrate Zoology: Crustacea	South Africa	26	-33.0766716003	28.1100006104	observedindividualcount=1;	1976-05-26T12:00:00Z	Arnaud, F., Child, C. Allan	1.0	USNM	Off East London	90.0	90	5	Alcohol (Ethanol)	Nymphon pedunculatum	Arnaud & Child	urn:lsid:marinespecies.org:taxname:239627	male	Paratype	Indian Ocean	1976	7314e2c8-1fac-466e-9146-b602f17948f0	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	90	201916800000.0	201916800000.0	201916800000.0	1976.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon pedunculatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239627	239627	Nymphon pedunculatum	[]	93	16301	22.32	35.37								
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon pedunculatum</i> Arnaud & Child, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239627	sm_id_2050	WoRMS type localities			-33.08	28.11					WoRMS Editorial Board	Indian Ocean		90			Nymphon pedunculatum	Arnaud & Child, 1988	urn:lsid:marinespecies.org:taxname:239627		holotype			f829db5f-8fc3-4074-a507-e6cad6f8b4c2	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	90					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon pedunculatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239627	239627	Nymphon pedunculatum	[]	93	16620	22.32	35.37	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_2050	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=2050	pedunculatum	Biota	1.0
