basisOfRecord	catalogNumber	class	collectionCode	coordinatePrecision	coordinateUncertaintyInMeters	decimalLatitude	decimalLongitude	eventDate	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	datasetID	maximumDepthInMeters	minimumDepthInMeters	references	scientificNameAuthorship	typeStatus	depth	superdomain	superdomainid	country
PreservedSpecimen	P.13688	Pycnogonida	co113	0.0896	10000	-34.166	151.183	1898-03-22	Ammotheidae	POINT (151.18300 -34.16600)	Cilunculus	AM	Animalia	5.5 - 6.5 km off Wattamolla	2017-03-02T11:16:18	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13688	present	Arthropoda	Cilunculus hirsutus	urn:lsid:marinespecies.org:taxname:239853	Male	hirsutus	species	3156aac4-a635-4fee-a635-3e168c05dd7b	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-2265148800000.0	-2265148800000.0	-2265148800000.0	1898.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Cilunculus hirsutus	2	1065	1274	1302	1358	379601	379608	1562	134572	239853	239853	Cilunculus hirsutus	['NO_DEPTH']	99	5950	20.37	35.54											
PreservedSpecimen	sm_id_894	Pycnogonida	WoRMS type localities			-33.97	151.17		Ammotheidae		Cilunculus	WoRMS Editorial Board	Animalia	Tasman Sea	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_894	present	Arthropoda	Cilunculus hirsutus	urn:lsid:marinespecies.org:taxname:239853		hirsutus		58630c7c-933b-4c0a-a899-85efb001f85a	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']					False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Cilunculus hirsutus	2	1065	1274	1302	1358	379601	379608	1562	134572	239853	239853	Cilunculus hirsutus	['DEPTH_EXCEEDS_BATH']	1	907	20.31	35.53	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Cilunculus hirsutus</i> Clark, 1963. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239853	https://marineinfo.org/id/dataset/5184	107.0	96.0	http://www.marinespecies.org/aphia.php?p=specdetails&id=894	Clark, 1963	holotype	101.5	Biota	1.0	
PreservedSpecimen	P.43309	Pycnogonida	co113	0.0896	10000	-33.766	151.716	1977-12-05	Ammotheidae	POINT (151.71600 -33.76600)	Cilunculus	AM	Animalia	east of Long Reef Point	2017-03-02T16:13:41	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.43309	present	Arthropoda	Cilunculus hirsutus	urn:lsid:marinespecies.org:taxname:239853	Male	hirsutus	species	6749988c-4e4e-4c2e-871a-d236239cf018	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	250128000000.0	250128000000.0	250128000000.0	1977.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Cilunculus hirsutus	2	1065	1274	1302	1358	379601	379608	1562	134572	239853	239853	Cilunculus hirsutus	['NO_DEPTH']	157	36605	20.87	35.56											
PreservedSpecimen	P.43310	Pycnogonida	co113	0.0896	10000	-32.883	152.583	1985-08-15	Ammotheidae	POINT (152.58300 -32.88300)	Cilunculus	AM	Animalia	east of Newcastle	2017-03-02T16:13:41	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.43310	present	Arthropoda	Cilunculus hirsutus	urn:lsid:marinespecies.org:taxname:239853		hirsutus	species	8a9d0a30-e043-49af-9bee-6566675c6938	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	492912000000.0	492912000000.0	492912000000.0	1985.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Cilunculus hirsutus	2	1065	1274	1302	1358	379601	379608	1562	134572	239853	239853	Cilunculus hirsutus	['NO_DEPTH']	150	36874	21.53	35.54											
PreservedSpecimen	P.13687	Pycnogonida	co113	0.0896	10000	-34.166	151.183	1898-03-22	Ammotheidae	POINT (151.18300 -34.16600)	Cilunculus	AM	Animalia	5.5 - 6.5 km off Wattamolla	2017-03-02T11:16:18	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13687	present	Arthropoda	Cilunculus hirsutus	urn:lsid:marinespecies.org:taxname:239853	Male	hirsutus	species	c564d169-1a14-4743-a125-ffe53053d7f3	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-2265148800000.0	-2265148800000.0	-2265148800000.0	1898.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Cilunculus hirsutus	2	1065	1274	1302	1358	379601	379608	1562	134572	239853	239853	Cilunculus hirsutus	['NO_DEPTH']	99	5950	20.37	35.54											
Occurrence	38233	Pycnogonida	NewCaledonia			12.5200004577637	120.650001525879		Ammotheidae		Cilunculus	IRD-MNHN	Animalia	Musorstom 3, DR117	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:38233:0x4A0C900001000C00	present	Arthropoda	Cilunculus hirsutus	urn:lsid:marinespecies.org:taxname:239853				dbc48c58-4d37-4903-b470-da3f4115bf79	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']					False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Cilunculus hirsutus	2	1065	1274	1302	1358	379601	379608	1562	134572	239853	239853	Cilunculus hirsutus	[]	174	26723	28.91	32.26	Stock JH (1991). Musorstom 8(151): 213-228.	https://marineinfo.org/id/dataset/3128	97.0	92.0				94.5	Biota	1.0	Philippines
PreservedSpecimen	P.43502	Pycnogonida	co113	0.0896	10000	-30.803	156.22116	1989-05-02	Ammotheidae	POINT (156.22116 -30.80300)	Cilunculus	AM	Animalia	Derwent Hunter Seamount	2017-03-02T16:14:14	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.43502	present	Arthropoda	Cilunculus hirsutus	urn:lsid:marinespecies.org:taxname:239853	Male	hirsutus	species	ee989f34-1199-470a-a3a7-d0bc49bf1cde	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	610070400000.0	610070400000.0	610070400000.0	1989.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Cilunculus hirsutus	2	1065	1274	1302	1358	379601	379608	1562	134572	239853	239853	Cilunculus hirsutus	['NO_DEPTH']	429	279383	22.27	35.58											
