associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	lifeStage	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	recordedBy	scientificName	scientificNameAuthorship	scientificNameID	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	sex	typeStatus	stateProvince	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234360.186107	Invertebrate Zoology: Crustacea	Seychelles	3	-9.41699981689	46.516998291	observedindividualcount=1;	1983-04-03T12:00:00Z	Bowman, Thomas E.	1.0	USNM	juvenile	Aldabra Atoll, Cinq Cases, Grand Terre, 450 Ms Offshore	6.0	6	4	Alcohol (Ethanol)	B. Kensley	Ammothella tippula	Child	urn:lsid:marinespecies.org:taxname:239840	Indian Ocean	1983	0a2d80fa-974c-4fcf-9809-c15cdff044ac	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	6.0	418176000000	418176000000	418176000000	1983	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella tippula	2	1065	1274	1302	1358	379601	379608	1562	134570	239840	239840	Ammothella tippula	['ON_LAND']	-3	-635	27.1	35.07											
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	195375.150641	Invertebrate Zoology: Crustacea		27	13.3569402695	144.638885498	observedindividualcount=2;	1974-06-27T12:00:00Z	Child, C. Allan	2.0	USNM	; juvenile	Guam, Anae Island, Just E Of Deep Channel	11.0	11	6	Alcohol (Ethanol)	C. Child	Ammothella tippula	Child	urn:lsid:marinespecies.org:taxname:239840	North Pacific Ocean	1974	1695a279-926b-4149-aa43-993fff230d92	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	11.0	141523200000	141523200000	141523200000	1974	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella tippula	2	1065	1274	1302	1358	379601	379608	1562	134570	239840	239840	Ammothella tippula	[]	5	137	28.94	34.35	female;;	Paratype									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228573.180735	Invertebrate Zoology: Crustacea	Philippines	23	11.0	120.94833374	observedindividualcount=1;	1978-05-23T12:00:00Z	Child, C. Allan	1.0	USNM		Cuyo Islands, Canipo Island, N Side	3.0	2	5	Alcohol (Ethanol)	Smithsonian Oceanographic Sorting Center	Ammothella tippula	Child	urn:lsid:marinespecies.org:taxname:239840	North Pacific Ocean	1978	56295cc3-9353-4ae1-a1eb-b48e1bb64a61	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2.5	264729600000	264729600000	264729600000	1978	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella tippula	2	1065	1274	1302	1358	379601	379608	1562	134570	239840	239840	Ammothella tippula	[]	-39	181	28.58	32.41	male		Palawan								
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	195374.150640	Invertebrate Zoology: Crustacea		27	13.3569402695	144.638885498	observedindividualcount=1;	1974-06-27T12:00:00Z	Child, C. Allan	1.0	USNM		Guam, Anae Island, Just E Of Deep Channel	11.0	11	6	Alcohol (Ethanol)	C. Child	Ammothella tippula	Child	urn:lsid:marinespecies.org:taxname:239840	North Pacific Ocean	1974	80f9cf06-e4c1-460c-acfc-b1f4c3944734	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	11.0	141523200000	141523200000	141523200000	1974	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella tippula	2	1065	1274	1302	1358	379601	379608	1562	134570	239840	239840	Ammothella tippula	[]	5	137	28.94	34.35	male	Holotype									
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothella tippula</i> Child, 1983. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239840	sm_id_1555	WoRMS type localities		27	13.37	144.64		1974-06-27			WoRMS Editorial Board		Pacific Ocean		11	6			Ammothella tippula	Child, 1983	urn:lsid:marinespecies.org:taxname:239840		1974	8dc5455e-98c5-49a4-bb77-cfd35cca44ef	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	11.0	141523200000	141523200000	141523200000	1974	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella tippula	2	1065	1274	1302	1358	379601	379608	1562	134570	239840	239840	Ammothella tippula	[]	177	1109	28.94	34.35		holotype		https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1555	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1555	tippula	Biota	1.0
