associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	lifeStage	locality	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	stateProvince	waterBody	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	county	recordedBy	sex	typeStatus	maximumDepthInMeters	minimumDepthInMeters	depth	sst	sss
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	168771.125624	Invertebrate Zoology: Crustacea	Mexico	1	15.7670001984	-96.0999984741	observedindividualcount=2;	1934-03-01T12:00:00Z	Child, C. Allan	2.0	USNM	juvenile	Tangola-Tangola Bay, Tangola Island	3	Alcohol (Ethanol)	Rhynchothorax philopsammum	Hedgpeth	urn:lsid:marinespecies.org:taxname:134752	Oaxaca	North Pacific Ocean	1934	3646a371-98ae-470d-bdbd-bbc61d55bb26	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	-1130976000000.0	-1130976000000.0	-1130976000000.0	1934.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Rhynchothoracoidea	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	2	1065	1274	1302	1358	379601	379612	22618	134596	134752	134752	Rhynchothorax philopsammum	['NO_DEPTH', 'ON_LAND']	-3	-35									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	91246.279447	Invertebrate Zoology: Crustacea	United States	27	38.1669998169	-122.900001526	observedindividualcount=2;	1949-01-27T12:00:00Z	Hedgpeth, J. W.	2.0	USNM		Tomales Bay Bluff	1	Alcohol (Ethanol)	Rhynchothorax philopsammum	Hedgpeth	urn:lsid:marinespecies.org:taxname:134752	California	North Pacific Ocean	1949	9313c923-4171-410c-a628-ceeebb69cfbe	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	-660441600000.0	-660441600000.0	-660441600000.0	1949.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Rhynchothoracoidea	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	2	1065	1274	1302	1358	379601	379612	22618	134596	134752	134752	Rhynchothorax philopsammum	['NO_DEPTH', 'ON_LAND']	-2	-85	Marin County	R. Menzies	female	Paratype					
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	91245.279446	Invertebrate Zoology: Crustacea	United States	27	38.1669998169	-122.900001526	observedindividualcount=1;	1949-01-27T12:00:00Z	Hedgpeth, J. W.	1.0	USNM		Tomales Bay Bluff	1	Alcohol (Ethanol)	Rhynchothorax philopsammum	Hedgpeth	urn:lsid:marinespecies.org:taxname:134752	California	North Pacific Ocean	1949	a5088de3-adf6-4853-b609-2c1419ad324f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	-660441600000.0	-660441600000.0	-660441600000.0	1949.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Rhynchothoracoidea	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	2	1065	1274	1302	1358	379601	379612	22618	134596	134752	134752	Rhynchothorax philopsammum	['NO_DEPTH', 'ON_LAND']	-2	-85	Marin County	R. Menzies	female	Holotype					
	HumanObservation		23969	SOMBASE Pycnogonids			-52.6665992737	-74.9665985107					BAS					Rhynchothorax philopsammum		urn:lsid:marinespecies.org:taxname:134752				a73ce556-d586-412a-8eee-664c0019b8e6	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Rhynchothoracoidea	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	2	1065	1274	1302	1358	379601	379612	22618	134596	134752	134752	Rhynchothorax philopsammum	[]	64	17431					64.0	64.0	64.0	8.26	33.74
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	168772.125625	Invertebrate Zoology: Crustacea	Mexico	1	15.7670001984	-96.0999984741	observedindividualcount=1;	1934-03-01T12:00:00Z	Child, C. Allan	1.0	USNM		Tangola-Tangola Bay, Tangola Island	3	Alcohol (Ethanol)	Rhynchothorax philopsammum	Hedgpeth	urn:lsid:marinespecies.org:taxname:134752	Oaxaca	North Pacific Ocean	1934	b7bc9032-0197-49f4-9c0c-8b12667def92	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	-1130976000000.0	-1130976000000.0	-1130976000000.0	1934.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Rhynchothoracoidea	Rhynchothoracidae	Rhynchothorax	Rhynchothorax philopsammum	2	1065	1274	1302	1358	379601	379612	22618	134596	134752	134752	Rhynchothorax philopsammum	['NO_DEPTH', 'ON_LAND']	-3	-35			female						
