basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	datasetID	day	eventDate	individualCount	modified	month	occurrenceID	occurrenceStatus	references	scientificNameAuthorship	specificEpithet	typeStatus	year	date_start	date_mid	date_end	date_year	superdomain	superdomainid	continent	coordinateUncertaintyInMeters	country	datasetName	dateIdentified	footprintWKT	geodeticDatum	identifiedBy	language	locationID	preparations	recordedBy	samplingProtocol	sex	associatedReferences	dynamicProperties	locality	waterBody
HumanObservation	34148	SOMBASE Pycnogonids	-39.5	178.833297729	BAS	3390.0	3391	Nymphon uncatum	urn:lsid:marinespecies.org:taxname:239953	08921ca1-14a7-4428-a2a2-5efa9c5de211	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3390.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon uncatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239953	239953	Nymphon uncaturn	['MIN_DEPTH_EXCEEDS_MAX']	3432	83574	16.74	35.45																																						
PreservedSpecimen	sm_id_90224	WoRMS type localities	-39.5	178.8332977295	WoRMS Editorial Board		3391	Nymphon uncatum	urn:lsid:marinespecies.org:taxname:239953	2efec8db-d6cb-4000-8abb-30d1fd15e7a4	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	3391.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon uncatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239953	239953	Nymphon uncatum	[]	3432	83574	16.74	35.45	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon uncatum</i> Child, 1998. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239953	https://marineinfo.org/id/dataset/5184	17	1980-06-17	1.0	2020-11-16 11:12:20	6	WoRMS Editorial Board:WoRMS type localities:sm_id_90224	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=90224	Child, 1998	uncatum	holotype	1980	330048000000.0	330048000000.0	330048000000.0	1980.0	Biota	1.0																		
PreservedSpecimen	4762	NIWA	-39.5	178.8333	NIWA Invertebrate Collection	3391.0	3391	Nymphon uncatum	urn:lsid:marinespecies.org:taxname:239953	45ea6698-f131-4c99-87a9-3c0e313f7681	2c6db58f-ae91-4a17-9f0f-7db28506b94f	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	3391.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon uncatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239953	239953	Nymphon uncatum	[]	3432	83574	16.74	35.45			17	17/06/1980		8/04/2022	6	5d04951c-fa36-11e2-96b3-aa6f927c92a3	present		Child, 1998	uncatum	PARATYPE	1980							Oceania	500	New Zealand	NIWA Invertebrate Collection	1998	POINT (178.8333 -39.5)	WGS84	Child, C, A	en	P970	Specimen(s), Unknown = 2,  BB NIC Type Room	NZOI	Sled, epibenthic	female				
PreservedSpecimen	7594	NIWA	-39.5	178.8333	NIWA Invertebrate Collection	3391.0	3391	Nymphon uncatum	urn:lsid:marinespecies.org:taxname:239953	aaf9ef10-dc68-43a4-ad2c-955b1eea0121	2c6db58f-ae91-4a17-9f0f-7db28506b94f	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	3391.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon uncatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239953	239953	Nymphon uncatum	[]	3432	83574	16.74	35.45			17	17/06/1980		8/04/2022	6	5c760036-fa36-11e2-96b3-aa6f927c92a3	present		Child, 1998	uncatum	HOLOTYPE	1980							Oceania	500	New Zealand	NIWA Invertebrate Collection	1998	POINT (178.8333 -39.5)	WGS84	Child, C, A	en	P970	Specimen(s), Isopropanol - orig unknown = 1,  BB NIC Type Room	NZOI	Sled, epibenthic					
PreservedSpecimen	234736.186455	Invertebrate Zoology: Crustacea	-39.5	178.832992554	USNM		3390	Nymphon uncatum	urn:lsid:marinespecies.org:taxname:239953	ff217fec-9e93-4640-a6ef-f7b983c657ab	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3390.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon uncatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239953	239953	Nymphon uncatum	[]	3432	83551	16.74	35.45	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010		17	1980-06-17T12:00:00Z	1.0		6				Child		Paratype	1980	330048000000.0	330048000000.0	330048000000.0	1980.0					New Zealand					Child, C. Allan			Alcohol (Ethanol)	New Zealand Oceanographic Institute		female	National Museum of Natural History, Smithsonian Institution	observedindividualcount=1;	Hikurangi Trough, East Of Hawke Bay	South Pacific Ocean
