basisOfRecord	catalogNumber	class	collectionCode	countryCode	decimalLatitude	decimalLongitude	family	fieldNumber	footprintWKT	genus	geodeticDatum	individualCount	institutionCode	kingdom	license	locality	modified	occurrenceID	order	phylum	recordedBy	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	waterBody	id	dataset_id	node_id	dropped	absence	marine	brackish	subphylum	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	country	datasetID	maximumDepthInMeters	minimumDepthInMeters	occurrenceStatus	depth	superdomain	superdomainid	eventDate	eventID	habitat	identificationRemarks	identificationVerificationStatus	identifiedBy	occurrenceRemarks	verbatimIdentification	date_start	date_mid	date_end	date_year
PreservedSpecimen	2008-20641	Pycnogonida	IU	NC	-24.91415	168.366577	Ascorhynchidae	BIOCAL/DW66	POINT  (168.366577 -24.91415)	Ascorhynchus	WGS84	9	MNHN	Animalia	CC_BY_4_0	Mont sous-marin Éponge	2015-06-19T21:23Z	462402572	Pantopoda	Arthropoda	Bouchet, Métivier & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20641	Ascorhynchus cactoides	Stock, 1954	urn:lsid:marinespecies.org:taxname:239411	cactoides	SPECIES	Pacific Ocean	0f47d9e6-88ca-4428-9042-cc9c9ebfff3c	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus cactoides	2	1065	1274	1302	1358	379601	379608	379788	134571	239411	239411	Ascorhynchus cactoides Stock, J.H., 1954	['NO_DEPTH']	537	252613	23.73	35.45																					
PreservedSpecimen	2008-20642	Pycnogonida	IU	NC	-24.91415	168.366577	Ascorhynchidae	BIOCAL/DW66	POINT  (168.366577 -24.91415)	Ascorhynchus	WGS84	1	MNHN	Animalia	CC_BY_4_0	Mont sous-marin Éponge	2015-06-19T21:23Z	462426659	Pantopoda	Arthropoda	Bouchet, Métivier & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20642	Ascorhynchus cactoides	Stock, 1954	urn:lsid:marinespecies.org:taxname:239411	cactoides	SPECIES	Pacific Ocean	3bffa589-6fc0-4796-8425-208578200ec4	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus cactoides	2	1065	1274	1302	1358	379601	379608	379788	134571	239411	239411	Ascorhynchus cactoides Stock, J.H., 1954	['NO_DEPTH']	537	252613	23.73	35.45																					
Occurrence	147	Pycnogonida	NewCaledonia		-24.9200000762939	168.360000610352	Ascorhynchidae			Ascorhynchus			IRD-MNHN	Animalia		Biocal, DW66	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:147:0xAD77170001000300	Pantopoda	Arthropoda			Ascorhynchus cactoides		urn:lsid:marinespecies.org:taxname:239411				b241e27c-ef89-4a15-99d4-653de7621e01	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus cactoides	2	1065	1274	1302	1358	379601	379608	379788	134571	239411	239411	Ascorhynchus cactoides	[]	495	253016	23.7	35.46	Stock JH (1991). Musorstom 8(151): 125-212.	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	515.0	505.0	present	510.0	Biota	1.0												
Occurrence		Pycnogonida	NewCaledonia		-24.9200000762939	168.360000610352	Ascorhynchidae			Ascorhynchus			IRD-MNHN	Animalia		Norfolk, Mt. Eponge (Biocal, DW66)	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia::0xAE81170001000300	Pantopoda	Arthropoda			Ascorhynchus cactoides		urn:lsid:marinespecies.org:taxname:239411				d49b6eb0-d0d3-46e8-a7da-efe0ca2d2949	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus cactoides	2	1065	1274	1302	1358	379601	379608	379788	134571	239411	239411	Ascorhynchus cactoides	[]	495	253016	23.7	35.46			https://marineinfo.org/id/dataset/3128	515.0	505.0	present	510.0	Biota	1.0												
Occurrence	38230	Pycnogonida	NewCaledonia		12.5200004577637	120.650001525879	Ascorhynchidae			Ascorhynchus			IRD-MNHN	Animalia		Musorstom 3, DR117	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:38230:0x8785170001000500	Pantopoda	Arthropoda			Ascorhynchus cactoides		urn:lsid:marinespecies.org:taxname:239411				e0c22728-38a9-458d-ba3b-49f6f18d93a5	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus cactoides	2	1065	1274	1302	1358	379601	379608	379788	134571	239411	239411	Ascorhynchus cactoides	[]	174	26723	28.91	32.26	Stock JH (1991). Musorstom 8(151): 213-228.	Philippines	https://marineinfo.org/id/dataset/3128	97.0	92.0	present	94.5	Biota	1.0												
PreservedSpecimen	17127	Pycnogonida	SeamountsOnline		-24.92	168.36	Ascorhynchidae	Station DW 66		Ascorhynchus			SCSD	Animalia		Sponge Seamount		SeamountsOnline_urn:lsid:marinespecies.org:taxname:239411_17127	Pantopoda	Arthropoda		Richer de Forges, B. 2001 Electronic Database of ORSTOM Sampling on the Norfolk Ridge NA	Ascorhynchus cactoides	Stock, 1954	urn:lsid:marinespecies.org:taxname:239411				fa0b4227-c3c4-45ab-932c-c8cd786d43a6	4eaf3ab8-463a-4c8d-838a-9b9c6ca4bfd3	['b7c47783-a020-4173-b390-7b57c4fa1426']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus cactoides	2	1065	1274	1302	1358	379601	379608	379788	134571	239411	239411	Ascorhynchus cactoides	[]	495	253016	23.7	35.46				515.0	505.0	present	510.0	Biota	1.0	1985-09-03	SCSD_SeamountsOnline_Sponge_Seamount_534290	benthic/near bottom	WoRMS Match Type: exact	Validated	NA	NA | NA	Ascorhynchus cactoides	494553600000.0	494553600000.0	494553600000.0	1985.0
