basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	country	decimalLatitude	decimalLongitude	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	datasetID	eventDate	maximumDepthInMeters	minimumDepthInMeters	month	references	scientificNameAuthorship	typeStatus	year	depth	date_start	date_mid	date_end	date_year	superdomain	superdomainid
PreservedSpecimen	P.9344	Pycnogonida	co113	10000	Australia	-10.733	142.65	Ascorhynchidae	POINT (142.65000 -10.73300)	Ascorhynchus	AM	Animalia	Albany Passage	2017-03-02T10:23:38	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.9344	present	Arthropoda	Ascorhynchus melwardi	urn:lsid:marinespecies.org:taxname:239644	Female	melwardi	species	36f2cddb-6da3-4ef3-aeb9-16cdc46f8a92	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchus melwardi	2	1065	1274	1302	1358	379601	379608	379788	134571	239644	239644	Ascorhynchus melwardi	['NO_DEPTH']	22.55	2510	27.27	34.75																	
PreservedSpecimen	sm_id_1706	Pycnogonida	WoRMS type localities			-10.74	142.6	Ascorhynchidae		Ascorhynchus	WoRMS Editorial Board	Animalia	Torres Strait	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1706	present	Arthropoda	Ascorhynchus melwardi	urn:lsid:marinespecies.org:taxname:239644		melwardi		554dc2ad-5e5a-4fc9-9e04-29d07a103517	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchus melwardi	2	1065	1274	1302	1358	379601	379608	379788	134571	239644	239644	Ascorhynchus melwardi	[]	17.56	314	27.27	34.75	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ascorhynchus melwardi</i> Flynn, 1929. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239644	https://marineinfo.org/id/dataset/5184	1928-09	22.0	16.0	9	http://www.marinespecies.org/aphia.php?p=specdetails&id=1706	Flynn, 1929	holotype	1928	19.0	-1304380800000.0	-1303171200000.0	-1301875200000.0	1928.0	Biota	1.0
PreservedSpecimen	P.9345	Pycnogonida	co113	10000	Australia	-10.733	142.65	Ascorhynchidae	POINT (142.65000 -10.73300)	Ascorhynchus	AM	Animalia	Albany Passage	2017-03-02T10:23:39	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.9345	present	Arthropoda	Ascorhynchus melwardi	urn:lsid:marinespecies.org:taxname:239644	Male	melwardi	species	d0301973-df8c-4849-9620-ec0e419aa01f	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchus melwardi	2	1065	1274	1302	1358	379601	379608	379788	134571	239644	239644	Ascorhynchus melwardi	['NO_DEPTH']	22.55	2510	27.27	34.75																	
