associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234558.186315	Invertebrate Zoology: Crustacea	Chile	11	-33.6388893127	-78.8138885498	observedindividualcount=1;	1965-12-11T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Juan Fernandez Islands, San Juan Bautista Island	12	3	12	Alcohol (Ethanol)	Ammothea insularis	Child	urn:lsid:marinespecies.org:taxname:239975	male	Paratype	South Pacific Ocean	1965	14fa182a-ac19-4d15-bc0d-fc80194283fa	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	7.5	-128044800000	-128044800000	-128044800000	1965	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea insularis	2	1065	1274	1302	1358	379601	379608	1562	134569	239975	239975	Ammothea insularis	[]	-12	105	16.74	34.35								
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234557.186314	Invertebrate Zoology: Crustacea	Chile	11	-33.6388893127	-78.8138885498	observedindividualcount=1;	1965-12-11T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Juan Fernandez Islands, San Juan Bautista Island	12	3	12	Alcohol (Ethanol)	Ammothea insularis	Child	urn:lsid:marinespecies.org:taxname:239975	male	Holotype	South Pacific Ocean	1965	542c1780-55d6-4b03-a605-185564c32ecb	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	7.5	-128044800000	-128044800000	-128044800000	1965	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea insularis	2	1065	1274	1302	1358	379601	379608	1562	134569	239975	239975	Ammothea insularis	[]	-12	105	16.74	34.35								
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothea insularis</i> Child, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239975	sm_id_1512	WoRMS type localities		11	-33.64	-78.81		1965-12-11			WoRMS Editorial Board	Pacific Ocean	12	3	12		Ammothea insularis	Child, 1992	urn:lsid:marinespecies.org:taxname:239975		holotype		1965	92b1910c-01c1-4d05-9383-202ae966d482	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	7.5	-128044800000	-128044800000	-128044800000	1965	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea insularis	2	1065	1274	1302	1358	379601	379608	1562	134569	239975	239975	Ammothea insularis	[]	-12	29	16.74	34.35	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1512	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1512	insularis	Biota	1.0
