basisOfRecord	catalogNumber	collectionCode	datasetID	day	decimalLatitude	decimalLongitude	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	modified	month	occurrenceID	scientificName	scientificNameID	year	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	subfamily	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	1245	Weddell Sea macrozoobenthos EASIZ I	IMIS:dasid:2432	28	-71.525	-12.425	AWI	Kapp Norvegia area	504	504	2010-05-11T18:09Z	2	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:1245	Colossendeis avidus	urn:lsid:marinespecies.org:taxname:173162	1996	0d2a2d25-4b4b-43bd-b3fb-0da52fd3b636	e1ca35fd-bbc4-4da9-a27c-fea1502a4a30	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	504.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis avidus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173162	173162	Colossendeis avidus	[]	512	4469	-1.76	33.77
HumanObservation	37382	SOMBASE Pycnogonids			-65.9866027832	57.1632995605	BAS		290	265				Colossendeis avidus	urn:lsid:marinespecies.org:taxname:173162		3dedf936-cd58-4aad-a980-191a96394752	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	277.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis avidus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173162	173162	Colossendeis avidus	[]	324	49007	-1.67	33.99
HumanObservation	21629	SOMBASE Pycnogonids			-73.8899993896	-22.448299408	BAS		246	246				Colossendeis avidus	urn:lsid:marinespecies.org:taxname:173162		3f7dd6c0-d30c-4cea-9eff-e245c1ecd0a3	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	246.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis avidus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173162	173162	Colossendeis avidus	[]	255	22754	-1.68	33.84
HumanObservation	39279	SOMBASE Pycnogonids			-70.9427032471	-10.5307998657	BAS		352	352				Colossendeis avidus	urn:lsid:marinespecies.org:taxname:173162		5ba76e7f-8fcf-4aa0-ba81-e9521266a598	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	352.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis avidus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173162	173162	Colossendeis avidus	['DEPTH_EXCEEDS_BATH']	266	4701	-1.72	33.76
HumanObservation	21628	SOMBASE Pycnogonids			-71.5250015259	-12.4250001907	BAS		504	504				Colossendeis avidus	urn:lsid:marinespecies.org:taxname:173162		6aa9ae4a-93ed-43b6-be67-0a7a613c0742	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	504.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis avidus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173162	173162	Colossendeis avidus	[]	528	4469	-1.76	33.77
HumanObservation	1246	Weddell Sea macrozoobenthos EASIZ I	IMIS:dasid:2432	15	-73.89	-22.448334	AWI	South of Vestkapp	246	246	2010-05-11T18:09Z	2	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:1246	Colossendeis avidus	urn:lsid:marinespecies.org:taxname:173162	1996	6c5e0d68-8fda-461b-8d71-2e75d98ce27a	e1ca35fd-bbc4-4da9-a27c-fea1502a4a30	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	246.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis avidus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173162	173162	Colossendeis avidus	[]	255	22753	-1.68	33.84
HumanObservation	23452	SOMBASE Pycnogonids			-62.6483001709	-56.1699981689	BAS		426	311				Colossendeis avidus	urn:lsid:marinespecies.org:taxname:173162		8663805c-c96e-480e-a918-bd68611f1eca	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	368.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis avidus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173162	173162	Colossendeis avidus	[]	433	34874	-1.26	33.84
HumanObservation	39499	SOMBASE Pycnogonids			-71.5	-12.4333000183	BAS		529	294				Colossendeis avidus	urn:lsid:marinespecies.org:taxname:173162		92aea686-4070-4c3b-8249-fa2c6f3d6b0b	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	411.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis avidus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173162	173162	Colossendeis avidus	[]	477	3552	-1.76	33.77
HumanObservation	39498	SOMBASE Pycnogonids			-73.8833007812	-22.4165992737	BAS		246	242				Colossendeis avidus	urn:lsid:marinespecies.org:taxname:173162		cc280da0-efb4-48ad-a42a-f19ac1928b60	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	244.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis avidus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	173162	173162	Colossendeis avidus	[]	253	23800	-1.68	33.82
