basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	day	decimalLatitude	decimalLongitude	eventDate	eventID	family	fieldNumber	genus	habitat	identificationReferences	individualCount	institutionCode	kingdom	locality	locationID	locationRemarks	maximumDepthInMeters	minimumDepthInMeters	month	occurrenceID	occurrenceStatus	order	phylum	samplingProtocol	scientificName	scientificNameAuthorship	scientificNameID	sex	specificEpithet	taxonRemarks	verbatimEventDate	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	MED-EgyptExpeditionPantopoda-137-5	Pycnogonida	Helfer H. 1936. The fishery grounds near Alexandria. VIII Pantopoda. Notes et memoires No 16	200	14	31.139371	29.818676	1933-11-14	137_1933-11-14_7-9	Ammotheidae	137_1933-11-14_7-9	Tanystylum	dark sandy bottom, Caluerpa, little brown algae, Cymodocea	Helfer H. 1936. The fishery grounds near Alexandria. VIII Pantopoda. Notes et memoires No 16	1	Hellenic Centre for Marine Research-Institute of Marine Biology, Biotechnology and Aquaculture	Animalia	close to El Dukhaylah Beach	137	Coordinates, coordinates uncertainty and locality estimated by MedOBIS data management team by gis and google earth, based on the map in publication and in (Adolf Steuer.Preliminary report.The Fishery Grounds Near Alexandria. Notes and Memories No 8.)	9.0	7.0	11	MED-EgyptExpeditionPantopoda-137-5	present	Pantopoda	Arthropoda	There was no specific information about sampling method.By the Preliminary Report seems to be the same as the whole expedition-dredge with an opening of 20x70 cm (1400 cm2).Depth is measured in fathom=1.8288 metres.All the excursions were one day trip. For work near the coast a small rowing boat was available. References: Steuer A. 1935. The fishery grounds near Alexandria. 1. Preliminary Report, Notes and Memoirs No 8. Fisheries Research Directorate, Egypt.	Tanystylum conirostre	(Dohrn, 1881)	urn:lsid:marinespecies.org:taxname:134634	m	conirostre	name as in original file:Tanystylum conirostre	1933-11-14	1933	02b922dd-b347-4ec1-b95d-83fbd2eb966e	1db4978f-6b8e-4873-8ab4-63702a8359d0	['1ad35eb9-c615-4733-864a-b585aebcfb70']	8.0	-1140220800000	-1140220800000	-1140220800000	1933	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Tanystylum conirostre	1	2	1065	1274	1302	1358	379601	379608	1562	134577	134634	134634	Tanystylum conirostre	[]	2.4	231	22.55	38.51
HumanObservation	MED-EgyptExpeditionPantopoda-41-1	Pycnogonida	Helfer H. 1936. The fishery grounds near Alexandria. VIII Pantopoda. Notes et memoires No 16	200	14	31.323736	30.073142	1933-10-14	41_1933-10-14	Ammotheidae	41_1933-10-14	Tanystylum	crags with Cystosira, Padina, little Caulerpa	Helfer H. 1936. The fishery grounds near Alexandria. VIII Pantopoda. Notes et memoires No 16	1	Hellenic Centre for Marine Research-Institute of Marine Biology, Biotechnology and Aquaculture	Animalia	Crags at the eastern coast of Abu Qir Peninsula	41	Coordinates, coordinates uncertainty and locality estimated by MedOBIS data management team by gis and google earth, based on the map in publication and in (Adolf Steuer.Preliminary report.The Fishery Grounds Near Alexandria. Notes and Memories No 8.)			10	MED-EgyptExpeditionPantopoda-41-1	present	Pantopoda	Arthropoda	There was no specific information about sampling method.By the Preliminary Report seems to be the same as the whole expedition-dredge with an opening of 20x70 cm (1400 cm2).Depth is measured in fathom=1.8288 metres.All the excursions were one day trip. For work near the coast a small rowing boat was available. References: Steuer A. 1935. The fishery grounds near Alexandria. 1. Preliminary Report, Notes and Memoirs No 8. Fisheries Research Directorate, Egypt.	Tanystylum conirostre	(Dohrn, 1881)	urn:lsid:marinespecies.org:taxname:134634	m	conirostre	name as in original file:Tanystylum conirostre	1933-10-14	1933	0aa12400-db91-41e9-87b3-05ef4f7299c2	1db4978f-6b8e-4873-8ab4-63702a8359d0	['1ad35eb9-c615-4733-864a-b585aebcfb70']		-1142899200000	-1142899200000	-1142899200000	1933	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Tanystylum conirostre	1	2	1065	1274	1302	1358	379601	379608	1562	134577	134634	134634	Tanystylum conirostre	['NO_DEPTH']	2.0	45	22.6	38.45
HumanObservation	MED-EgyptExpeditionPantopoda-41-2	Pycnogonida	Helfer H. 1936. The fishery grounds near Alexandria. VIII Pantopoda. Notes et memoires No 16	200	14	31.323736	30.073142	1933-10-14	41_1933-10-14	Ammotheidae	41_1933-10-14	Tanystylum	crags with Cystosira, Padina, little Caulerpa	Helfer H. 1936. The fishery grounds near Alexandria. VIII Pantopoda. Notes et memoires No 16	2	Hellenic Centre for Marine Research-Institute of Marine Biology, Biotechnology and Aquaculture	Animalia	Crags at the eastern coast of Abu Qir Peninsula	41	Coordinates, coordinates uncertainty and locality estimated by MedOBIS data management team by gis and google earth, based on the map in publication and in (Adolf Steuer.Preliminary report.The Fishery Grounds Near Alexandria. Notes and Memories No 8.)			10	MED-EgyptExpeditionPantopoda-41-2	present	Pantopoda	Arthropoda	There was no specific information about sampling method.By the Preliminary Report seems to be the same as the whole expedition-dredge with an opening of 20x70 cm (1400 cm2).Depth is measured in fathom=1.8288 metres.All the excursions were one day trip. For work near the coast a small rowing boat was available. References: Steuer A. 1935. The fishery grounds near Alexandria. 1. Preliminary Report, Notes and Memoirs No 8. Fisheries Research Directorate, Egypt.	Tanystylum conirostre	(Dohrn, 1881)	urn:lsid:marinespecies.org:taxname:134634	f	conirostre	name as in original file:Tanystylum conirostre	1933-10-14	1933	21a0cc60-8644-4ceb-ad03-17eb569ecce0	1db4978f-6b8e-4873-8ab4-63702a8359d0	['1ad35eb9-c615-4733-864a-b585aebcfb70']		-1142899200000	-1142899200000	-1142899200000	1933	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Tanystylum conirostre	1	2	1065	1274	1302	1358	379601	379608	1562	134577	134634	134634	Tanystylum conirostre	['NO_DEPTH']	2.0	45	22.6	38.45
