basisOfRecord	collectionCode	country	decimalLatitude	decimalLongitude	eventDate	family	footprintWKT	genus	institutionCode	kingdom	modified	month	occurrenceID	occurrenceStatus	organismQuantity	organismQuantityType	phylum	scientificName	scientificNameID	stateProvince	taxonConceptID	taxonRank	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	class	order	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	catalogNumber	coordinatePrecision	coordinateUncertaintyInMeters	locality	sex	specificEpithet	individualCount	bibliographicCitation	datasetID	references	scientificNameAuthorship	typeStatus
PreservedSpecimen	Invertebrates	Australia	-41.0	148.35	1979-12-21 00:12:00	Pallenopsidae	POINT (148.35000 -41.00000)	Pallenopsis	QVMAG	Animalia	2019-01-11T15:02:59	12	URN:catalog:QVMAG:Invertebrates:QVM:10:24309	present	1	individuals	Arthropoda	Pallenopsis macneilli	urn:lsid:marinespecies.org:taxname:239927	Tasmania	urn:lsid:biodiversity.org.au:afd.taxon:d2cc74fb-ddbb-4839-9205-e5a1f4e7ed56	species	1979	36924ef1-46ec-4d70-b48e-de1335c1480e	2a17430f-ec53-44dc-b09b-5a1d252820c0	['2a57cd59-6799-4579-955e-27c9af97aea4']	314582400000.0	314582400000.0	314582400000.0	1979.0	False	False	True	False	Biota	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsis macneilli	1.0	2	1065	1274	1302	1358	379601	379609	236317	134593	239927	239927	Pallenopsis macneilli	['NO_DEPTH']	19	472	15.34	35.44												
PreservedSpecimen	co113	Australia	-37.10333	149.92832	1984-10-10	Pallenopsidae	POINT (149.92832 -37.10333)	Pallenopsis	AM	Animalia	2017-03-02T17:18:22		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.36551	present			Arthropoda	Pallenopsis macneilli	urn:lsid:marinespecies.org:taxname:239927			species		3e8ee09b-2dbe-4b96-8668-37bf127138aa	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	466214400000.0	466214400000.0	466214400000.0	1984.0	False	False	True	False		Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsis macneilli		2	1065	1274	1302	1358	379601	379609	236317	134593	239927	239927	Pallenopsis macneilli	['NO_DEPTH', 'ON_LAND']	-12	-10	18.0	35.56	P.36551	0.009	1000	Twofold Bay, Munganno Point	Female	macneilli						
PreservedSpecimen	co113	Australia	-36.216	150.15	1949-07-15	Pallenopsidae	POINT (150.15000 -36.21600)	Pallenopsis	AM	Animalia	2017-03-02T11:11:40		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.11952	present			Arthropoda	Pallenopsis macneilli	urn:lsid:marinespecies.org:taxname:239927			species		61674d6a-e73f-4f6b-ab28-0aa745c787cc	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-645840000000.0	-645840000000.0	-645840000000.0	1949.0	False	False	True	False		Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsis macneilli		2	1065	1274	1302	1358	379601	379609	236317	134593	239927	239927	Pallenopsis macneilli	['NO_DEPTH']	30	703	19.02	35.59	P.11952	0.0896	10000	Narooma, shoreline cave		macneilli						
PreservedSpecimen	co113	Australia	-32.716	152.133		Pallenopsidae	POINT (152.13300 -32.71600)	Pallenopsis	AM	Animalia	2017-03-02T11:16:12		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13653	present			Arthropoda	Pallenopsis macneilli	urn:lsid:marinespecies.org:taxname:239927			species		6f8b1143-5f21-4788-8718-79ffbdf33d0e	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']					False	False	True	False		Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsis macneilli		2	1065	1274	1302	1358	379601	379609	236317	134593	239927	239927	Pallenopsis macneilli	['NO_DEPTH']	1	404	20.69	35.53	P.13653	0.0896	10000	Port Stephens, Nelsons Bay	Female	macneilli						
PreservedSpecimen	co113	Australia	-32.716	152.133		Pallenopsidae	POINT (152.13300 -32.71600)	Pallenopsis	AM	Animalia	2017-03-02T11:16:12		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13652	present			Arthropoda	Pallenopsis macneilli	urn:lsid:marinespecies.org:taxname:239927			species		9105b906-fef9-4676-8859-7769a8350009	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']					False	False	True	False		Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsis macneilli		2	1065	1274	1302	1358	379601	379609	236317	134593	239927	239927	Pallenopsis macneilli	['NO_DEPTH']	1	404	20.69	35.53	P.13652	0.0896	10000	Port Stephens, Nelsons Bay	Female	macneilli						
PreservedSpecimen	co119	Australia	-38.33	144.32	2003-05-21	Pallenopsidae	POINT (144.32000 -38.33000)	Pallenopsis	NMV	Animalia	2017-02-09T12:08:53		J53625	present	1	individuals	Arthropoda	Pallenopsis macneilli	urn:lsid:marinespecies.org:taxname:239927			species		9ef34f58-477c-4e38-a73c-dfdd0ee9b216	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	1053475200000.0	1053475200000.0	1053475200000.0	2003.0	False	False	True	False		Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsis macneilli		2	1065	1274	1302	1358	379601	379609	236317	134593	239927	239927	Pallenopsis macneilli	['NO_DEPTH', 'ON_LAND']	-29	-614	15.8	35.66	J53625		1000	Rocky Point	Unknown	macneilli	1					
PreservedSpecimen	co113	Australia	-33.9	151.283		Pallenopsidae	POINT (151.28300 -33.90000)	Pallenopsis	AM	Animalia	2017-03-02T10:38:38		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.8930	present			Arthropoda	Pallenopsis macneilli	urn:lsid:marinespecies.org:taxname:239927			species		c2bb999d-ac67-4574-807a-e4c683718c36	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']					False	False	True	False		Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsis macneilli		2	1065	1274	1302	1358	379601	379609	236317	134593	239927	239927	Pallenopsis macneilli	['NO_DEPTH']	11	621	20.41	35.54	P.8930	0.0896	10000	Bondi	Male	macneilli						
PreservedSpecimen	co113	Australia	-32.716	152.133		Pallenopsidae	POINT (152.13300 -32.71600)	Pallenopsis	AM	Animalia	2017-03-02T11:16:12		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13651	present			Arthropoda	Pallenopsis macneilli	urn:lsid:marinespecies.org:taxname:239927			species		cddb9494-fa08-4da9-ab79-1952cfb3c0bd	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']					False	False	True	False		Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsis macneilli		2	1065	1274	1302	1358	379601	379609	236317	134593	239927	239927	Pallenopsis macneilli	['NO_DEPTH']	1	404	20.69	35.53	P.13651	0.0896	10000	Port Stephens, Nelsons Bay	Male	macneilli						
PreservedSpecimen	WoRMS type localities		-32.7	152.08		Pallenopsidae		Pallenopsis	WoRMS Editorial Board	Animalia	2007-06-20 15:52:33		WoRMS Editorial Board:WoRMS type localities:sm_id_2118	present			Arthropoda	Pallenopsis macneilli	urn:lsid:marinespecies.org:taxname:239927					d566c7a5-6e3d-46d9-b294-cfe9e12028fe	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']					False	False	True	False	Biota	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Pallenopsis macneilli	1.0	2	1065	1274	1302	1358	379601	379609	236317	134593	239927	239927	Pallenopsis macneilli	['NO_DEPTH']	1	1089	20.62	35.53	sm_id_2118			Tasman Sea		macneilli		Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pallenopsis macneilli</i> Clark, 1963. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239927	https://marineinfo.org/id/dataset/5184	http://www.marinespecies.org/aphia.php?p=specdetails&id=2118	Clark, 1963	holotype
