basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	38042	SOMBASE Pycnogonids	-45.8415985107	49.8633003235	BAS	205	205	Pycnogonum magnirostrum	urn:lsid:marinespecies.org:taxname:239429	066f43f5-915c-4ac5-ab82-2c66c79c7b07	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	205.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magnirostrum	2	1065	1274	1302	1358	379601	379611	1567	134595	239429	239429	Pycnogonum magnirostrum	[]	213	35456	5.8	33.72
HumanObservation	37906	SOMBASE Pycnogonids	-45.903301239	50.8899993896	BAS	178	178	Pycnogonum magnirostrum	urn:lsid:marinespecies.org:taxname:239429	067973fc-8889-4597-9d46-3a0dccf0e88b	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	178.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magnirostrum	2	1065	1274	1302	1358	379601	379611	1567	134595	239429	239429	Pycnogonum magnirostrum	[]	200	34053	5.6	33.74
HumanObservation	38068	SOMBASE Pycnogonids	-46.0499992371	50.5365982056	BAS	193	150	Pycnogonum magnirostrum	urn:lsid:marinespecies.org:taxname:239429	2a3b3308-1e7b-46e1-9ad7-3d344f6b6df7	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	171.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magnirostrum	2	1065	1274	1302	1358	379601	379611	1567	134595	239429	239429	Pycnogonum magnirostrum	['DEPTH_EXCEEDS_BATH']	59	12548	5.63	33.74
HumanObservation	38043	SOMBASE Pycnogonids	-46.0483016968	49.9165992737	BAS	217	217	Pycnogonum magnirostrum	urn:lsid:marinespecies.org:taxname:239429	42d86adc-7051-4964-9673-92e4e64fe194	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	217.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magnirostrum	2	1065	1274	1302	1358	379601	379611	1567	134595	239429	239429	Pycnogonum magnirostrum	[]	304	19713	5.73	33.73
HumanObservation	37947	SOMBASE Pycnogonids	-48.1716003418	70.543296814	BAS	30	3	Pycnogonum magnirostrum	urn:lsid:marinespecies.org:taxname:239429	55fe8666-a39a-48e0-aca6-794570fca9a2	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	16.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magnirostrum	2	1065	1274	1302	1358	379601	379611	1567	134595	239429	239429	Pycnogonum magnirostrum	[]	153	93913	4.29	33.74
HumanObservation	37858	SOMBASE Pycnogonids	-45.8965988159	50.2316017151	BAS	168	168	Pycnogonum magnirostrum	urn:lsid:marinespecies.org:taxname:239429	5a7a34da-00ef-4da2-8cf7-5d4876fb9a4f	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	168.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magnirostrum	2	1065	1274	1302	1358	379601	379611	1567	134595	239429	239429	Pycnogonum magnirostrum	[]	221	14216	5.72	33.73
HumanObservation	37266	SOMBASE Pycnogonids	-49.5	69.5	BAS	122	28	Pycnogonum magnirostrum	urn:lsid:marinespecies.org:taxname:239429	7d46164c-99c4-47e6-a2ab-f4e00861d56e	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	75.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magnirostrum	2	1065	1274	1302	1358	379601	379611	1567	134595	239429	239429	Pycnogonum magnirostrum	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-177	-8753		
HumanObservation	37883	SOMBASE Pycnogonids	-46.0	50.0	BAS	196	196	Pycnogonum magnirostrum	urn:lsid:marinespecies.org:taxname:239429	81ba5f19-4658-4ada-8808-854aa17323ac	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	196.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magnirostrum	2	1065	1274	1302	1358	379601	379611	1567	134595	239429	239429	Pycnogonum magnirostrum	[]	202	15899	5.72	33.73
HumanObservation	38041	SOMBASE Pycnogonids	-45.9249992371	50.0583000183	BAS	183	178	Pycnogonum magnirostrum	urn:lsid:marinespecies.org:taxname:239429	9f457edd-a405-48d6-a435-c1677a05d176	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	180.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magnirostrum	2	1065	1274	1302	1358	379601	379611	1567	134595	239429	239429	Pycnogonum magnirostrum	['DEPTH_EXCEEDS_BATH']	48	18621	5.73	33.73
HumanObservation	38067	SOMBASE Pycnogonids	-46.0666007996	51.3300018311	BAS	309	300	Pycnogonum magnirostrum	urn:lsid:marinespecies.org:taxname:239429	b1c915e4-1143-4771-9e91-2c6ae0e84e22	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	304.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magnirostrum	2	1065	1274	1302	1358	379601	379611	1567	134595	239429	239429	Pycnogonum magnirostrum	[]	1766	41546	5.46	33.74
