basisOfRecord	catalogNumber	class	collectionCode	coordinatePrecision	coordinateUncertaintyInMeters	country	decimalLatitude	decimalLongitude	eventDate	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	specificEpithet	taxonRank	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	sex
PreservedSpecimen	P.43129	Pycnogonida	co113	0.009	1000	Australia	-32.016	115.5	1983-12-21	Ascorhynchoidea incertae sedis	POINT (115.50000 -32.01600)	Pycnothea	AM	Animalia	Rottnest Island, off jetty at Green Island	2017-03-02T16:19:15	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.43129	present	Arthropoda	Pycnothea flynni	urn:lsid:marinespecies.org:taxname:239924	flynni	species	58148b90-3695-491e-b928-0791100632d8	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	440812800000.0	440812800000.0	440812800000.0	1983.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Pycnothea flynni	2	1065	1274	1302	1358	379601	379608	379616	239386	239924	239924	Pycnothea flynni	['NO_DEPTH']	-10.0	92	20.61	35.54	
PreservedSpecimen	P.42909	Pycnogonida	co113		10000	Australia	-25.55	153.0	1984-01-05	Ascorhynchoidea incertae sedis	POINT (153.00000 -25.55000)	Pycnothea	AM	Animalia	"""Maheno"" wreck, Fraser Island"	2017-03-02T15:58:03	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.42909	present	Arthropoda	Pycnothea flynni	urn:lsid:marinespecies.org:taxname:239924	flynni	species	6f718630-9624-4a54-91f7-c78a06e3ae0f	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	442108800000.0	442108800000.0	442108800000.0	1984.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Pycnothea flynni	2	1065	1274	1302	1358	379601	379608	379616	239386	239924	239924	Pycnothea flynni	['NO_DEPTH', 'ON_LAND']	-60.8	-3698			Male
PreservedSpecimen	P.43132	Pycnogonida	co113	0.009	1000	Australia	-32.266	115.683	1983-12-26	Ascorhynchoidea incertae sedis	POINT (115.68300 -32.26600)	Pycnothea	AM	Animalia	2 km south of Cape Peron, reef west of groyne	2017-03-02T16:19:15	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.43132	present	Arthropoda	Pycnothea flynni	urn:lsid:marinespecies.org:taxname:239924	flynni	species	70bfa113-0284-4f80-8844-0b3b3a054551	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	441244800000.0	441244800000.0	441244800000.0	1983.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Pycnothea flynni	2	1065	1274	1302	1358	379601	379608	379616	239386	239924	239924	Pycnothea flynni	['NO_DEPTH']	2.0	170	20.41	35.55	
PreservedSpecimen	P.42784	Pycnogonida	co113	0.0896	10000		-32.16638	115.45694	1991-01-12	Ascorhynchoidea incertae sedis	POINT (115.45694 -32.16638)	Pycnothea	AM	Animalia	Rottnest Island, Mabel Cove	2017-03-02T15:57:39	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.42784	present	Arthropoda	Pycnothea flynni	urn:lsid:marinespecies.org:taxname:239924	flynni	species	8d08d989-9920-4354-a420-acf910a2b761	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	663638400000.0	663638400000.0	663638400000.0	1991.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Pycnothea flynni	2	1065	1274	1302	1358	379601	379608	379616	239386	239924	239924	Pycnothea flynni	['NO_DEPTH']	45.0	15597	20.8	35.54	Male
PreservedSpecimen	P.11951	Pycnogonida	co113	0.0896	10000	Australia	-29.483	153.366	1947-04-06	Ascorhynchoidea incertae sedis	POINT (153.36600 -29.48300)	Pycnothea	AM	Animalia	Angourie, south of Clarence River	2017-03-02T11:11:40	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.11951	present	Arthropoda	Pycnothea flynni	urn:lsid:marinespecies.org:taxname:239924	flynni	species	a9b8ecc5-f8e9-4504-a3f1-1c0b80848985	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-717638400000.0	-717638400000.0	-717638400000.0	1947.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Pycnothea flynni	2	1065	1274	1302	1358	379601	379608	379616	239386	239924	239924	Pycnothea flynni	['NO_DEPTH', 'ON_LAND']	-11.0	-58	22.64	35.43	Male
PreservedSpecimen	P.42890	Pycnogonida	co113	0.009	1000	Australia	-30.066	153.20333	1992-03-07	Ascorhynchoidea incertae sedis	POINT (153.20333 -30.06600)	Pycnothea	AM	Animalia	Arrawarra Headland	2017-03-02T15:57:58	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.42890	present	Arthropoda	Pycnothea flynni	urn:lsid:marinespecies.org:taxname:239924	flynni	species	ca5cb661-f411-4363-a494-3fcbefba1a1a	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	699926400000.0	699926400000.0	699926400000.0	1992.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Pycnothea flynni	2	1065	1274	1302	1358	379601	379608	379616	239386	239924	239924	Pycnothea flynni	['NO_DEPTH']	-3.0	100	22.56	35.46	Female
PreservedSpecimen	P.11018	Pycnogonida	co113	0.0896	10000	Australia	-29.533	153.35		Ascorhynchoidea incertae sedis	POINT (153.35000 -29.53300)	Pycnothea	AM	Animalia	Shelley Beach, south of Angourie Point	2017-03-02T11:18:33	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.11018	present	Arthropoda	Pycnothea flynni	urn:lsid:marinespecies.org:taxname:239924	flynni	species	efbf62ad-ab28-4fe6-b888-e6eefe1b2432	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']					False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Pycnothea flynni	2	1065	1274	1302	1358	379601	379608	379616	239386	239924	239924	Pycnothea flynni	['NO_DEPTH', 'ON_LAND']	-11.0	-292	22.59	35.43	Male
