basisOfRecord	catalogNumber	class	collectionCode	coordinatePrecision	coordinateUncertaintyInMeters	country	decimalLatitude	decimalLongitude	eventDate	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	specificEpithet	taxonRank	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	collectionID	continent	dateIdentified	day	eventRemarks	fieldNumber	higherClassification	higherGeography	identifiedBy	institutionID	language	license	locationID	month	nomenclaturalCode	occurrenceRemarks	preparations	recordedBy	scientificNameAuthorship	startDayOfYear	type	verbatimEventDate	verbatimLatitude	verbatimLongitude	year	superdomain	superdomainid	sex	maximumDepthInMeters	minimumDepthInMeters	depth
PreservedSpecimen	P.64322	Pycnogonida	co113	0.8961	100000	Australia	-23.433	151.916	1978-04-28	Phoxichilidiidae	POINT (151.91600 -23.43300)	Anoplodactylus	AM	Animalia	Capricorn Group, Heron Island	2017-03-02T15:41:42	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.64322	present	Arthropoda	Anoplodactylus brucei	urn:lsid:marinespecies.org:taxname:240246	brucei	species	037682e4-89f7-4f9f-9b87-f081e7fd4cf6	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	262569600000	262569600000	262569600000	1978	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus brucei	2	1065	1274	1302	1358	379601	379610	14469	134592	240246	240246	Anoplodactylus brucei	['NO_DEPTH']	21.48	3512	24.12	35.45																															
PreservedSpecimen	115024	Pycnogonida	IZ			Thailand	13.3333333333	100.9166666667	1971-06-09	Phoxichilidiidae		Anoplodactylus	CAS	Animalia	Gulf of Thailand, Ko Sichang, Hin Tasin, at edge of water. very low tide		urn:catalog:CAS:IZ:115024		Arthropoda	Anoplodactylus brucei		brucei	species	08c714c3-529c-4e5a-9690-cb7fa82784d6	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	45273600000	45273600000	45273600000	1971	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus brucei	2	1065	1274	1302	1358	379601	379610	14469	134592	240246	240246	Anoplodactylus brucei	['NO_DEPTH']	-8.0	382	29.2	23.09	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	Asia	1998-09	9	Taxa: Porifera, Cnidaria, Polychaeta, Sipuncula, Decapoda, Amphipoda, Bivalvia, Ophiuroidea, Cirripedia, Bryozoa,  Polyplacophora, Gastropoda, Isopoda, Tanaida, Nemertea,Urochordata; eggs. Specimens in fair to good condition.Original accession date 5 Ma	001155	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Phoxichilidoidea, Phoxichilidiidae	Asia	C. Allan Child, NMNHIZ	http://grscicoll.org/institution/california-academy-sciences	en	https://creativecommons.org/publicdomain/zero/1.0/	0568bc28-2598-11ed-aace-005056be1b7a	6	ICZN	1 male, 1 female, 1 male with eggs. Lots split to  CASIZ 116139, CASIZ# 116153.	Fluid-75% EtOH(3)	Franz B. Steiner	Child, 1990	160	Physical Object	9 Jun 1971	13° 20' N	100° 55' E	1971	Biota	1.0				
PreservedSpecimen	P.43767	Pycnogonida	co113	0.0009	100	Australia	-22.48099	150.77199	1993-09-18	Phoxichilidiidae	POINT (150.77199 -22.48099)	Anoplodactylus	AM	Animalia	Port Clinton, east side of Entrance Island	2017-03-02T16:14:56	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.43767	present	Arthropoda	Anoplodactylus brucei	urn:lsid:marinespecies.org:taxname:240246	brucei	species	17678b54-30d9-4052-aa0a-e210e45b0a47	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	748310400000	748310400000	748310400000	1993	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus brucei	2	1065	1274	1302	1358	379601	379610	14469	134592	240246	240246	Anoplodactylus brucei	['NO_DEPTH']	14.14	230	24.27	35.46																												male			
PreservedSpecimen	115038	Pycnogonida	IZ			Indonesia	5.1666666667	-97.1333333333	1975-01-24	Phoxichilidiidae		Anoplodactylus	CAS	Animalia	Sumatra Island, North Sumatra, Strait of Malacca, near Lhokseumawe, steel pertamina fuel dock pilings		urn:catalog:CAS:IZ:115038		Arthropoda	Anoplodactylus brucei		brucei	species	47c82e4a-ca13-47b1-9d58-ed41daf26699	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	159753600000	159753600000	159753600000	1975	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus brucei	2	1065	1274	1302	1358	379601	379610	14469	134592	240246	240246	Anoplodactylus brucei	[]	3432.0	688325	27.53	33.5	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	Asia	1998-09	24	formerly labelled IZ Acc. No. 0142A (=10615) but data was a bit different.	048987	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Phoxichilidoidea, Phoxichilidiidae	Asia	C.Allan Child, NMNHIZ	http://grscicoll.org/institution/california-academy-sciences	en	https://creativecommons.org/publicdomain/zero/1.0/	06335b3b-2598-11ed-aace-005056be1b7a	1	ICZN	1 male and 1 male juvenile.	Fluid-75% EtOH(2)	D.A. Cobb and Dave Coleman	Child, 1990	24	Physical Object	24 Jan 1975	5° 10' N	97° 8' W	1975	Biota	1.0		3.66	3.05	3.355
