basisOfRecord	catalogNumber	class	coordinateUncertaintyInMeters	countryCode	day	decimalLatitude	decimalLongitude	eventDate	eventID	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	identifiedByID	institutionCode	institutionID	kingdom	language	maximumDepthInMeters	minimumDepthInMeters	month	occurrenceID	occurrenceStatus	order	organismQuantity	organismQuantityType	phylum	preparations	samplingProtocol	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	type	verbatimEventDate	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	collectionCode	identificationRemarks
PreservedSpecimen	JR15005_1220_10	Pycnogonida	269	AQ	10	-60.3566	-46.6859	2016-03-10	JR15005	Callipallenidae	JR15005_63	LINESTRING (-46.68423 -60.35437, -46.68761 -60.35889)	Austropallene	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	545	442	3	JR15005_1220_10	Present	Pantopoda	2	individuals	Arthropoda	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	Austropallene tenuicornis	Pushkin, 1993	urn:lsid:marinespecies.org:taxname:173047	tenuicornis	species	PhysicalObject	10/3/2016	2016	350085eb-3920-4f9c-93b9-a261db2db08b	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	493.5	1457568000000.0	1457568000000.0	1457568000000.0	2016.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Austropallene tenuicornis	1.0	2	1065	1274	1302	1358	379601	379609	1564	173034	173047	173047	Austropallene tenuicornis	[]	635	22210	-0.87	33.81		
HumanObservation	37558	Pycnogonida				-67.0250015259	45.7165985107			Callipallenidae			Austropallene				BAS		Animalia		1180	940				Pantopoda			Arthropoda			Austropallene tenuicornis		urn:lsid:marinespecies.org:taxname:173047						39feed47-2367-4190-9791-50e702ad3177	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1060.0					False	False	True	False		Chelicerata	Eupantopodida	Nymphonoidea	Austropallene tenuicornis		2	1065	1274	1302	1358	379601	379609	1564	173034	173047	173047	Austropallene tenuicornis	[]	1314	41273	-1.71	33.91	SOMBASE Pycnogonids	
PreservedSpecimen	JR15005_1382_02	Pycnogonida	270	AQ	10	-60.3231	-46.7689	2016-03-10	JR15005	Callipallenidae	JR15005_69	LINESTRING (-46.76743 -60.3208, -46.77042 -60.32541)	Austropallene	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	837	733	3	JR15005_1382_02	Present	Pantopoda	1	individuals	Arthropoda	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	Austropallene tenuicornis	Pushkin, 1993	urn:lsid:marinespecies.org:taxname:173047	tenuicornis	species	PhysicalObject	10/3/2016	2016	744cd652-e61f-4a25-8c9a-a40f7e095a06	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	785.0	1457568000000.0	1457568000000.0	1457568000000.0	2016.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Austropallene tenuicornis	1.0	2	1065	1274	1302	1358	379601	379609	1564	173034	173047	173047	Austropallene tenuicornis	[]	859	26292	-0.83	33.81		
PreservedSpecimen	JR15005_1220_10a	Pycnogonida	269	AQ	10	-60.3566	-46.6859	2016-03-10	JR15005	Callipallenidae	JR15005_63	LINESTRING (-46.68423 -60.35437, -46.68761 -60.35889)	Austropallene	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	545	442	3	JR15005_1220_10a	Present	Pantopoda	1	individuals	Arthropoda	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	Austropallene tenuicornis	Pushkin, 1993	urn:lsid:marinespecies.org:taxname:173047	tenuicornis	species	PhysicalObject	10/3/2016	2016	7a58d9e0-78f3-4f66-99d6-75d4c63da632	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	493.5	1457568000000.0	1457568000000.0	1457568000000.0	2016.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Austropallene tenuicornis	1.0	2	1065	1274	1302	1358	379601	379609	1564	173034	173047	173047	Austropallene tenuicornis	[]	635	22210	-0.87	33.81		
PreservedSpecimen	JR15005_2532_03	Pycnogonida	299	AQ	15	-60.7367	-42.9763	2016-03-15	JR15005	Callipallenidae	JR15005_119	LINESTRING (-42.97247 -60.73865, -42.98017 -60.73483)	Austropallene	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	867	801	3	JR15005_2532_03	Present	Pantopoda	1	individuals	Arthropoda	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	Austropallene tenuicornis	Pushkin, 1993	urn:lsid:marinespecies.org:taxname:173047	tenuicornis	species	PhysicalObject	15/03/2016	2016	ba7f4c17-241b-4507-b69a-b67df481feec	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	834.0	1458000000000.0	1458000000000.0	1458000000000.0	2016.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Austropallene tenuicornis	1.0	2	1065	1274	1302	1358	379601	379609	1564	173034	173047	173047	Austropallene tenuicornis	['DEPTH_EXCEEDS_BATH']	727	73685	-1.0	33.85		
PreservedSpecimen	JR15005_2838_03	Pycnogonida	255	AQ	16	-60.6779	-42.525	2016-03-16	JR15005	Callipallenidae	JR15005_132	LINESTRING (-42.52058 -60.67724, -42.5295 -60.67859)	Austropallene	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	500	493	3	JR15005_2838_03	Present	Pantopoda	1	individuals	Arthropoda	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	Austropallene tenuicornis	Pushkin, 1993	urn:lsid:marinespecies.org:taxname:173047	tenuicornis	species	PhysicalObject	16/03/2016	2016	ceaceb38-173c-4db3-a8d7-cd81c4964c7f	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	496.5	1458086400000.0	1458086400000.0	1458086400000.0	2016.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Austropallene tenuicornis	1.0	2	1065	1274	1302	1358	379601	379609	1564	173034	173047	173047	Austropallene tenuicornis	[]	536	98105	-1.0	33.85		
HumanObservation	37404	Pycnogonida				-65.4000015259	113.0			Callipallenidae			Austropallene				BAS		Animalia		860	510				Pantopoda			Arthropoda			Austropallene tenuicornis		urn:lsid:marinespecies.org:taxname:173047						daa12bca-96f9-451d-bc54-60e5225980d5	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	685.0					False	False	True	False		Chelicerata	Eupantopodida	Nymphonoidea	Austropallene tenuicornis		2	1065	1274	1302	1358	379601	379609	1564	173034	173047	173047	Austropallene tenuicornis	['DEPTH_EXCEEDS_BATH']	547	41409	-1.66	33.7	SOMBASE Pycnogonids	
PreservedSpecimen	JR15005_2791_02	Pycnogonida	243	AQ	16	-60.6721	-42.4993	2016-03-16	JR15005	Callipallenidae	JR15005_130	LINESTRING (-42.49511 -60.6713, -42.50343 -60.67282)	Austropallene	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	531	512	3	JR15005_2791_02	Present	Pantopoda	1	individuals	Arthropoda	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	Austropallene tenuicornis	Pushkin, 1993	urn:lsid:marinespecies.org:taxname:173047	tenuicornis	species	PhysicalObject	16/03/2016	2016	ebc60045-0b6a-4560-a10c-c09efaa00f50	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	521.5	1458086400000.0	1458086400000.0	1458086400000.0	2016.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Austropallene tenuicornis	1.0	2	1065	1274	1302	1358	379601	379609	1564	173034	173047	173047	Austropallene tenuicornis	[]	564	99521	-1.0	33.86		tricate tip to immovable claw
