basisOfRecord	bibliographicCitation	catalogNumber	class	collectionCode	datasetID	decimalLatitude	decimalLongitude	family	genus	institutionCode	kingdom	locality	maximumDepthInMeters	minimumDepthInMeters	modified	occurrenceID	occurrenceStatus	order	phylum	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	typeStatus	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	day	eventDate	individualCount	month	year	date_start	date_mid	date_end	date_year	continent	coordinateUncertaintyInMeters	country	datasetName	footprintWKT	geodeticDatum	georeferenceSources	language	locationID	preparations	recordedBy	samplingProtocol
PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon trispinum</i> Child, 1998. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240208	sm_id_1158	Pycnogonida	WoRMS type localities	https://marineinfo.org/id/dataset/5184	-45.97	171.76	Nymphonidae	Nymphon	WoRMS Editorial Board	Animalia	Pacific Ocean	1415.0	1400	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1158	present	Pantopoda	Arthropoda	http://www.marinespecies.org/aphia.php?p=specdetails&id=1158	Nymphon trispinum	Child, 1998	urn:lsid:marinespecies.org:taxname:240208	trispinum	holotype	be027323-3d7a-438a-8573-00ab22da5562	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	1407.5	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon trispinum	1.0	2	1065	1274	1302	1358	379601	379609	1566	134591	240208	240208	Nymphon trispinum	[]	1334	78917	9.99	34.29																					
PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon trispinum</i> Child, 1998. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240208	sm_id_90223	Pycnogonida	WoRMS type localities	https://marineinfo.org/id/dataset/5184	-45.9650001526	171.7616729736	Nymphonidae	Nymphon	WoRMS Editorial Board	Animalia			1235	2020-11-16 11:12:20	WoRMS Editorial Board:WoRMS type localities:sm_id_90223	present	Pantopoda	Arthropoda	http://www.marinespecies.org/aphia.php?p=specdetails&id=90223	Nymphon trispinum	Child, 1998	urn:lsid:marinespecies.org:taxname:240208	trispinum	holotype	c009994e-c878-4fd0-a048-30f73b1fdcaa	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	1235.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon trispinum	1.0	2	1065	1274	1302	1358	379601	379609	1566	134591	240208	240208	Nymphon trispinum	[]	1423	78970	9.99	34.29	23	1995-02-23	1.0	2	1995	793497600000.0	793497600000.0	793497600000.0	1995.0												
HumanObservation		34142	Pycnogonida	SOMBASE Pycnogonids		-45.9650001526	171.76159668	Nymphonidae	Nymphon	BAS	Animalia		1415.0	1400				Pantopoda	Arthropoda		Nymphon trispinum		urn:lsid:marinespecies.org:taxname:240208			d0c10ace-4679-4d6d-bf66-8aeeaa80ce73	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1407.5	False	False	True	False		Chelicerata	Eupantopodida	Nymphonoidea	Nymphon trispinum		2	1065	1274	1302	1358	379601	379609	1566	134591	240208	240208	Nymphon trispinum	[]	1423	78965	9.99	34.29																					
PreservedSpecimen		7593	Pycnogonida	NIWA		-45.965	171.7616667	Nymphonidae	Nymphon	NIWA Invertebrate Collection	Animalia		1268.0	1235	8/04/2022	5ff96e1e-fa36-11e2-96b3-aa6f927c92a3	present	Pantopoda	Arthropoda		Nymphon trispinum	Child, 1998	urn:lsid:marinespecies.org:taxname:240208	trispinum	HOLOTYPE	f29a0ef0-7a13-400f-8db0-7ababbcd7274	2c6db58f-ae91-4a17-9f0f-7db28506b94f	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	1251.5	False	False	True	False		Chelicerata	Eupantopodida	Nymphonoidea	Nymphon trispinum		2	1065	1274	1302	1358	379601	379609	1566	134591	240208	240208	Nymphon trispinum	[]	1423	78970	9.99	34.29	23	23/02/1995		2	1995					Oceania	100	New Zealand	NIWA Invertebrate Collection	POINT (171.7616667 -45.965)	WGS84	GPS	en	W460	Specimen(s), Alcohol unknown = 1	NZOI	Trawl, type undefined
