accessRights	basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	country	datasetName	day	decimalLatitude	decimalLongitude	disposition	endDayOfYear	eventDate	family	footprintWKT	genus	geodeticDatum	institutionCode	island	kingdom	language	license	locality	maximumDepthInMeters	minimumDepthInMeters	modified	month	occurrenceID	occurrenceStatus	order	originalNameUsage	otherCatalogNumbers	ownerInstitutionCode	phylum	rightsHolder	samplingProtocol	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	startDayOfYear	type	verbatimCoordinates	verbatimDepth	verbatimEventDate	verbatimLocality	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	suborder	superfamily	subfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	associatedReferences	bibliographicCitation	dynamicProperties	identifiedBy	individualCount	preparations	recordedBy	sex
http://www.vertnet.org/resources/norms.html	PreservedSpecimen	12752	Pycnogonida	S	100	Hawaiian Islands	Bishop Museum Marine Invertebrates Specimens	30	21.2828	-157.841	in collection	211	1998-07-30	Endeidae	POINT (-157.84100 21.28280)	Endeis	WGS84	BPBM	Oahu	Animalia	en	http://creativecommons.org/publicdomain/zero/1.0	Ala Wai Harbor; Hilton Lagoon discharge pipe	4.0	0.0	2/07/2002 0:00:00	7	43e9c62e-a37b-42a6-b77b-f14d5adf6b84	present	Pantopoda	Endeis nodosa	HH-2374	BPBM	Arthropoda	Bernice Pauahi Bishop Museum	Hand grab	Endeis nodosa	Hilton, 1942	urn:lsid:marinespecies.org:taxname:239997	nodosa	211	PhysicalObject	(21.28283°, 157.8409°)	0.00-4.00	1998-07-30	Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Ala Wai Harbor; Hilton Lagoon discharge pipe  (21.28283°, 157.8409°)	Pacific Ocean	1998	375adbf5-f3b4-4ef4-944b-aa071ceb91dd	10b213e6-a9c4-459e-a40c-ef9edc461b97	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	2.0	901756800000	901756800000	901756800000	1998	False	False	True	False	Chelicerata	Eupantopodida	Phoxichilidoidea	Endeinae	Endeis nodosa	2	1065	1274	1302	1358	379601	379610	1565	379617	134588	239997	239997	Endeis nodosa	['ON_LAND']	-3	-135	25.4	35.05								
	PreservedSpecimen	189282.145055	Pycnogonida	Invertebrate Zoology: Crustacea		Marshall Islands		8	11.5444402695	162.364715576			1969-10-08T12:00:00Z	Endeidae		Endeis		USNM		Animalia			Ralik Chain, Enewetak Atoll, Runit Island, Yvonne, Pier On Lagoon Side	0.7			10			Pantopoda				Arthropoda			Endeis nodosa	Hilton	urn:lsid:marinespecies.org:taxname:239997								North Pacific Ocean	1969	9b287d74-6669-47b8-ba49-252361748c20	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	0.7	-7344000000	-7344000000	-7344000000	1969	False	False	True	False	Chelicerata	Eupantopodida	Phoxichilidoidea	Endeinae	Endeis nodosa	2	1065	1274	1302	1358	379601	379610	1565	379617	134588	239997	239997	Endeis nodosa	[]	24	802	28.53	34.36	National Museum of Natural History, Smithsonian Institution	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	observedindividualcount=2;	Child, C. Allan	2.0	Alcohol (Ethanol)	C. Child	female
