basisOfRecord	catalogNumber	collectionCode	coordinatePrecision	day	decimalLatitude	decimalLongitude	eventDate	fieldNumber	identifiedBy	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	occurrenceRemarks	recordedBy	scientificName	scientificNameID	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	SAMC-MBR-013472	MBR	100.0	29	-46.8899993896	37.8917007446	1984-08-29T12:00:00Z	MAD1 U3	Arnaud	SAMC	Marion & Prince Edward Islands; 46 53.4' S 37 53.5' E	90.0	90.0	8	Gear:Bottom Dredge;Preparation:alch	UCT Marion Island Survey	Tanystylum ornatum	urn:lsid:marinespecies.org:taxname:240215	1984	1a62f853-f6dc-4169-9515-7d330e0395da	4f46f9d8-dc63-4546-9dd5-075df3d25e4a	['14fc439c-707d-41d6-a3d4-b9d2696205fe']	90.0	462585600000.0	462585600000.0	462585600000.0	1984.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum ornatum	2	1065	1274	1302	1358	379601	379608	1562	134577	240215	240215	Tanystylum ornatum	[]	553	653	5.64	33.81
HumanObservation	33984	SOMBASE Pycnogonids			-46.7165985107	37.9500007629				BAS		775.0	0.0				Tanystylum ornatum	urn:lsid:marinespecies.org:taxname:240215		1f9dee1c-4346-4cba-bf70-742cd80d1e3a	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	387.5					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum ornatum	2	1065	1274	1302	1358	379601	379608	1562	134577	240215	240215	Tanystylum ornatum	['DEPTH_EXCEEDS_BATH']	176	5017	5.71	33.82
HumanObservation	SAMC-MBR-013474	MBR	100.0	1	-46.672000885	37.8499984741	1988-09-01T12:00:00Z	MAD 42 W.3	Branch	SAMC	Marion & Prince Edward Islands; 46 40.32' S 37 51' E	560.0	460.0	9	Gear:Bottom Dredge;Preparation:alch	UCT Marion Island Survey	Tanystylum ornatum	urn:lsid:marinespecies.org:taxname:240215	1988	49dd0ee3-f1aa-4b2b-96d0-46e893b3ec90	4f46f9d8-dc63-4546-9dd5-075df3d25e4a	['14fc439c-707d-41d6-a3d4-b9d2696205fe']	510.0	589075200000.0	589075200000.0	589075200000.0	1988.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum ornatum	2	1065	1274	1302	1358	379601	379608	1562	134577	240215	240215	Tanystylum ornatum	[]	507	5047	5.72	33.82
HumanObservation	37251	SOMBASE Pycnogonids			-35.4500007629	23.4899997711				BAS							Tanystylum ornatum	urn:lsid:marinespecies.org:taxname:240215		6737e154-f3a9-483e-9aaa-50c18dda5d07	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']						False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum ornatum	2	1065	1274	1302	1358	379601	379608	1562	134577	240215	240215	Tanystylum ornatum	['NO_DEPTH']	1798	149036	21.47	35.43
HumanObservation	SAMC-MBR-013476	MBR	100.0	3	-46.6763000488	37.8367004395	1988-09-03T12:00:00Z	MAD 44 TT	Branch	SAMC	Marion & Prince Edward Islands; 46 40.58' S 37 50.2' E	644.0	410.0	9	Gear:Bottom Dredge;Preparation:alch	UCT Marion Island Survey	Tanystylum ornatum	urn:lsid:marinespecies.org:taxname:240215	1988	774dbb08-db9c-4a63-9cb1-a19baa13fd9d	4f46f9d8-dc63-4546-9dd5-075df3d25e4a	['14fc439c-707d-41d6-a3d4-b9d2696205fe']	527.0	589248000000.0	589248000000.0	589248000000.0	1988.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum ornatum	2	1065	1274	1302	1358	379601	379608	1562	134577	240215	240215	Tanystylum ornatum	[]	595	5974	5.72	33.82
HumanObservation	SAMC-MBR-013475	MBR	100.0	2	-46.67029953	37.8532981873	1988-09-02T12:00:00Z	MAD43 xx	Branch	SAMC	Marion & Prince Edward Islands; 46 40.22' S 37 51.2' E	600.0	350.0	9	Gear:Bottom Dredge;Preparation:alch	UCT Marion Island Survey	Tanystylum ornatum	urn:lsid:marinespecies.org:taxname:240215	1988	b4e2a962-cf26-4704-bf9f-f3d917b4d5aa	4f46f9d8-dc63-4546-9dd5-075df3d25e4a	['14fc439c-707d-41d6-a3d4-b9d2696205fe']	475.0	589161600000.0	589161600000.0	589161600000.0	1988.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum ornatum	2	1065	1274	1302	1358	379601	379608	1562	134577	240215	240215	Tanystylum ornatum	['DEPTH_EXCEEDS_BATH']	432	4765	5.72	33.82
HumanObservation	SAMC-MBR-013473	MBR	100.0	24	-46.6758003235	37.8497009277	1987-08-24T12:00:00Z	MAD 37 NN1	Branch	SAMC	Marion & Prince Edward Islands; 46 40.55' S 37 50.98' E	488.0	460.0	8	Gear:Bottom Dredge;Preparation:alch	UCT Marion Island Survey	Tanystylum ornatum	urn:lsid:marinespecies.org:taxname:240215	1987	cc6933ca-aefd-41ef-aec3-7f38fcbbec0c	4f46f9d8-dc63-4546-9dd5-075df3d25e4a	['14fc439c-707d-41d6-a3d4-b9d2696205fe']	474.0	556761600000.0	556761600000.0	556761600000.0	1987.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum ornatum	2	1065	1274	1302	1358	379601	379608	1562	134577	240215	240215	Tanystylum ornatum	[]	524	5387	5.72	33.82
HumanObservation	SAMC-MBR-013477	MBR	100.0		-46.8166999817	37.7332992554	1976-07-02T00:00:00Z	MAD 08/36 CP173	Arnaud	SAMC	Marion Island				Gear:Trawl;Preparation:alch	Marion dufresne Survey	Tanystylum ornatum	urn:lsid:marinespecies.org:taxname:240215	1976	d6851145-7537-4db2-953e-44bfece22528	4f46f9d8-dc63-4546-9dd5-075df3d25e4a	['14fc439c-707d-41d6-a3d4-b9d2696205fe']		205113600000.0	205113600000.0	205113600000.0	1976.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum ornatum	2	1065	1274	1302	1358	379601	379608	1562	134577	240215	240215	Tanystylum ornatum	['NO_DEPTH']	171	500	5.68	33.81
